i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income__0,e_Intercept,Electricity__0,w_Intercept,c_w_Education,Water__0
0,919.012059036,1,7105.22445663,3,1666.84639522,51.6397342773,116.575897706,1,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,2,1147.66399223,6023.86254599,179359.854099,3.2999838733,110.033170921,-601.591950028,214.401145313,132.444346537
0,919.012059036,1,7105.22445663,3,1666.84639522,51.6397342773,116.575897706,3,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,3,1147.66399223,18727.4606703,269429.586437,3.2999838733,140.627112349,-601.591950028,101.70283943,193.336352824
1,919.012059036,0,7105.22445663,3,1666.84639522,51.6397342773,116.575897706,2,1,0.825661590942,1,18.7899086369,0,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,0,1147.66399223,11959.091528,177580.357546,3.2999838733,104.757375943,-601.591950028,260.327274277,123.825881348
0,919.012059036,1,7105.22445663,4,1666.84639522,51.6397342773,116.575897706,3,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,0,1147.66399223,18727.4606703,281247.687671,3.2999838733,143.904341248,-601.591950028,101.70283943,201.798039719
0,918.94889729,1,7105.34280873,4,1667.00737691,51.6423537703,116.580984498,0,1,0.825614985183,1,18.7904212465,0,28.8830497462,1,59.2442167063,1,203.325815463,1,24.5938675586,0.00146112613476,98.4901470755,1000.93798265,0.0531368783367,49.7388787092,6.08886111898,2,1147.66399223,1.0,148484.712951,3.2999838733,102.484578689,-601.591950028,1.0,109.811613708
1,917.663829154,0,7114.19976627,3,1668.65178033,51.6612422133,116.71490376,3,1,0.823700343481,1,18.7714431492,1,28.8715790376,1,59.2121063954,1,203.149265959,1,24.5609662489,0.0014809979316,98.6533860523,1003.34321447,0.0526207605825,49.7134763301,6.08394081197,1,1147.66399223,18727.4606703,225666.280252,3.2999838733,126.072862097,-601.591950028,101.70283943,151.446946975
0,917.779964751,1,7113.35490208,2,1669.18322686,51.6851693959,116.820378301,0,1,0.821724078016,1,18.7613002906,0,28.8722608684,1,59.2507776216,1,202.978726287,1,24.5539248548,0.00148409339329,98.6359846505,1003.73560806,0.0528774146848,49.685838802,6.08360158881,3,1147.66399223,1.0,125057.004878,3.2999838733,96.3063330009,-601.591950028,1.0,92.6698994783
0,917.257366363,0,7115.38500495,2,1667.83860886,51.693513151,116.88390328,1,1,0.822190261057,1,18.7662391485,1,28.8692415508,1,59.2578600937,1,202.959219565,1,24.5814148909,0.00148612114595,98.50244725,1003.45714715,0.0530228535396,49.7350144529,6.08426283798,3,1147.66399223,6023.86254599,117336.435794,3.2999838733,94.9622949609,-601.591950028,214.401145313,77.9456631463
1,915.094074478,1,7090.81788987,3,1672.85336558,51.7144366889,116.986149392,3,1,0.823611935415,1,18.7978314848,0,28.7781846499,1,59.3231121538,1,202.524755221,1,24.5933339992,0.00147050213382,98.9721688394,1001.66113266,0.0530278393221,49.6171192809,6.058761365,2,1147.66399223,18727.4606703,276155.484599,3.2999838733,139.122834491,-601.591950028,101.70283943,198.475370328
0,914.187719031,1,7120.33118347,3,1664.26488294,51.6133114241,117.187924458,3,1,0.814391865182,1,18.7735685237,1,28.7853386435,1,59.4940330336,1,202.718669231,1,24.7025704119,0.0013852220433,99.3003331082,1002.67902756,0.0526834491872,49.6551803792,6.06058942935,0,1147.66399223,18727.4606703,269683.912792,3.2999838733,138.48323262,-601.591950028,101.70283943,191.808795896
0,907.464857987,1,7122.69486349,3,1653.57768107,51.1014816461,117.988177817,2,1,0.811131577046,1,18.6890361032,0,29.3181536993,1,59.0472365443,1,202.350427728,1,24.6132587888,0.00139629959881,99.5309798506,1000.6192845,0.0538917501412,50.590052039,6.14652023517,1,1147.66399223,11959.091528,221349.641,3.2999838733,120.150172984,-601.591950028,260.327274277,166.093748262
0,907.464857987,1,7122.69486349,4,1653.57768107,51.1014816461,117.988177817,0,1,0.811131577046,1,18.6890361032,1,29.3181536993,1,59.0472365443,1,202.350427728,1,24.6132587888,0.00139629959881,99.5309798506,1000.6192845,0.0538917501412,50.590052039,6.14652023517,3,1147.66399223,1.0,148289.646895,3.2999838733,106.014168819,-601.591950028,1.0,111.112893138
1,906.408795716,1,7134.42950013,3,1654.3670893,51.1215753231,117.960081429,0,1,0.811320343884,1,18.6914520203,0,29.3351554173,1,59.0493268022,1,202.123961732,1,24.6072385061,0.00142423510574,99.5577504797,1000.5790053,0.0532199819641,50.5516347457,6.14598021646,3,1147.66399223,1.0,143098.763876,3.2999838733,99.6367362959,-601.591950028,1.0,107.034085153
