,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_3,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,130240.21409111662,77.013793007213,85.11810503352636,51.98778833107191,10.42850275509003
1,2,sex_female,Size_1,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,117882.12630247237,69.2203246367079,75.16347511503005,51.98778833107191,0.0
2,6,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,193802.60967117883,81.18429469806438,134.6270912877962,51.98778833107191,27.324810126195146
3,7,sex_male,Size_3,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,230263.53986143728,91.1506735360088,183.96486210833334,51.98778833107191,60.816863873815784
4,8,sex_male,Size_3,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,185965.3058505873,77.08624510822612,135.98201563597408,51.98778833107191,60.816863873815784
5,9,sex_female,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,204946.23641280434,85.05286898941007,149.01566455525423,51.98778833107191,70.3010829195951
6,11,sex_female,Size_6,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,236582.0111071994,92.28440303907894,172.68063749668747,51.98778833107191,12.759798482783994
7,12,sex_female,Size_3,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,123872.57673368468,67.08201761393175,92.75590451007636,51.98778833107191,100.56081548377699
8,13,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,116633.18541393477,67.07603737808168,88.76877313320175,51.98778833107191,89.51667518580277
9,14,sex_male,Size_5,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,121150.72858248191,76.00002868346967,92.7013970036422,51.98778833107191,0.0
10,15,sex_male,Size_5,age_36_45,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,252663.6465742003,75.31649221681455,182.1298678363221,51.98778833107191,61.763282898618435
11,17,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,187698.92469526725,48.48250146054193,136.13597915665446,51.98778833107191,97.94963917173969
12,19,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,118188.4109681163,37.814861342171874,90.43886427156717,51.98778833107191,108.46998903360253
13,20,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,125532.50939451258,29.364241871244015,92.81379800997617,51.98778833107191,53.77003727474515
14,21,sex_male,Size_1,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,161125.31446833262,46.16602090996645,117.36802364506377,51.98778833107191,21.45990706132111
15,23,sex_female,Size_1,age_26_35,Education_High_School,AC_no,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,83881.01686395016,21.321680039538286,50.91036085842203,51.98778833107191,13.360709714400917
16,25,sex_female,Size_2,age_36_45,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,169406.7966259168,49.64359545428087,121.43233208506929,51.98778833107191,127.63790496483834
17,28,sex_female,Size_1,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,51651.26669617337,22.0648115992681,32.82706392315861,51.98778833107191,60.04130945311248
18,29,sex_male,Size_3,age_66_75,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,171582.72044499053,49.34025825890158,126.79876610424206,51.98778833107191,62.13890969356397
19,30,sex_male,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,221390.32153812476,59.28438586649587,161.2389089592929,51.98778833107191,97.51566042746363
20,31,sex_male,Size_1,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,174095.10853260176,46.91475972590709,123.53416824806928,51.98778833107191,46.3989390257816
21,34,sex_male,Size_1,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,125570.49627178514,29.28899248576402,93.77188929906715,51.98778833107191,41.45947917878554
22,37,sex_male,Size_1,age_19_25,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,197285.9367041583,45.05279955420188,139.10827470400363,51.98778833107191,0.0
23,38,sex_male,Size_1,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,128235.59874502278,36.340571555057856,95.03843789845236,51.98778833107191,52.8964232690911
24,39,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,66692.7676051495,32.07049018571329,41.589883179637766,51.98778833107191,82.93789150641905
25,40,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,141435.17438266423,44.12923062241543,92.54230046939504,51.98778833107191,87.3327619080276
26,41,sex_female,Size_2,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,116232.26633189607,33.515849497635905,89.62104524452756,51.98778833107191,93.55476877013115
27,42,sex_male,Size_3,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,196659.3888681028,61.04849919622849,144.0730236735187,51.98778833107191,91.63146950461021
28,43,sex_male,Size_2,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,114953.43681821464,43.00100161173036,86.20325196229493,51.98778833107191,38.58498862099559
29,44,sex_male,Size_1,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,130876.74266706374,45.78566982462981,93.97271321245994,51.98778833107191,40.27143804125155
30,45,sex_male,Size_1,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,126787.84048264648,43.793850719983894,90.19960211337393,51.98778833107191,40.27143804125155
31,46,sex_male,Size_3,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,191826.6338848366,48.66426048426723,125.71539288983756,51.98778833107191,101.81436802404619
32,47,sex_female,Size_3,age_26_35,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,228605.2388090103,97.13616796616418,168.40943506235755,51.98778833107191,64.94958198468198
33,49,sex_female,Size_3,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,208173.4519402984,89.1297037663936,151.77620638051783,51.98778833107191,47.97779777212255
34,50,sex_male,Size_6,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,214600.72233699006,88.89463116006075,153.78336374086496,51.98778833107191,43.66728471695117
35,54,sex_male,Size_2,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,219536.8007908932,97.73773064250118,152.24696257833696,51.98778833107191,84.76947492914317
36,55,sex_male,Size_1,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,99625.64724938241,61.68774130472094,76.18733755594815,51.98778833107191,20.649478423091224
37,57,sex_male,Size_1,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,127511.14739847957,75.03385024681003,92.3240449748601,51.98778833107191,0.0
38,59,sex_male,Size_2,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,108663.82915684755,69.01292183310292,71.4349062342983,51.98778833107191,44.76431881774957
39,61,sex_male,Size_2,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,108215.19166053325,67.65859485286568,72.70164546475652,51.98778833107191,76.49223647533348
40,62,sex_male,Size_2,age_66_75,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,151755.80051833185,60.63808975654056,103.35828867281296,51.98778833107191,39.78457349288541
41,63,sex_female,Size_7,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,243732.59343975855,92.20864223319286,180.6505855623018,51.98778833107191,95.73657921863067
42,64,sex_male,Size_2,age_36_45,Education_College,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,219362.81966995375,62.94452548565039,154.16732331071017,51.98778833107191,83.27537102782794
43,65,sex_female,Size_5,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,130032.23297097001,45.13570421372692,99.45401284722107,51.98778833107191,35.69189866436966
44,66,sex_male,Size_4,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,71358.9683915065,27.958060473852616,44.95222222402883,51.98778833107191,31.659544697828863
45,67,sex_male,Size_6,age_36_45,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,218689.74101803586,59.12870597560824,144.86740039764587,51.98778833107191,62.579788209629456
46,68,sex_male,Size_6,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,91010.2607647896,33.305872231135275,58.91049542681221,51.98778833107191,14.45458262136302
47,70,sex_male,Size_3,age_19_25,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,55491.670055133814,29.588599487190773,32.5907814075448,51.98778833107191,27.38822255456329
48,74,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,207758.85486181758,57.92601982959776,148.52501988227158,51.98778833107191,38.14475296150089
49,75,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,190897.55502488543,60.80366586611987,141.29175300715582,51.98778833107191,42.979859022604145
50,76,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206335.8150449337,57.44105661669527,151.0917406251715,51.98778833107191,4.015558950634912
51,77,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,193531.083407117,59.41779564265898,138.75207043730433,51.98778833107191,38.999690099263276
52,78,sex_male,Size_6,age_26_35,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,192872.538680906,49.25568288641838,138.2978697864922,51.98778833107191,41.11735525084292
53,79,sex_male,Size_5,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,160856.38303087314,48.28575016219295,106.26116189671905,51.98778833107191,64.20536960702195
