,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
1,69.15887109345425,117589.91888927885,74.93480078510024,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_female,1.0,51.0,1,44.569847666071
2,51.55461914685771,193506.52754790074,134.41078123467784,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_26_35,sex_male,2.0,51.0,1,16.024761968342265
5,55.6420859938958,204664.1171541645,148.79417519012318,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_female,5.0,51.0,1,54.0998204690356
7,37.254027890577895,123577.81906012028,92.5407231149902,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_46_55,sex_female,7.0,1.0,1,21.022815590781452
8,36.61167296692494,116307.07343306439,88.51830664991897,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_male,8.0,1.0,1,40.907959875759225
10,104.53657068611822,252361.96579871365,181.8997641708068,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,10.0,81.0,1,23.62026787940559
11,85.54714253966435,187406.9706532588,135.90686812291875,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,11.0,81.0,1,123.29599545425013
12,67.86443643133693,117890.11420964706,90.20209618716405,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_male,12.0,1.0,1,34.21719039861627
13,67.32188711236995,125221.12284494124,92.58548254388211,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,13.0,31.0,1,57.4721800270138
14,75.26291415831632,160817.060020854,117.13167266613928,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,14.0,21.0,1,109.78570250425251
15,51.790984228497756,83545.40241240064,50.66739809678649,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_26_35,sex_female,15.0,1.0,1,146.31291782612274
16,54.26934140330361,41586.349358115316,23.675985745375943,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,16.0,31.0,1,111.21812264760132
17,93.61058748381822,228040.73948343663,160.86809987846172,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_female,17.0,81.0,1,78.51477626236178
18,26.225870325880898,60022.05763379332,37.95289771362793,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_female,18.0,31.0,1,144.72951523223213
19,34.597064682712,67006.12045775207,42.39107992961966,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,19.0,31.0,1,126.81731834261835
20,66.97319110525642,231963.2346701809,163.7654813472989,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_female,20.0,51.0,1,111.25231307927042
21,54.99433184066783,180767.81536134434,132.23629472181153,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,21.0,51.0,1,143.29709508888334
22,57.295986146462354,208309.23126283626,147.79825746507638,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,22.0,81.0,1,12.944600972438206
23,40.46090227379359,146442.9361389745,106.6651606107398,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_26_35,sex_male,23.0,1.0,1,27.938885226140908
24,49.37883742168106,158272.06549802455,117.63294629835724,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,24.0,51.0,1,96.16250967030577
