,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
0,37.70912878946772,130861.36452208205,85.61255731075643,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,0.0,51.0,1,22.895484479579252
2,81.31328811805733,194431.1199480237,135.08626487777968,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_26_35,sex_male,2.0,51.0,1,33.002683560889864
3,91.28279789348329,230883.80325275863,184.47262030207696,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,3.0,51.0,1,42.16679758207851
4,38.653719460014756,186542.8432748448,136.44936452139518,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,4.0,51.0,1,28.425596258324877
5,55.83091964845651,205545.10692483996,149.4858325614814,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_female,5.0,51.0,1,66.96076773533615
6,76.3844338012995,162421.90054044162,122.8757949978879,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_6,age_56_65,sex_female,6.0,1.0,1,0.3473292405786227
7,75.19129054016877,162157.26763361134,118.04744262007506,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_46_55,sex_female,7.0,1.0,1,68.02613212980442
8,67.22181030632868,117325.44178640765,89.30045257713877,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,8.0,1.0,1,87.92916351283087
9,76.14530328575786,121830.16738623678,93.2418375314058,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_19_25,sex_male,9.0,31.0,1,11.259109226276607
10,49.94950662313719,136213.59786778426,103.56221098363594,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,10.0,31.0,1,72.56555031305197
11,85.73338553439994,188318.58216696559,136.6222750476548,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,11.0,81.0,1,69.68358869749328
12,29.0842894987836,118821.65719892975,90.94151407336528,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,12.0,1.0,1,86.70119180835613
13,29.5025561358996,126193.66199063399,93.29859838574599,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,13.0,31.0,1,38.97291616927293
14,49.629289208200944,161778.4360888662,117.86889880254414,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_26_35,sex_male,14.0,51.0,1,10.08747558694458
15,55.67040220613639,84545.76351535077,51.39351995940341,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_26_35,sex_female,15.0,31.0,1,3.3440142508371773
16,82.2746205800301,200725.30808918038,134.04098723754723,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_1,age_86_100,sex_male,16.0,51.0,1,131.28112825176618
17,52.044625472899675,104369.96978768936,67.20792710225012,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,17.0,31.0,1,68.40266496477119
18,56.41506123842224,77912.34220980498,51.197613947742006,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_66_75,sex_male,18.0,31.0,1,44.690915848497006
19,70.05614202188103,124840.23440964188,91.85278540616305,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_26_35,sex_male,19.0,31.0,1,14.625940059642785
21,73.01602625065841,188565.20861757477,138.60732338321236,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,21.0,51.0,1,61.116578724127315
22,41.428257422220284,124452.65893601936,94.22325516146795,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_female,22.0,1.0,1,86.72441649271404
23,35.094090552465644,113549.1745410469,74.45531625482289,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_46_55,sex_male,23.0,1.0,1,70.15178172707536
24,33.02646773533165,77397.00603610199,50.155205926962175,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_female,24.0,31.0,1,61.434714719394854
25,36.92242323764147,91335.13046194767,57.584647260852215,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,25.0,31.0,1,72.56555031305197
26,52.417393081332435,166369.15422526535,107.24406934361151,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,26.0,51.0,1,75.24047542143809
27,62.23535823966024,230147.3745641373,170.07354067273417,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_56_65,sex_female,27.0,51.0,1,15.253403509734573
28,26.657177460555964,119897.33706517938,89.63955576325638,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_26_35,sex_male,28.0,1.0,1,16.58655712875009
29,66.65084113466831,246058.19308270336,178.48468462804212,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_female,29.0,51.0,1,71.69618866567231
30,37.148077174082744,104596.71323612494,77.96500723083281,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_56_65,sex_male,30.0,31.0,1,3.64532466970504
31,41.02090898487262,133866.28454399985,100.20511332694656,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_26_35,sex_male,31.0,1.0,1,48.165180205877206
32,92.72890413166279,232110.55048479704,169.71888873427082,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,32.0,51.0,1,56.18723789678655
33,74.69879373271709,148153.02643258258,111.38552689867674,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,33.0,1.0,1,75.72573059678768
34,90.60244275350557,217617.7592981452,145.41335705573474,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_66_75,sex_male,34.0,81.0,1,29.884902672805385
35,72.20867508040448,151663.66871249574,112.21527770176996,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_26_35,sex_male,35.0,31.0,1,32.366956683200385
36,95.38721999381,244147.18951777183,174.96314002707248,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_66_75,sex_female,36.0,81.0,1,44.17944876888596
37,95.57795224592569,240990.83771311413,175.96066517149796,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_66_75,sex_male,37.0,81.0,1,52.10126188721932
38,35.37538322322157,89531.97706172256,54.90293769562712,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,38.0,31.0,1,48.78715237655193
39,32.811398012053864,79177.76363742226,51.05355602864324,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,39.0,31.0,1,69.35652783772821
40,33.124371739093746,78546.64057496181,50.15322194716194,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_66_75,sex_male,40.0,1.0,1,42.857705268978854
41,38.257520775655024,95100.37007114512,62.702027353811815,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_46_55,sex_female,41.0,31.0,1,22.67235029009514
42,69.72318655888195,120089.244042031,75.98114858603006,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,42.0,51.0,1,63.55969992184903
43,67.70323865697763,103634.40917456117,65.86325673891703,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,43.0,31.0,1,76.34770276746242
44,55.93995017463575,194889.4810560973,139.29195038370884,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,44.0,81.0,1,64.0864151434231
45,56.701490989004434,228367.2092291789,159.9209736277762,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,45.0,81.0,1,68.59962142240917
46,50.714355425925845,177271.75173851106,127.88393016288332,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,46.0,31.0,1,66.06096325474059
47,53.03133433533907,171754.88727852388,112.91195860827958,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,47.0,51.0,1,54.78027235525232
48,38.1339577109496,130040.92410452185,97.60883603653977,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_66_75,sex_male,48.0,1.0,1,38.49499480810996
49,92.13713987427141,231077.07792403593,159.22087156592332,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_male,49.0,81.0,1,56.8092100674613
50,60.516675568162135,96601.5950224304,63.886166301659266,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,50.0,31.0,1,94.31433890876512
51,81.25601344254396,154246.93050218982,104.79492992284737,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,51.0,51.0,1,81.30071654540663
52,81.50466085761306,179262.57659619272,115.07380583558457,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,52.0,51.0,1,95.73926707087782
53,55.18502903954402,244157.91880065305,170.94164028334018,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_College,Size_5,age_26_35,sex_male,53.0,51.0,1,23.732825564566284
54,48.29882080629291,157696.93868927658,121.61599545717421,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_66_75,sex_female,54.0,31.0,1,8.492502391781187
55,74.36911956055155,151291.75850138173,100.14263809447016,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_26_35,sex_female,55.0,21.0,1,25.08087044255651
56,82.30283957549976,196961.62909388676,139.19837658026418,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_26_35,sex_female,56.0,51.0,1,25.08087044255651
57,50.16973537741135,188756.4458788561,141.8478868047534,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_46_55,sex_male,57.0,61.0,1,30.043789747247747
58,56.99376297722446,178776.09141728337,118.66052445194882,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,58.0,51.0,1,94.53452005076102
59,24.33811701773753,63705.458046675914,39.68860187455628,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,59.0,31.0,1,69.13431318637811
60,48.532926541727534,70286.73389593388,46.36644718936392,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_46_55,sex_male,60.0,31.0,1,66.98543890474927
61,34.00560410615062,154879.871609359,114.9918043012943,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_56_65,sex_male,61.0,31.0,1,37.07488876500729
62,62.61409439447242,123914.06582188858,78.99649625089056,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_36_45,sex_female,62.0,1.0,1,63.55419440534313
63,71.73962141819281,264590.69699274324,192.0500447748678,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_56_65,sex_male,63.0,51.0,1,27.910637558404094
64,69.49896190249474,174199.616109436,129.62287129637667,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_36_45,sex_male,64.0,1.0,1,71.21192992077033
65,61.19342484906354,245116.41254772712,188.62534274279514,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_5,age_46_55,sex_male,65.0,51.0,1,39.19959527104748
66,51.29512517234329,172040.57169035735,114.6672011623187,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,66.0,51.0,1,49.32880147744417
68,46.70408089124454,183312.26766839164,140.20558220111295,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_76_85,sex_female,68.0,61.0,1,5.510684472445519
69,50.665143133368986,170682.17458480605,119.68895024644863,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,69.0,21.0,1,49.4228792542414
70,27.634972720896915,93137.05072743737,68.554416452156,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_26_35,sex_male,70.0,1.0,1,46.747954145855275
71,61.20189840537545,209402.86135926997,158.40598209092298,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,71.0,81.0,1,40.759832040544275
72,86.31315882820402,199585.1200190476,149.8019235567008,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_female,72.0,81.0,1,44.15197601879177
73,68.89743762334389,101620.99613995096,78.12085870162802,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,73.0,31.0,1,100.84215065143444
74,50.792162620551025,214884.25015811645,160.30316201432856,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,74.0,81.0,1,54.35696645635105
