,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_4,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,129173.09834892266,76.79161605447099,84.26865249756696,57.26086956521739,0.0
1,2,sex_female,Size_2,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,116816.49698151936,36.2359742948425,74.32953983508885,57.26086956521739,17.796935738608855
2,6,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,192722.84995933613,51.3937796887673,133.8382463613377,57.26086956521739,0.0
3,7,sex_male,Size_4,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,229197.94802458436,90.92368829266738,183.0925504515619,57.26086956521739,0.0
4,8,sex_male,Size_4,age_56_65,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,230785.02745842244,86.77052539552736,178.49855851578468,57.26086956521739,0.0
5,9,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,203917.39682837648,84.83234481842173,148.20793158702793,57.26086956521739,26.099707520403562
6,11,sex_female,Size_7,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,235534.17117691605,92.0597454978578,171.84432570543402,57.26086956521739,0.0
7,12,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197567.68803234515,86.4028443154316,141.89562888006222,57.26086956521739,26.601740077402514
8,13,sex_male,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,115443.91204140971,66.66511475223714,87.85536559269738,57.26086956521739,46.70003592891389
9,14,sex_male,Size_6,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,119983.47568144891,75.75045176381558,91.77293845257587,57.26086956521739,0.0
10,15,sex_male,Size_6,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,251563.4712094132,100.7581624644398,181.29072031868344,57.26086956521739,32.77271466902873
11,17,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,186634.33575277595,85.38929573743772,135.30051727734246,57.26086956521739,146.79887796111473
12,19,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,234190.97320900357,92.08173410506177,169.08690505031475,57.26086956521739,63.333457543534664
13,20,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,124396.7361676039,67.14940311869744,91.98098574620542,57.26086956521739,46.40649311510788
14,21,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,160002.7539756213,75.0867344511795,116.50718154343343,57.26086956521739,106.96290707459305
15,23,sex_female,Size_2,age_26_35,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,206887.93046695972,77.93802312176172,144.72379542276337,57.26086956521739,40.99999907465242
16,27,sex_male,Size_2,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,173028.96680399854,71.6225431911383,113.55782525546844,57.26086956521739,202.59365386245216
17,28,sex_female,Size_2,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,108082.51260345588,67.46255143976421,84.96397439332266,57.26086956521739,39.93656472838693
18,29,sex_male,Size_2,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,96021.85440069383,32.90246764898114,75.92368870454524,57.26086956521739,191.06205579041705
19,30,sex_female,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,230071.95113134928,94.57326996626425,161.3211366362629,57.26086956521739,60.8020503364457
20,31,sex_male,Size_4,age_56_65,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,83313.44148650016,60.28234442810414,54.59505303765796,57.26086956521739,0.0
21,33,sex_male,Size_2,age_56_65,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,142502.83571695426,74.5739379850696,103.52369807561823,57.26086956521739,80.99034055664384
22,37,sex_female,Size_5,age_19_25,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,236136.94863927027,90.99306861677988,166.52701762131176,57.26086956521739,0.0
23,39,sex_male,Size_5,age_46_55,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231591.3863644643,100.71049274954947,178.40538860253272,57.26086956521739,91.41530233926571
24,40,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,241610.61458194745,97.23292757131976,180.78333785767106,57.26086956521739,30.132205799308082
25,41,sex_female,Size_5,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,203233.83701781972,54.66904320398652,149.16708194308606,57.26086956521739,26.969467069551452
26,42,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,194165.61823039094,87.3743151427687,143.19871236382468,57.26086956521739,0.0
