,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_4,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,141649.78541256275,48.989612665964266,93.5433287329904,46.94386422976501,39.98404360939774
1,2,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,123260.6012641714,41.29906273941729,77.95166294342363,46.94386422976501,59.97343270627528
2,4,sex_female,Size_2,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,91177.948141995,65.27320465862951,57.68578374153558,46.94386422976501,59.91511448741859
3,5,sex_male,Size_2,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,112949.62330073149,27.16242321913423,74.34284905702233,46.94386422976501,55.25675823519616
4,6,sex_male,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,225072.2587290969,53.699323019097754,158.23273670633878,46.94386422976501,77.56308546940382
5,7,sex_female,Size_1,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,188488.73448938123,43.867032940826974,136.64044293685143,46.94386422976501,19.807207894954438
6,8,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,101718.96649592737,35.58674589293197,77.74041706237225,46.94386422976501,74.34509843818935
7,9,sex_male,Size_2,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,144125.2373203774,45.24062487223047,106.65882118417221,46.94386422976501,60.140455603410835
8,10,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,127729.29435906625,41.526246373003914,95.08100085244996,46.94386422976501,54.750039526719796
9,11,sex_female,Size_2,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,123644.79368937774,60.48033335637142,83.16751387231231,46.94386422976501,60.198191611069824
10,12,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,148153.55285705838,75.48694593965988,97.1667318888893,46.94386422976501,66.53571630423856
11,14,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,102780.61596161079,37.1785761405087,76.37092989822587,46.94386422976501,71.70990605275648
12,15,sex_male,Size_3,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,126060.81501702491,42.336833016629605,95.23985994022398,46.94386422976501,37.57026229795147
13,16,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,187076.01617895308,56.29706265445879,138.2241055852877,46.94386422976501,64.8798416377737
14,17,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,113191.07460121199,35.958828512039695,83.77539648276714,46.94386422976501,64.74256936425878
15,18,sex_male,Size_4,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161181.37163352824,75.18911542193571,115.72076704201646,46.94386422976501,51.30822334127795
16,19,sex_male,Size_5,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,142203.66846330045,38.643164921784184,98.04330985198236,46.94386422976501,26.95169854901845
17,23,sex_male,Size_5,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122328.41180067688,71.01733233887758,80.29080502824279,46.94386422976501,48.27052498756508
18,24,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,139915.79323312434,45.66110902118178,92.46235736894074,46.94386422976501,64.8798416377737
19,25,sex_male,Size_4,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,176304.40025932455,51.16166110851864,128.96714605909992,46.94386422976501,20.33609689233209
20,26,sex_male,Size_2,age_86_100,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,178236.9355190661,76.6283013832117,129.90551512787923,46.94386422976501,181.91077389502203
21,27,sex_male,Size_3,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,100910.3838045154,32.33308961848369,75.22318919978075,46.94386422976501,55.51160359441711
22,28,sex_female,Size_4,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,118769.68073712153,44.694822541331625,89.48310914908305,46.94386422976501,37.70282661970916
23,29,sex_male,Size_3,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,Urbanity_Urban,119709.41791702287,37.32924424953116,89.56262905351441,46.94386422976501,60.37517091590645
24,30,sex_male,Size_1,age_76_85,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,111041.02567855797,39.0179605924528,71.32866870469203,46.94386422976501,0.0
25,31,sex_male,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Rural,230980.24421776383,79.52804592975927,168.09870969818752,46.94386422976501,64.19071508799559
26,32,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,189869.88018719153,82.09475774704742,137.08594171759327,46.94386422976501,78.33296103081145
27,33,sex_male,Size_5,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169013.74253876685,50.12895213898318,122.49221364775568,46.94386422976501,44.470705604926536
28,34,sex_male,Size_2,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,93505.15545245171,22.590275732047367,69.14892450463826,46.94386422976501,72.12465282859243
29,36,sex_female,Size_3,age_76_85,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,179142.45695938793,47.30528129873852,122.14292272311013,46.94386422976501,31.147327938946564
30,38,sex_female,Size_5,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,134713.19417644505,39.99026998855351,102.54656846417662,46.94386422976501,37.30790811615075
31,39,sex_male,Size_5,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,180676.08394647544,68.77512206349542,129.04213787597354,46.94386422976501,47.931295160425314
32,40,sex_male,Size_3,age_36_45,Education_Post_Secondary,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,Urbanity_Rural,189560.97333405504,43.33626198795216,137.6037438435181,46.94386422976501,74.54072911289448
33,41,sex_male,Size_3,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,159430.34875339837,38.7260980892189,117.95739476314904,46.94386422976501,60.19122653987948
34,42,sex_female,Size_3,age_66_75,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,138812.77672831243,46.47340152235372,106.14492841476635,46.94386422976501,41.35465614134103
35,44,sex_male,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,249726.492620828,99.48968589773803,178.74576483536273,46.94386422976501,49.08502335933271
36,45,sex_male,Size_2,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,156224.20960707468,43.656494841258414,118.76265500628963,46.94386422976501,45.60345822479696
37,47,sex_male,Size_2,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,147321.71721986908,43.6727663956466,96.54353806325327,46.94386422976501,49.95284349555142
38,49,sex_male,Size_4,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,88070.53552108994,25.374123805772008,55.28272286449468,46.94386422976501,48.73850727858472
39,50,sex_male,Size_4,age_46_55,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,127895.25415476736,67.63391511739943,85.94185784019876,46.94386422976501,48.32621366398374
40,51,sex_female,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,191092.2900929959,46.29516805010313,128.57571728058682,46.94386422976501,75.41914075323014
41,52,sex_male,Size_3,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,197145.4999793284,74.45724026462943,133.97723721022646,46.94386422976501,57.22337839949789
42,53,sex_male,Size_2,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,53532.180800252856,48.480799982407525,31.0830693915151,46.94386422976501,68.91395205098623
43,55,sex_male,Size_2,age_46_55,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,104997.64103177575,34.775982506609935,68.5733603526311,46.94386422976501,57.4976757532564
44,56,sex_male,Size_1,age_46_55,Education_Post_Graduate,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,161884.04245093244,49.33793481914292,118.21986696302886,46.94386422976501,14.528641609773885
45,57,sex_female,Size_2,age_46_55,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,146119.88341068215,46.97873329073395,98.75854334438692,46.94386422976501,59.70311630783719
46,58,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,61645.100804435686,24.039524506551327,40.83685644910113,46.94386422976501,76.98787828834381
47,59,sex_female,Size_5,age_46_55,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,101174.37391369329,53.85882298225431,66.72288818790845,46.94386422976501,49.99946344149118
48,60,sex_male,Size_5,age_66_75,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,188728.8826154154,49.25464782586897,131.58395629667493,46.94386422976501,37.22942237933613
49,61,sex_male,Size_3,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,133075.80048467361,29.43295245036762,83.28970552251198,46.94386422976501,62.6593960281768
50,62,sex_male,Size_3,age_19_25,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,93434.67076774854,33.35088042176717,57.56294687241678,46.94386422976501,18.82165189943077
51,63,sex_male,Size_5,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,85416.11647943425,30.439130893309862,55.94545484640681,46.94386422976501,48.68281860216607
52,64,sex_female,Size_8,age_19_25,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,112498.93841766671,42.14940503733474,76.84415835103825,46.94386422976501,30.101561477498645
53,65,sex_male,Size_4,age_26_35,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,233254.06292540272,67.47143433676294,168.49162870733073,46.94386422976501,43.40398819423704
54,66,sex_male,Size_6,age_26_35,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,135994.89518910393,39.61934517514382,101.86961809047432,46.94386422976501,36.7536012277786
55,68,sex_male,Size_6,age_86_100,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,237245.53987743118,57.919672430027966,171.91475810310328,46.94386422976501,147.0715722085872
56,74,sex_male,Size_5,age_46_55,Education_Post_Graduate,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,243457.9449963891,66.51239950444788,188.83748550066434,46.94386422976501,29.15654505400601
