,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,172739.14975994074,90.17022295748019,126.00610675843943,66.8362652232747,0.0
1,2,sex_female,Size_1,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,161586.9366339324,78.59735753020476,116.34870409245983,66.8362652232747,0.0
2,6,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,192661.19958864403,88.37576995397514,133.7932061716183,66.8362652232747,0.0
3,7,sex_male,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229137.1065878566,99.18398816381954,183.04274461373564,66.8362652232747,20.09807163640532
4,8,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,242854.9446456163,97.70332015665831,175.2185281712378,66.8362652232747,0.0
5,9,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203858.65381332126,92.77355462213617,148.16181295936988,66.8362652232747,15.777601025160388
6,11,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235474.34362038388,99.38062596271133,171.79657561415715,66.8362652232747,0.0
7,12,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,239826.71515354494,99.93987614602023,169.1307586350892,66.8362652232747,478.58054679173136
8,13,sex_female,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,238856.89969649806,100.41335515238126,173.25487191568365,66.8362652232747,437.57461173299663
9,14,sex_male,Size_5,age_19_25,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,237007.27174975604,104.8108480873198,171.69251304336527,66.8362652232747,0.0
10,15,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,251500.65564055464,108.6376543314626,181.2428081252119,66.8362652232747,0.0
11,17,sex_male,Size_2,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223967.21292930102,97.4375520934646,158.49293986841045,66.8362652232747,46.65499934620406
12,19,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191808.4451846312,91.58976758301536,140.9237585361572,66.8362652232747,412.43962438976115
13,20,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,241422.2748039597,95.44059679293731,168.85083030677416,66.8362652232747,0.0
14,21,sex_male,Size_1,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202259.4984513373,91.24526513444593,144.41924162608177,66.8362652232747,0.0
15,23,sex_female,Size_1,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_no,Urbanity_Urban,164516.42603681944,72.64974894834035,117.4092645962919,66.8362652232747,0.0
16,27,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173274.08916460042,79.64324961949143,126.96900813603344,66.8362652232747,0.0
17,28,sex_female,Size_1,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,212738.64259767724,96.5152638292843,167.26727396120617,66.8362652232747,0.0
18,29,sex_male,Size_1,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,212737.01047518736,91.05497973457138,157.000322619266,66.8362652232747,0.0
19,30,sex_male,Size_1,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,200395.54933384285,92.36067341154178,143.54414478708608,66.8362652232747,0.0
20,32,sex_female,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,193319.47464830006,88.58949052460244,142.27218722556884,66.8362652232747,0.0
21,33,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213843.8447443675,89.93716092986413,159.22381013951895,66.8362652232747,43.225933188180555
22,34,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201127.00113585626,91.40271791610267,148.33719308278458,66.8362652232747,15.777601025160388
23,36,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,244402.168071368,103.66150975100562,174.4009213868646,66.8362652232747,0.0
24,38,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173936.23170122883,91.82147787959127,125.48391238754746,66.8362652232747,0.0
25,39,sex_female,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,245351.96804158163,94.84370247171448,177.2260571773802,66.8362652232747,0.0
26,40,sex_male,Size_3,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219792.59936581863,99.58582587216698,155.08118678672935,66.8362652232747,93.1169826361761
27,41,sex_male,Size_5,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,261705.1602982896,105.02117800076003,192.20438081313327,66.8362652232747,0.0
28,42,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,206563.98038970766,89.92332786710237,156.70850321843108,66.8362652232747,15.777601025160388
29,43,sex_male,Size_2,age_36_45,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203718.0327083762,91.78388351064784,160.29798340509876,66.8362652232747,104.59919704256943
30,45,sex_male,Size_2,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217542.7249020549,94.9480539064653,153.63736911116848,66.8362652232747,5.649064287469207
31,46,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,212411.56275544764,93.2835624644067,149.8713669112275,66.8362652232747,0.0
32,48,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213853.09759550483,98.68365537741045,148.0946412463391,66.8362652232747,0.0
33,49,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,255639.01768292426,104.91029195395792,182.664985286178,66.8362652232747,0.0
34,50,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,181329.33677030297,88.57640241409806,131.84442551676435,66.8362652232747,95.39013330857507
35,52,sex_female,Size_1,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,153838.0069167968,87.2130531758641,114.58846623593557,66.8362652232747,0.0
