,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_4,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,172187.9298708836,85.74744325501584,125.56732105402496,64.98697539797395,0.0
1,2,sex_female,Size_2,age_19_25,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161036.4845575296,74.58818737704011,115.917933844867,64.98697539797395,0.0
2,6,sex_male,Size_5,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,192103.44844101532,84.18988476468078,133.38572739758084,64.98697539797395,0.0
3,7,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198392.83990956092,88.17440790499133,150.87599657876095,64.98697539797395,0.0
4,8,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,200022.02610236427,84.04363140578371,147.25984341327495,64.98697539797395,0.0
5,9,sex_female,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,245647.60712870583,97.74812160315268,175.00091468090082,64.98697539797395,40.88009173910419
6,11,sex_female,Size_7,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,234933.08203646558,91.93087170511026,171.36457902583183,64.98697539797395,0.0
7,12,sex_female,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,153521.86975676203,81.65921286287815,100.29516256309591,64.98697539797395,61.11862838604408
8,13,sex_female,Size_4,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,121152.13683536564,67.86713289493596,92.9510586439202,64.98697539797395,17.143497184736255
9,14,sex_male,Size_6,age_19_25,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,119313.88240268647,75.60728253746106,91.24032924008036,64.98697539797395,0.0
10,15,sex_male,Size_6,age_36_45,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206761.88653005118,98.89194941047616,138.29083891979786,64.98697539797395,44.900282553542546
11,17,sex_male,Size_3,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,223417.43228529024,92.90374531491027,158.061455032393,64.98697539797395,278.171239846847
12,19,sex_male,Size_4,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,191246.44484299354,87.01383055345579,140.47762254636936,64.98697539797395,9.985163613923541
13,20,sex_male,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,240835.34775425025,91.50638783300977,168.42041888926624,64.98697539797395,26.574168517714707
14,21,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,159361.15759210306,74.94838332703861,116.01497574794611,64.98697539797395,81.93869254549305
15,23,sex_female,Size_2,age_26_35,Education_College,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,206306.40754783826,81.49142112321489,144.29093817496792,64.98697539797395,0.0
16,25,sex_female,Size_3,age_36_45,Education_Post_Graduate,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,165688.68295448896,81.74338897149286,118.4502076534884,64.98697539797395,270.05165601773234
17,26,sex_female,Size_2,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,167940.86542656564,81.704592527411,119.73130185703101,64.98697539797395,167.57925691275372
18,27,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,159775.3322484223,78.72717840196425,117.34707730105377,64.98697539797395,66.26697681400171
19,28,sex_male,Size_2,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,125238.0777232418,71.2550297651994,94.03426009580782,64.98697539797395,114.99851803754682
20,29,sex_male,Size_2,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,170918.89818549118,79.66411100300996,125.86958083089132,64.98697539797395,155.4872638346171
21,30,sex_female,Size_2,age_56_65,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,183041.788131931,84.461799263948,122.48952617839387,64.98697539797395,0.0
22,31,sex_male,Size_2,age_26_35,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,81001.53258564968,62.758706523489934,62.718629047623715,64.98697539797395,43.44767143193365
23,33,sex_female,Size_3,age_36_45,Education_Elementary_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,105774.17269301563,63.38937056596422,80.67984905608678,64.98697539797395,250.48854061279278
24,34,sex_male,Size_4,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,190505.58449588335,77.39446778527847,140.02388600993405,64.98697539797395,12.199093757176382
25,35,sex_female,Size_5,age_36_45,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,122374.1226833547,66.97744048601119,81.43116141456161,64.98697539797395,56.98453030103521
26,36,sex_female,Size_4,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,240905.5893001461,99.04103408023857,172.88474543094642,64.98697539797395,43.46040390868861
27,38,sex_male,Size_5,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,207137.92755986258,85.05372662648188,151.548535658919,64.98697539797395,11.83271173084479
28,39,sex_male,Size_5,age_46_55,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,243825.00992816276,90.25089526186545,174.73810511165954,64.98697539797395,28.788098660967545
29,41,sex_male,Size_4,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231458.2292622521,99.3416729270957,161.09051654501496,64.98697539797395,26.940550544046303
30,42,sex_male,Size_4,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,200375.67519412213,89.42041625873924,140.51479377308266,64.98697539797395,0.0
31,43,sex_female,Size_3,age_46_55,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,186779.60999313512,83.25324282068739,140.95563966277356,64.98697539797395,291.19349186960505
32,44,sex_female,Size_5,age_36_45,Education_College,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,246614.11136215064,100.14995596564988,182.42576782552806,64.98697539797395,40.88009173910419
33,45,sex_male,Size_6,age_56_65,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,218002.9400298286,97.70202144916372,159.43432844709028,64.98697539797395,0.0
