,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
0,48.98961266596426,141649.78541256275,93.5433287329904,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,0.0,51.0,1,39.98404360939774
1,41.29906273941729,123260.6012641714,77.95166294342363,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,1.0,51.0,1,59.97343270627528
2,65.27320465862951,91177.948141995,57.68578374153558,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_female,2.0,31.0,1,59.91511448741859
3,27.16242321913423,112949.62330073149,74.34284905702232,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_56_65,sex_male,3.0,1.0,1,55.25675823519615
4,53.699323019097754,225072.2587290969,158.23273670633878,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,4.0,51.0,1,77.56308546940382
5,43.86703294082698,188488.73448938126,136.64044293685146,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_1,age_56_65,sex_female,5.0,51.0,1,19.80720789495444
6,35.586745892931965,101718.96649592737,77.74041706237225,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,6.0,31.0,1,74.34509843818934
7,45.24062487223047,144125.2373203774,106.65882118417221,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_male,7.0,1.0,1,60.14045560341084
8,41.52624637300392,127729.29435906625,95.08100085244995,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,8.0,1.0,1,54.750039526719796
9,60.480333356371425,123644.79368937775,83.16751387231231,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_66_75,sex_female,9.0,1.0,1,60.198191611069824
