,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
5,97.7481216031527,245647.60712870586,175.0009146809008,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,5.0,81.0,1,15.880091739104188
7,81.65921286287816,153521.86975676205,100.29516256309591,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,7.0,51.0,1,24.11862838604408
8,67.86713289493596,121152.13683536564,92.9510586439202,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_female,8.0,1.0,1,17.14349718473626
10,98.89194941047614,206761.8865300512,138.29083891979786,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,10.0,81.0,1,21.900282553542546
11,92.90374531491028,223417.43228529024,158.06145503239298,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,11.0,81.0,1,96.17123984684702
12,87.01383055345579,191246.44484299354,140.47762254636936,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,12.0,81.0,1,1.9851636139235396
13,91.50638783300975,240835.34775425022,168.42041888926624,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,13.0,81.0,1,10.57416851771471
14,74.94838332703861,159361.15759210306,116.01497574794612,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,14.0,21.0,1,56.938692545493055
16,81.74338897149286,165688.68295448893,118.4502076534884,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_female,16.0,51.0,1,136.0516560177324
17,81.70459252741101,167940.86542656564,119.731301857031,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,17.0,51.0,1,90.57925691275372
18,78.72717840196425,159775.33224842232,117.34707730105377,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,18.0,51.0,1,27.26697681400171
19,71.25502976519941,125238.0777232418,94.03426009580782,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_26_35,sex_male,19.0,1.0,1,114.9985180375468
20,79.66411100300995,170918.89818549118,125.86958083089131,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,20.0,51.0,1,86.4872638346171
22,62.758706523489934,81001.53258564968,62.71862904762372,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,22.0,31.0,1,32.44767143193365
23,63.38937056596422,105774.17269301564,80.67984905608678,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,23.0,31.0,1,174.4885406127928
24,77.39446778527848,190505.58449588332,140.02388600993405,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,24.0,81.0,1,5.199093757176383
25,66.97744048601119,122374.12268335471,81.4311614145616,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,25.0,31.0,1,36.984530301035214
