,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
0,0,sex_male,Size_4,age_19_25,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,141335.99340846116,39.889980439396986,93.2935419450083,50.46132596685083,18.9368054515312
1,2,sex_male,Size_2,age_26_35,Education_Post_Secondary,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,122947.2463514652,41.23316170880486,77.70643910084469,50.46132596685083,82.31169495889218
2,4,sex_female,Size_2,age_26_35,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,90879.9625877265,65.20880336482675,57.452273626121375,50.46132596685083,61.68713212536411
3,5,sex_male,Size_2,age_56_65,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,112618.682023715,35.78873444321192,74.08611500165146,50.46132596685083,57.84168715376406
4,6,sex_male,Size_2,age_46_55,Education_College,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,224743.45576891192,66.02134879280301,157.98322005100601,50.46132596685083,82.70000232454441
5,7,sex_female,Size_1,age_56_65,Education_Post_Secondary,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,188175.04121452163,52.79202346743465,136.39671886045255,50.46132596685083,28.59003478800077
6,8,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,101402.73549486118,35.52256267261375,77.49937418779562,50.46132596685083,95.08532492335996
7,9,sex_male,Size_2,age_36_45,Education_High_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,143820.0898897976,45.17620724643275,106.42310264795435,50.46132596685083,93.03633391267371
8,10,sex_male,Size_3,age_46_55,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,127387.62467639578,41.453659119299914,94.8214833377571,50.46132596685083,60.1456359593405
9,11,sex_female,Size_2,age_66_75,Education_High_School,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,123313.90494190414,69.1656169612139,82.91233392461581,50.46132596685083,68.85483505600013
10,12,sex_female,Size_3,age_36_45,Education_Post_Secondary,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,147840.5749085393,75.42013144813282,96.92066008442457,50.46132596685083,75.33964214682402
11,14,sex_male,Size_2,age_36_45,Education_Elementary_School,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,Urbanity_Urban,102456.47790716322,37.1107722197191,76.12855860181583,50.46132596685083,105.08808238003868
12,15,sex_male,Size_3,age_56_65,Education_Elementary_School,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,125770.31387271876,42.276088079492744,95.01514020681762,50.46132596685083,42.54771796032686
