i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,c_i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,c_w_Education,i_Intercept,Income__0,e_Intercept,Electricity__0,w_Intercept,Water__0
0,830.801672249,0,7108.00197033,2,1667.05360338,62.6032566311,119.270293375,2,12191.481665,1,-27.303949627,1,17.4344991282,0,30.8667458593,1,59.1165592551,1,203.551316909,1,23.3536342803,0.00147741208573,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.817953831,3,233.238027629,1147.66399223,317301.213387,3.2999838733,141.753683865,-601.591950028,231.795911425
0,830.801672249,1,7108.00197033,4,1667.05360338,62.6032566311,119.270293375,2,12191.481665,1,-27.303949627,1,17.4344991282,0,30.8667458593,1,59.1165592551,0,203.551316909,1,23.3536342803,0.00147741208573,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.817953831,1,233.238027629,1147.66399223,454554.700383,3.2999838733,141.607550142,-601.591950028,345.209912553
0,1016.60891412,0,7175.54501399,4,1663.88516244,49.7353289539,116.672195376,2,11724.9403076,1,6.09726327836,1,21.226902428,0,32.1706893822,1,61.6565227297,1,201.302074541,1,25.3413770887,0.00139702584331,100.262585511,1023.81093711,0.0541932148707,43.6646756636,6.21769817694,3,290.754285858,1147.66399223,332954.852207,3.2999838733,148.542440316,-601.591950028,245.534604472
1,765.758847473,1,7135.44727647,3,1615.62288263,46.5157408775,109.14831488,2,11877.1768865,0,-0.558654366944,1,15.2903827171,0,28.2237220314,1,55.1961119279,0,209.235469374,1,24.2902134797,0.00145701013085,103.442411833,962.23723865,0.0517576060757,55.0609392978,7.18386535187,1,228.550373496,1147.66399223,405499.901613,3.2999838733,130.511221439,-601.591950028,297.281423899
0,746.186424125,1,7168.94727958,3,1648.50587345,48.6406697936,121.799523642,2,12083.2735018,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.7806671673,1,202.364705989,1,25.420225674,0.00148971673432,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,3,209.710001336,1147.66399223,411017.618406,3.2999838733,172.368031607,-601.591950028,303.827999316
0,1113.3062018,0,7052.66794281,2,1682.36916016,54.5257221711,110.764238209,2,11810.920936,1,13.9622127615,1,16.1468195658,0,29.2363564403,1,57.5284040886,0,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,1,316.649603981,1147.66399223,293942.098166,3.2999838733,97.880036246,-601.591950028,215.701936527
1,1113.3062018,1,7052.66794281,2,1682.36916016,54.5257221711,110.764238209,2,11810.920936,1,13.9622127615,1,16.1468195658,0,29.2363564403,1,57.5284040886,1,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,2,316.649603981,1147.66399223,401277.542285,3.2999838733,164.558870493,-601.591950028,306.851381123
0,1045.79190831,1,7110.32617879,1,1674.66861874,59.8770649271,109.1516283,2,11933.4970229,1,32.2807282281,1,16.400350296,0,29.296619242,1,59.8629490639,0,203.044567557,1,25.2503416487,0.00138696209654,103.061937507,1016.46791805,0.0532891928276,66.3946022307,6.2400904405,0,292.097087409,1147.66399223,373320.25719,3.2999838733,124.066356891,-601.591950028,283.01716114
1,683.196121315,1,7265.13365104,1,1650.75161383,36.9382154393,123.812207952,2,12039.0755706,1,-6.24412487339,1,17.4282560137,0,27.140970875,1,60.4455982603,1,203.851166003,1,23.5102791117,0.00149292666991,87.3194450373,990.161620759,0.0532364375673,38.3258211681,5.81122349639,1,271.412338051,1147.66399223,359615.925204,3.2999838733,158.981287115,-601.591950028,270.856033439
0,1149.98952484,1,6853.4330068,3,1707.92037051,57.5609760931,117.742293157,2,11307.8891715,1,-20.4892821788,1,19.3157491377,0,29.7686987119,1,59.7875533678,0,205.057233722,1,25.1384392367,0.00135363630496,115.842717772,1034.23234328,0.0524710479508,48.9185702472,5.2826694091,3,325.105472333,1147.66399223,410232.852647,3.2999838733,121.695031158,-601.591950028,305.91523057
0,679.212842233,1,7287.15819844,3,1624.12163463,43.4696201406,116.499485813,2,12639.2035794,1,19.7296516976,1,17.6876233065,0,27.4391004294,1,58.0592885439,1,202.813122729,1,24.0602999784,0.00149507713263,91.2570952289,952.447499065,0.0540221177324,48.5597879121,7.25117068486,4,186.228278646,1147.66399223,407610.190506,3.2999838733,177.147163589,-601.591950028,307.84064684
