e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec__0,c_h_BuildingSqm,c_h_BuildingHeat,heat__0,c_c_BuildingSqm,c_c_BuildingCool,cool__0
3,3,3,3,3,3,12000.0,92.7291666667,3990486.428305042,12000.0,55.2916666667,5971500.0000036005,12000.0,31.9800833333,3453848.9999964
3,3,3,3,3,3,12000.0,92.7291666667,3990486.428305042,12000.0,55.2916666667,5971500.0000036005,12000.0,31.9800833333,3453848.9999964
3,1,3,3,3,3,12000.0,92.7291666667,1330162.1427683474,12000.0,55.2916666667,5971500.0000036005,12000.0,31.9800833333,3453848.9999964
3,1,3,3,0,3,12000.0,92.7291666667,1330162.1427683474,12000.0,55.2916666667,5971500.0000036005,3600.0,42.9002267754,4633224.4917431995
1,1,3,3,0,3,525.0,298.847619048,62516.52494265884,12000.0,55.2916666667,87084.3750000525,3600.0,42.9002267754,67567.857171255
1,1,3,3,0,3,525.0,298.847619048,62516.52494265884,12000.0,55.2916666667,87084.3750000525,3600.0,42.9002267754,67567.857171255
1,0,3,3,0,3,525.0,298.847619048,0.0,12000.0,55.2916666667,87084.3750000525,3600.0,42.9002267754,67567.857171255
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,87084.3750000525,12000.0,31.9800833333,50368.6312499475
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,87084.3750000525,12000.0,31.9800833333,50368.6312499475
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,87084.3750000525,12000.0,31.9800833333,50368.6312499475
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,50368.6312499475
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,50368.6312499475
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,50368.6312499475
4,0,3,0,3,3,4650.0,41.3301075269,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,1784488.64999814
0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,7,1,0,3,3,3600.0,85.4536528106,0.0,525.0,820.44,0.0,12000.0,31.9800833333,0.0
0,0,4,2,3,3,3600.0,85.4536528106,0.0,4650.0,101.099569892,0.0,12000.0,31.9800833333,0.0
0,0,0,7,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,0,0,0,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,0,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
3,0,0,3,1,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,1,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,1,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,1,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,1,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,1,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,525.0,125.188571429,13520365.714332
3,3,0,3,0,3,12000.0,92.7291666667,3990486.428305042,3600.0,114.646120414,12381781.004711999,3600.0,42.9002267754,4633224.4917431995
0,3,0,3,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0
3,0,0,3,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004711999,3600.0,42.9002267754,4633224.4917431995
3,0,0,3,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004711999,3600.0,42.9002267754,4633224.4917431995
3,0,0,3,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,12381781.004711999,12000.0,31.9800833333,3453848.9999964
3,0,3,3,3,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,5971500.0000036005,12000.0,31.9800833333,3453848.9999964
3,0,1,1,3,3,12000.0,92.7291666667,0.0,525.0,820.44,29535840.0,12000.0,31.9800833333,3453848.9999964
3,0,1,1,3,3,12000.0,92.7291666667,0.0,525.0,820.44,29535840.0,12000.0,31.9800833333,3453848.9999964
3,5,1,0,0,3,12000.0,92.7291666667,6650810.713841735,525.0,820.44,0.0,3600.0,42.9002267754,4633224.4917431995
0,8,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
