,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.14
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.14
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.14
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.14
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.14
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.14
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.14
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.14
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.14
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.14
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.14
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.14
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.14
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.14
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.14
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.14
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.14
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.14
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.14
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.14
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.14
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.14
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.14
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.14
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.14
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.14
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.14
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.14
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.14
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.14
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.14
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.14
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.14
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.14
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.14
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.14
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.14
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.14
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.14
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.14
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.14
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.14
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.14
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.14
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.14
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.14
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.14
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.14
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.14
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.14
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.14
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.14
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.14
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.14
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.14
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.14
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.14
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.14
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.14
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.14
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.14
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.14
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.14
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.14
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.14
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.14
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.14
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.14
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.14
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.14
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.14
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.14
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.14
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.14
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.14
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.14
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.14
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.14
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.14
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.14
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.14
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.14
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.14
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.14
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.14
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.14
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.14
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.14
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.14
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.14
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.14
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.14
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.14
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.14
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.14
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.14
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.14
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.14
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.14
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.14
100,100,0,4,719.5871280224214,262.0,77620.75573468984,0.14
101,101,4,4,837.2166583606537,293.0,104135.99305079236,0.14
102,102,4,4,837.2166583606537,293.0,104135.99305079236,0.14
103,103,8,4,406.72633871362433,243.0,29710.895069066504,0.14
104,104,8,4,406.72633871362433,243.0,29710.895069066504,0.14
105,105,6,4,637.2298598861562,296.0,65341.759927087274,0.14
106,106,8,4,406.72633871362433,243.0,29710.895069066504,0.14
107,107,1,4,312.5947515174914,631.0,65632.75811061822,0.14
108,108,4,4,837.2166583606537,293.0,104135.99305079236,0.14
109,109,4,4,837.2166583606537,293.0,104135.99305079236,0.14
110,110,4,4,837.2166583606537,293.0,104135.99305079236,0.14
111,111,8,4,406.72633871362433,243.0,29710.895069066504,0.14
112,112,6,1,637.2298598861562,296.0,65341.759927087274,0.14
113,113,6,1,637.2298598861562,296.0,65341.759927087274,0.14
114,114,6,6,637.2298598861562,296.0,65341.759927087274,0.14
115,115,4,1,837.2166583606537,293.0,104135.99305079236,0.14
116,116,5,4,497.4279044195864,233.0,39935.241259193266,0.14
117,117,1,8,312.5947515174914,631.0,65632.75811061822,0.14
118,118,8,4,406.72633871362433,243.0,29710.895069066504,0.14
119,119,1,4,312.5947515174914,631.0,65632.75811061822,0.14
120,120,1,4,312.5947515174914,631.0,65632.75811061822,0.14
121,121,8,4,406.72633871362433,243.0,29710.895069066504,0.14
122,122,4,4,837.2166583606537,293.0,104135.99305079236,0.14
123,123,7,8,296.28054076293597,137.0,14102.799255324951,0.14
124,124,8,4,406.72633871362433,243.0,29710.895069066504,0.14
125,125,8,4,406.72633871362433,243.0,29710.895069066504,0.14
126,126,8,1,406.72633871362433,243.0,29710.895069066504,0.14
127,127,8,4,406.72633871362433,243.0,29710.895069066504,0.14
128,128,4,4,837.2166583606537,293.0,104135.99305079236,0.14
129,129,4,4,837.2166583606537,293.0,104135.99305079236,0.14
130,130,4,4,837.2166583606537,293.0,104135.99305079236,0.14
131,131,4,4,837.2166583606537,293.0,104135.99305079236,0.14
132,132,4,4,837.2166583606537,293.0,104135.99305079236,0.14
133,133,3,6,703.625461563575,316.0,78745.14961067829,0.14
134,134,8,8,406.72633871362433,243.0,29710.895069066504,0.14
135,135,8,8,406.72633871362433,243.0,29710.895069066504,0.14
136,136,1,4,312.5947515174914,631.0,65632.75811061822,0.14
137,137,1,4,312.5947515174914,631.0,65632.75811061822,0.14
138,138,8,6,406.72633871362433,243.0,29710.895069066504,0.14
139,139,8,4,406.72633871362433,243.0,29710.895069066504,0.14
140,140,7,7,296.28054076293597,137.0,14102.799255324951,0.14
141,141,8,8,406.72633871362433,243.0,29710.895069066504,0.14
142,142,0,8,719.5871280224214,262.0,77620.75573468984,0.14
143,143,3,8,703.625461563575,316.0,78745.14961067829,0.14
144,144,5,4,497.4279044195864,233.0,39935.241259193266,0.14
145,145,8,6,406.72633871362433,243.0,29710.895069066504,0.14
146,146,8,6,406.72633871362433,243.0,29710.895069066504,0.14
147,147,8,4,406.72633871362433,243.0,29710.895069066504,0.14
148,148,8,4,406.72633871362433,243.0,29710.895069066504,0.14
149,149,4,3,837.2166583606537,293.0,104135.99305079236,0.14
150,150,6,4,637.2298598861562,296.0,65341.759927087274,0.14
151,151,4,4,837.2166583606537,293.0,104135.99305079236,0.14
152,152,8,4,406.72633871362433,243.0,29710.895069066504,0.14
153,153,4,1,837.2166583606537,293.0,104135.99305079236,0.14
154,154,4,8,837.2166583606537,293.0,104135.99305079236,0.14
155,155,8,6,406.72633871362433,243.0,29710.895069066504,0.14
156,156,6,6,637.2298598861562,296.0,65341.759927087274,0.14
157,157,3,6,703.625461563575,316.0,78745.14961067829,0.14
158,158,4,5,837.2166583606537,293.0,104135.99305079236,0.14
159,159,4,3,837.2166583606537,293.0,104135.99305079236,0.14
160,160,4,6,837.2166583606537,293.0,104135.99305079236,0.14
161,161,4,6,837.2166583606537,293.0,104135.99305079236,0.14
162,162,4,6,837.2166583606537,293.0,104135.99305079236,0.14
163,163,8,1,406.72633871362433,243.0,29710.895069066504,0.14
164,164,8,5,406.72633871362433,243.0,29710.895069066504,0.14
165,165,4,4,837.2166583606537,293.0,104135.99305079236,0.14
166,166,4,4,837.2166583606537,293.0,104135.99305079236,0.14
167,167,4,8,837.2166583606537,293.0,104135.99305079236,0.14
168,168,0,4,719.5871280224214,262.0,77620.75573468984,0.14
169,169,0,4,719.5871280224214,262.0,77620.75573468984,0.14
170,170,8,1,406.72633871362433,243.0,29710.895069066504,0.14
171,171,3,6,703.625461563575,316.0,78745.14961067829,0.14
172,172,1,1,312.5947515174914,631.0,65632.75811061822,0.14
173,173,2,8,1165.9945839264515,592.0,226331.56621080512,0.14
174,174,8,5,406.72633871362433,243.0,29710.895069066504,0.14
175,175,8,0,406.72633871362433,243.0,29710.895069066504,0.14
176,176,2,0,1165.9945839264515,592.0,226331.56621080512,0.14
177,177,8,4,406.72633871362433,243.0,29710.895069066504,0.14
178,178,1,4,312.5947515174914,631.0,65632.75811061822,0.14
179,179,3,4,703.625461563575,316.0,78745.14961067829,0.14
180,180,8,4,406.72633871362433,243.0,29710.895069066504,0.14
181,181,8,8,406.72633871362433,243.0,29710.895069066504,0.14
182,182,4,8,837.2166583606537,293.0,104135.99305079236,0.14
183,183,4,8,837.2166583606537,293.0,104135.99305079236,0.14
184,184,4,5,837.2166583606537,293.0,104135.99305079236,0.14
185,185,4,6,837.2166583606537,293.0,104135.99305079236,0.14
186,186,6,8,637.2298598861562,296.0,65341.759927087274,0.14
187,187,6,8,637.2298598861562,296.0,65341.759927087274,0.14
188,188,8,7,406.72633871362433,243.0,29710.895069066504,0.14
189,189,8,5,406.72633871362433,243.0,29710.895069066504,0.14
190,190,4,4,837.2166583606537,293.0,104135.99305079236,0.14
191,191,4,3,837.2166583606537,293.0,104135.99305079236,0.14
192,192,2,6,1165.9945839264515,592.0,226331.56621080512,0.14
193,193,7,6,296.28054076293597,137.0,14102.799255324951,0.14
194,194,5,6,497.4279044195864,233.0,39935.241259193266,0.14
195,195,6,1,637.2298598861562,296.0,65341.759927087274,0.14
196,196,7,8,296.28054076293597,137.0,14102.799255324951,0.14
197,197,4,8,837.2166583606537,293.0,104135.99305079236,0.14
198,198,4,6,837.2166583606537,293.0,104135.99305079236,0.14
199,199,4,6,837.2166583606537,293.0,104135.99305079236,0.14
200,200,4,8,837.2166583606537,293.0,104135.99305079236,0.14
201,201,3,1,703.625461563575,316.0,78745.14961067829,0.14
202,202,4,1,837.2166583606537,293.0,104135.99305079236,0.14
203,203,4,7,837.2166583606537,293.0,104135.99305079236,0.14
204,204,4,4,837.2166583606537,293.0,104135.99305079236,0.14
205,205,4,4,837.2166583606537,293.0,104135.99305079236,0.14
206,206,0,5,719.5871280224214,262.0,77620.75573468984,0.14
207,207,8,7,406.72633871362433,243.0,29710.895069066504,0.14
208,208,4,1,837.2166583606537,293.0,104135.99305079236,0.14
209,209,8,1,406.72633871362433,243.0,29710.895069066504,0.14
210,210,8,6,406.72633871362433,243.0,29710.895069066504,0.14
211,211,6,8,637.2298598861562,296.0,65341.759927087274,0.14
212,212,4,6,837.2166583606537,293.0,104135.99305079236,0.14
213,213,6,4,637.2298598861562,296.0,65341.759927087274,0.14
214,214,4,4,837.2166583606537,293.0,104135.99305079236,0.14
215,215,4,5,837.2166583606537,293.0,104135.99305079236,0.14
216,216,4,8,837.2166583606537,293.0,104135.99305079236,0.14
217,217,4,4,837.2166583606537,293.0,104135.99305079236,0.14
218,218,4,4,837.2166583606537,293.0,104135.99305079236,0.14
219,219,8,4,406.72633871362433,243.0,29710.895069066504,0.14
220,220,8,4,406.72633871362433,243.0,29710.895069066504,0.14
221,221,3,8,703.625461563575,316.0,78745.14961067829,0.14
222,222,7,1,296.28054076293597,137.0,14102.799255324951,0.14
223,223,8,5,406.72633871362433,243.0,29710.895069066504,0.14
224,224,8,3,406.72633871362433,243.0,29710.895069066504,0.14
225,225,6,3,637.2298598861562,296.0,65341.759927087274,0.14
226,226,6,5,637.2298598861562,296.0,65341.759927087274,0.14
227,227,0,5,719.5871280224214,262.0,77620.75573468984,0.14
228,228,8,1,406.72633871362433,243.0,29710.895069066504,0.14
229,229,8,8,406.72633871362433,243.0,29710.895069066504,0.14
230,230,8,6,406.72633871362433,243.0,29710.895069066504,0.14
231,231,4,3,837.2166583606537,293.0,104135.99305079236,0.14
232,232,4,8,837.2166583606537,293.0,104135.99305079236,0.14
233,233,0,6,719.5871280224214,262.0,77620.75573468984,0.14
234,234,6,8,637.2298598861562,296.0,65341.759927087274,0.14
235,235,8,8,406.72633871362433,243.0,29710.895069066504,0.14
236,236,1,3,312.5947515174914,631.0,65632.75811061822,0.14
237,237,1,5,312.5947515174914,631.0,65632.75811061822,0.14
238,238,4,0,837.2166583606537,293.0,104135.99305079236,0.14
239,239,4,8,837.2166583606537,293.0,104135.99305079236,0.14
240,240,4,8,837.2166583606537,293.0,104135.99305079236,0.14
241,241,4,0,837.2166583606537,293.0,104135.99305079236,0.14
242,242,1,3,312.5947515174914,631.0,65632.75811061822,0.14
243,243,7,3,296.28054076293597,137.0,14102.799255324951,0.14
244,244,3,8,703.625461563575,316.0,78745.14961067829,0.14
245,245,0,8,719.5871280224214,262.0,77620.75573468984,0.14
246,246,1,8,312.5947515174914,631.0,65632.75811061822,0.14
247,247,1,4,312.5947515174914,631.0,65632.75811061822,0.14
248,248,5,4,497.4279044195864,233.0,39935.241259193266,0.14
249,249,4,8,837.2166583606537,293.0,104135.99305079236,0.14
250,250,8,1,406.72633871362433,243.0,29710.895069066504,0.14
251,251,4,0,837.2166583606537,293.0,104135.99305079236,0.14
252,252,4,8,837.2166583606537,293.0,104135.99305079236,0.14
253,253,4,0,837.2166583606537,293.0,104135.99305079236,0.14
254,254,4,0,837.2166583606537,293.0,104135.99305079236,0.14
255,255,4,8,837.2166583606537,293.0,104135.99305079236,0.14
256,256,4,3,837.2166583606537,293.0,104135.99305079236,0.14
257,257,4,8,837.2166583606537,293.0,104135.99305079236,0.14
258,258,4,3,837.2166583606537,293.0,104135.99305079236,0.14
259,259,4,4,837.2166583606537,293.0,104135.99305079236,0.14
260,260,7,8,296.28054076293597,137.0,14102.799255324951,0.14
261,261,6,8,637.2298598861562,296.0,65341.759927087274,0.14
262,262,6,8,637.2298598861562,296.0,65341.759927087274,0.14
263,263,4,4,837.2166583606537,293.0,104135.99305079236,0.14
264,264,4,4,837.2166583606537,293.0,104135.99305079236,0.14
265,265,1,4,312.5947515174914,631.0,65632.75811061822,0.14
266,266,4,6,837.2166583606537,293.0,104135.99305079236,0.14
267,267,6,6,637.2298598861562,296.0,65341.759927087274,0.14
268,268,4,8,837.2166583606537,293.0,104135.99305079236,0.14
269,269,6,8,637.2298598861562,296.0,65341.759927087274,0.14
270,270,6,8,637.2298598861562,296.0,65341.759927087274,0.14
271,271,0,8,719.5871280224214,262.0,77620.75573468984,0.14
272,272,6,8,637.2298598861562,296.0,65341.759927087274,0.14
273,273,0,8,719.5871280224214,262.0,77620.75573468984,0.14
274,274,0,6,719.5871280224214,262.0,77620.75573468984,0.14
275,275,4,0,837.2166583606537,293.0,104135.99305079236,0.14
276,276,4,1,837.2166583606537,293.0,104135.99305079236,0.14
277,277,8,4,406.72633871362433,243.0,29710.895069066504,0.14
278,278,3,4,703.625461563575,316.0,78745.14961067829,0.14
279,279,8,4,406.72633871362433,243.0,29710.895069066504,0.14
280,280,8,4,406.72633871362433,243.0,29710.895069066504,0.14
281,281,5,4,497.4279044195864,233.0,39935.241259193266,0.14
282,282,3,4,703.625461563575,316.0,78745.14961067829,0.14
283,283,1,3,312.5947515174914,631.0,65632.75811061822,0.14
284,284,4,6,837.2166583606537,293.0,104135.99305079236,0.14
285,285,1,3,312.5947515174914,631.0,65632.75811061822,0.14
286,286,4,4,837.2166583606537,293.0,104135.99305079236,0.14
287,287,6,4,637.2298598861562,296.0,65341.759927087274,0.14
288,288,8,4,406.72633871362433,243.0,29710.895069066504,0.14
289,289,8,4,406.72633871362433,243.0,29710.895069066504,0.14
290,290,1,4,312.5947515174914,631.0,65632.75811061822,0.14
291,291,0,4,719.5871280224214,262.0,77620.75573468984,0.14
292,292,4,4,837.2166583606537,293.0,104135.99305079236,0.14
293,293,4,1,837.2166583606537,293.0,104135.99305079236,0.14
294,294,4,1,837.2166583606537,293.0,104135.99305079236,0.14
295,295,4,6,837.2166583606537,293.0,104135.99305079236,0.14
296,296,4,4,837.2166583606537,293.0,104135.99305079236,0.14
297,297,4,4,837.2166583606537,293.0,104135.99305079236,0.14
298,298,8,4,406.72633871362433,243.0,29710.895069066504,0.14
299,299,4,8,837.2166583606537,293.0,104135.99305079236,0.14
300,300,8,5,406.72633871362433,243.0,29710.895069066504,0.14
301,301,0,0,719.5871280224214,262.0,77620.75573468984,0.14
302,302,3,1,703.625461563575,316.0,78745.14961067829,0.14
303,303,4,5,837.2166583606537,293.0,104135.99305079236,0.14
304,304,8,3,406.72633871362433,243.0,29710.895069066504,0.14
305,305,4,3,837.2166583606537,293.0,104135.99305079236,0.14
306,306,4,8,837.2166583606537,293.0,104135.99305079236,0.14
307,307,4,6,837.2166583606537,293.0,104135.99305079236,0.14
308,308,4,6,837.2166583606537,293.0,104135.99305079236,0.14
309,309,4,4,837.2166583606537,293.0,104135.99305079236,0.14
310,310,4,4,837.2166583606537,293.0,104135.99305079236,0.14
311,311,4,4,837.2166583606537,293.0,104135.99305079236,0.14
312,312,4,4,837.2166583606537,293.0,104135.99305079236,0.14
313,313,4,8,837.2166583606537,293.0,104135.99305079236,0.14
314,314,4,3,837.2166583606537,293.0,104135.99305079236,0.14
315,315,4,6,837.2166583606537,293.0,104135.99305079236,0.14
316,316,6,3,637.2298598861562,296.0,65341.759927087274,0.14
317,317,6,8,637.2298598861562,296.0,65341.759927087274,0.14
318,318,8,8,406.72633871362433,243.0,29710.895069066504,0.14
319,319,8,6,406.72633871362433,243.0,29710.895069066504,0.14
320,320,8,0,406.72633871362433,243.0,29710.895069066504,0.14
321,321,8,4,406.72633871362433,243.0,29710.895069066504,0.14
322,322,8,4,406.72633871362433,243.0,29710.895069066504,0.14
323,323,8,4,406.72633871362433,243.0,29710.895069066504,0.14
324,324,4,5,837.2166583606537,293.0,104135.99305079236,0.14
325,325,4,7,837.2166583606537,293.0,104135.99305079236,0.14
326,326,3,8,703.625461563575,316.0,78745.14961067829,0.14
