,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.128
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.128
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.128
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.128
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.128
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.128
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.128
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.128
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.128
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.128
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.128
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.128
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.128
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.128
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.128
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.128
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.128
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.128
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.128
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.128
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.128
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.128
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.128
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.128
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.128
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.128
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.128
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.128
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.128
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.128
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.128
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.128
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.128
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.128
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.128
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.128
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.128
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.128
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.128
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.128
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.128
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.128
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.128
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.128
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.128
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.128
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.128
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.128
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.128
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.128
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.128
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.128
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.128
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.128
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.128
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.128
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.128
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.128
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.128
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.128
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.128
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.128
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.128
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.128
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.128
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.128
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.128
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.128
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.128
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.128
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.128
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.128
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.128
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.128
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.128
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.128
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.128
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.128
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.128
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.128
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.128
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.128
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.128
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.128
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.128
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.128
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.128
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.128
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.128
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.128
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.128
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.128
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.128
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.128
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.128
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.128
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.128
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.128
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.128
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.128
100,100,0,4,719.5871280224214,262.0,77620.75573468984,0.128
101,101,4,4,837.2166583606537,293.0,104135.99305079236,0.128
102,102,4,4,837.2166583606537,293.0,104135.99305079236,0.128
103,103,8,4,406.72633871362433,243.0,29710.895069066504,0.128
104,104,8,4,406.72633871362433,243.0,29710.895069066504,0.128
105,105,6,4,637.2298598861562,296.0,65341.759927087274,0.128
106,106,8,4,406.72633871362433,243.0,29710.895069066504,0.128
107,107,1,4,312.5947515174914,631.0,65632.75811061822,0.128
108,108,4,4,837.2166583606537,293.0,104135.99305079236,0.128
109,109,4,4,837.2166583606537,293.0,104135.99305079236,0.128
110,110,4,4,837.2166583606537,293.0,104135.99305079236,0.128
111,111,8,4,406.72633871362433,243.0,29710.895069066504,0.128
112,112,6,1,637.2298598861562,296.0,65341.759927087274,0.128
