,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.12
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.12
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.12
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.12
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.12
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.12
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.12
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.12
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.12
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.12
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.12
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.12
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.12
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.12
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.12
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.12
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.12
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.12
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.12
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.12
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.12
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.12
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.12
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.12
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.12
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.12
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.12
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.12
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.12
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.12
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.12
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.12
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.12
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.12
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.12
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.12
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.12
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.12
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.12
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.12
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.12
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.12
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.12
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.12
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.12
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.12
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.12
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.12
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.12
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.12
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.12
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.12
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.12
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.12
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.12
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.12
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.12
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.12
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.12
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.12
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.12
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.12
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.12
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.12
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.12
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.12
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.12
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.12
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.12
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.12
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.12
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.12
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.12
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.12
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.12
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.12
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.12
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.12
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.12
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.12
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.12
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.12
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.12
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.12
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.12
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.12
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.12
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.12
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.12
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.12
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.12
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.12
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.12
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.12
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.12
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.12
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.12
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.12
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.12
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.12
100,100,0,4,719.5871280224214,262.0,77620.75573468984,0.12
101,101,4,4,837.2166583606537,293.0,104135.99305079236,0.12
102,102,4,4,837.2166583606537,293.0,104135.99305079236,0.12
103,103,8,4,406.72633871362433,243.0,29710.895069066504,0.12
104,104,8,4,406.72633871362433,243.0,29710.895069066504,0.12
105,105,6,4,637.2298598861562,296.0,65341.759927087274,0.12
106,106,8,4,406.72633871362433,243.0,29710.895069066504,0.12
107,107,1,4,312.5947515174914,631.0,65632.75811061822,0.12
108,108,4,4,837.2166583606537,293.0,104135.99305079236,0.12
109,109,4,4,837.2166583606537,293.0,104135.99305079236,0.12
110,110,4,4,837.2166583606537,293.0,104135.99305079236,0.12
111,111,8,4,406.72633871362433,243.0,29710.895069066504,0.12
112,112,6,1,637.2298598861562,296.0,65341.759927087274,0.12
113,113,6,1,637.2298598861562,296.0,65341.759927087274,0.12
114,114,6,6,637.2298598861562,296.0,65341.759927087274,0.12
115,115,4,1,837.2166583606537,293.0,104135.99305079236,0.12
116,116,5,4,497.4279044195864,233.0,39935.241259193266,0.12
