,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,1,945.549019817547,1,6861.1417407024155,7,1631.9312597383703,60.7016947598558,119.17847180601449,1,1,-15.600903066357395,1,17.90591204171076,1,30.03730002456909,1,60.20692792931725,1,204.6245902927531,1,24.512811384591064,0.0014337531646667716,109.3506063748327,954.7451949930318,0.05398096016648935,55.43267200796363,6.024388975021613,2,1147.6639922287982,6023.86254599,162600.0068896918,3.2999838733037463,108.22931971029608,-601.5919500275481,214.4011453125436,127.33087894664078,46.72198731501057
1,1,0,849.3451823697867,1,7129.610718425141,6,1662.7413866644335,37.198101301463964,116.43400524684596,2,1,8.953440099493136,1,14.997931209534455,1,31.793525619491877,1,59.240002039585505,1,205.4037369900886,1,26.000202047194577,0.001427547862083857,91.1084040548896,1061.8303355615083,0.05306876351087051,52.29421333816883,7.796574331783781,1,1147.6639922287982,11959.091528,224800.12379079056,3.2999838733037463,130.042707089369,-601.5919500275481,260.32727427717964,168.5766389927265,46.72198731501057
2,2,0,807.8209022398364,1,7229.534843852305,6,1683.7071667786429,39.96301712233572,112.68337266333548,2,1,33.27415522264002,1,22.730597678987483,1,29.575697775820593,1,59.28273718257393,1,204.0203882521419,1,22.294552093608186,0.0013924863750800376,117.2609040853167,974.94286819614,0.05151612663611513,37.23895595702512,6.410541786795738,3,1147.6639922287982,11959.091528,226722.94569389624,3.2999838733037463,133.8406125994883,-601.5919500275481,260.32727427717964,162.82589324373242,46.72198731501057
3,3,0,986.5053109358732,1,7163.683353208344,8,1698.4393389635156,49.59951467179415,116.1545623104398,2,1,12.34212361119256,1,22.229450032014288,1,28.80794586942244,1,59.34226914184784,1,202.68089975245616,1,25.118267289337954,0.0014139721394491082,143.22997635930494,1021.5596877960768,0.05112222258925156,46.5329373928615,6.6794963672563075,3,1147.6639922287982,11959.091528,249334.250125716,3.2999838733037463,136.97937258505104,-601.5919500275481,260.32727427717964,179.5056913793782,46.72198731501057
4,4,0,1038.9155342889924,1,7022.855401821762,6,1659.0160043305646,56.312841160849544,114.2041717699306,2,1,-55.7213962107836,1,20.409763759222766,1,27.72389527299109,1,60.37516753951421,1,200.71682725197286,1,24.559787329710193,0.0014699871506514025,135.88613178296725,1032.7635928605332,0.05356855247957881,44.12760528693529,5.971292795559175,1,1147.6639922287982,11959.091528,234327.78843211647,3.2999838733037463,121.35921028221478,-601.5919500275481,260.32727427717964,175.94751342975,46.72198731501057
5,5,1,835.7665483062102,1,7040.2748405043385,6,1648.105410354275,54.106635350823076,112.26147315381613,2,1,-18.780175363011306,1,17.53676449961033,1,28.75351292816121,1,61.158240787023495,1,203.47622807491862,1,24.456831423161397,0.0014463760276227677,146.68331630883097,1021.238020927142,0.053229251515528105,51.3634615857445,5.415065323663949,0,1147.6639922287982,11959.091528,236409.5998703587,3.2999838733037463,128.3433535861706,-601.5919500275481,260.32727427717964,178.02574804117333,46.72198731501057
6,6,0,839.2760954793341,1,7031.9669010826465,8,1696.4838986126342,41.42678571693476,123.6129229813554,1,1,18.60385303620685,1,19.48320820824268,1,30.81810168041385,1,58.63753968035533,1,202.003420021874,1,24.85971426501709,0.0014658450892268446,28.93536908245985,1021.9351028018344,0.05257331672044262,54.813685196070224,8.586988963951638,0,1147.6639922287982,6023.86254599,159023.64272415303,3.2999838733037463,114.56950552439342,-601.5919500275481,214.4011453125436,122.11008503357624,46.72198731501057
7,7,0,1003.6135127838492,1,6979.521767433282,7,1683.6443181148957,31.719357040408735,120.5313966661672,2,1,8.339685072040263,1,19.040300060487183,1,29.864736160526096,1,60.34064740980647,1,203.9495098427704,1,25.527670417965783,0.0014463507825947422,74.40237572451717,994.8952015961107,0.05319095115330202,45.91314823481868,7.30866263834476,3,1147.6639922287982,11959.091528,230364.3012381361,3.2999838733037463,132.5536460418446,-601.5919500275481,260.32727427717964,171.14537314647004,46.72198731501057
8,8,1,893.6303202357809,1,7042.801184387725,7,1724.819413429699,52.286876609743175,113.3489446936011,2,1,-1.2845553213080223,1,18.675042763118874,1,29.35734929095041,1,58.41124121184391,1,208.44728987428104,1,24.83746154003576,0.0014885303442214366,81.82472332613051,981.6983466776989,0.05331574646090613,50.24636981251561,5.206489877402364,2,1147.6639922287982,11959.091528,246551.8492200569,3.2999838733037463,137.4391748480187,-601.5919500275481,260.32727427717964,184.00784024185398,46.72198731501057
9,9,0,882.5893842649663,1,7286.28668615591,9,1698.907472335577,39.99765371046334,119.90761109356728,0,1,32.51521362362272,1,19.83612823166337,1,33.403374277196576,1,59.502619290351454,1,202.98060658151454,1,25.457095605795846,0.001452143492004332,74.79008752278095,1000.4345393669572,0.052546950388795165,49.828588637734505,5.557846944993284,4,1147.6639922287982,1.0,137869.10732552106,3.2999838733037463,111.93043705277626,-601.5919500275481,1.0,103.70905308537651,46.72198731501057
