,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,247556.42270300002,124.564605517,178.50170972700002,41.12998976458547,18.043610537737734
1,1,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,266540.657004,139.318287311,182.904076675,41.12998976458547,73.8402139230341
2,2,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,196748.101739,112.789845878,146.604907091,41.12998976458547,0.0
3,3,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,187979.344878,112.256249197,140.46277402299998,41.12998976458547,33.16916545544879
4,4,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,246489.23193,125.23886656399999,184.20722197799998,41.12998976458547,0.0
5,5,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,136359.992035,97.9167626185,92.0391277525,41.12998976458547,24.529313360638962
6,6,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,78335.5394986,79.9568587903,51.0340294184,41.12998976458547,65.11326125028255
7,7,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,111768.11391500001,93.620409261,84.1383039687,41.12998976458547,7.026976432056829
8,8,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,137514.385136,99.5649587663,101.59081679399999,41.12998976458547,20.48815885436808
9,9,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,139651.416841,108.90541360600001,102.65074520200001,41.12998976458547,82.17742932806853
