,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,163.37798123410872,374342.6957478397,262.4365061256144,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Urban,0.0,81.0,1,16.519086371538513
1,53.07008018797594,110338.308488332,86.24477629491541,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,1.0,31.0,1,34.927119948741954
2,74.71647413704011,247046.7373323941,185.7844541817527,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_76_85,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,2.0,81.0,1,0.5541955383533785
4,158.64568810362925,363928.9896005013,255.41630613058032,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,4.0,81.0,1,51.02729430770022
5,36.970132138078384,95364.22238391383,74.13261489375539,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,5.0,31.0,1,55.35003277720345
6,106.10695296966715,348892.2314168372,246.208174487892,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_0_18,Education_College,Size_3,sex_female,Urbanity_Urban,6.0,81.0,1,0.0007640080129309783
7,75.19927441464839,212086.0126682249,160.1275851819685,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,7.0,81.0,1,41.967987279063166
8,51.180009183627384,168886.27798357367,114.47281101085224,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,8.0,21.0,1,67.60242287075239
9,119.5840869358353,361742.22455527505,249.68095871890608,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,9.0,81.0,1,42.69070910969593
10,42.396291703331535,113742.1799148996,87.68592069754204,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,10.0,31.0,1,10.852422102152193
11,120.43954865404665,252375.8188700913,192.4601443545569,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,11.0,81.0,1,23.286898546227693
12,51.120473748951,113683.42021126473,89.18487665850962,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,12.0,31.0,1,36.84028439042825
