,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,0,1112.7581979057186,0,7150.0359835048475,4,1725.9613421989332,48.69914025875014,118.98757550958099,0,1,18.97253245730136,1,20.61062729828791,0,29.45505933284431,1,60.65481721782282,0,201.227981648532,1,23.848132241138156,0.0014772126442160506,153.37707087991825,1007.9447194557263,0.05209941516085129,51.096959019703256,3.975021693028385,2,1147.6639922287982,1.0,66933.38994780825,3.2999838733037463,39.251775814789426,-601.5919500275481,1.0,40.95829972366836,39.28333333333333
1,1,0,954.5546088380507,0,7083.6260357251795,4,1642.5363197301676,78.66396137154763,117.60273641637932,2,1,-3.887184351703587,1,18.391606390125872,0,32.90507339222972,1,59.56645713662628,0,207.8622817207176,1,23.770678217638203,0.0015038635052367422,35.54261945879542,984.8523218041588,0.05058767007280778,43.1122231176624,5.930683671462568,3,1147.6639922287982,11959.091528,197652.12645781977,3.2999838733037463,72.64467591324691,-601.5919500275481,260.32727427717964,131.6826405152699,39.28333333333333
2,2,0,1055.0898975915518,1,7109.379792451097,4,1637.601157426349,58.375215565122566,111.77378029507611,0,1,1.8975876220486685,1,16.607889934612125,0,30.22778916951735,1,57.00814035062234,0,204.14566535919914,1,24.672368213181386,0.001390085059152481,158.19648321299812,990.7995632784443,0.05464171284911246,38.89916660124831,6.976761830999222,2,1147.6639922287982,1.0,103122.23196032886,3.2999838733037463,47.86603213413533,-601.5919500275481,1.0,82.1625394898589,39.28333333333333
3,3,1,783.7157333028856,1,6984.1118865674825,2,1687.0158908843093,49.762332486587404,123.5716722237572,3,1,19.659645643959816,1,16.663553947938134,0,29.94621918126834,1,60.258569470283014,0,201.54478938603734,1,25.22343387341916,0.0014072314168924478,89.73498779682888,1000.3054911576316,0.052101454678085315,41.998412227972594,6.411898597112807,1,1147.6639922287982,18727.4606703,360725.6778777279,3.2999838733037463,122.69857815117088,-601.5919500275481,101.70283943007358,249.36167071616464,39.28333333333333
4,4,1,870.5497401760547,0,7318.2121194454885,3,1655.5517324920875,48.25737363462,120.16759951487794,2,1,-6.578981878115339,1,19.994889363355124,0,28.386508795146828,1,61.45676442899615,0,201.79306358287744,1,24.598641947792697,0.0014347785167473047,105.60502944530084,998.5358798024457,0.05282799504198788,50.90411659730745,7.161266744316268,1,1147.6639922287982,11959.091528,177421.1207769482,3.2999838733037463,64.52332760319021,-601.5919500275481,260.32727427717964,123.43704626214344,39.28333333333333
5,5,1,870.9418341227174,1,7349.739505348921,4,1640.8729499817275,42.443751355316245,119.3271684340876,2,1,10.578698655112653,1,20.093564544768746,0,29.49843430954875,1,61.39076150679836,0,201.38221560498926,1,26.11622933787525,0.0014455421893946106,63.190978637786294,1014.2109231306607,0.0523393340555781,44.63956840717946,7.472578350048129,2,1147.6639922287982,11959.091528,217122.0457642764,3.2999838733037463,84.42055564114735,-601.5919500275481,260.32727427717964,160.36480943798097,39.28333333333333
6,6,0,865.3658693781352,1,7080.647610325991,2,1627.7482122939386,49.044237362457935,111.7295292571323,0,1,9.662893400352768,1,16.086683676711427,0,26.236354547925693,0,61.385737424122475,0,202.77336307188568,1,22.51914416840138,0.0014392957824080714,120.60177836333635,1018.9012928810761,0.055337730655079014,44.46882231802513,6.863396136416607,0,1147.6639922287982,1.0,82003.18033657147,3.2999838733037463,32.88786890677141,-601.5919500275481,1.0,67.11769848787924,39.28333333333333
7,7,1,1055.6435028760243,1,7054.564578439375,3,1685.4750877459064,51.60004689537363,118.28736040125912,2,1,26.600928942360355,1,21.20314311290544,0,28.795890391911048,1,59.67958934098907,0,207.59996220953536,1,24.545754153506174,0.0014047031881085626,96.2249015371533,991.656673235462,0.050807698869025635,52.20301885634129,6.34484892145304,1,1147.6639922287982,11959.091528,214325.0419277871,3.2999838733037463,84.62497653814431,-601.5919500275481,260.32727427717964,154.4285596395749,39.28333333333333
8,8,0,1081.0704578603322,1,6997.329811083067,3,1664.9179007091602,52.54734905898818,125.46822561727447,2,1,27.45695506354043,1,18.509707458603057,0,31.177373333470744,1,62.08806695579426,1,207.79880615774326,1,23.61935592562703,0.0014039528663005358,105.77334319301922,1031.2599454363656,0.05072408339449793,58.54731781230103,7.505653458251714,2,1147.6639922287982,11959.091528,211012.9099774749,3.2999838733037463,123.9193710556739,-601.5919500275481,260.32727427717964,152.47633726136894,39.28333333333333
9,9,0,905.8733444376793,1,6998.223884901136,4,1647.6390212654185,58.09647177708398,120.04603636657913,3,1,18.092994840499674,1,19.55740340272744,0,28.570977347760678,1,59.828639649081104,1,203.44015607979767,1,24.258671086306386,0.0014422265677724634,66.49302244547101,1000.551441209824,0.053169051921038345,50.6788306238601,7.543568151994517,0,1147.6639922287982,18727.4606703,376542.6334479126,3.2999838733037463,169.00807748809774,-601.5919500275481,101.70283943007358,266.50674588290235,39.28333333333333
10,10,0,1016.8344748828017,1,7004.119191993126,4,1643.2342897771955,49.27211189071982,114.73049392792237,1,1,-13.923991794349014,1,20.456134645911103,0,28.424568002526172,1,57.36368846857898,0,197.32479648545268,1,25.783640840207195,0.0014397368619664575,80.11217111098951,965.1431322702035,0.05195368706121376,52.246192665504395,7.1521413138010885,2,1147.6639922287982,6023.86254599,127627.85969218994,3.2999838733037463,53.66332049618747,-601.5919500275481,214.4011453125436,96.92177870447479,39.28333333333333
11,11,0,747.940129011046,1,7335.064420893548,3,1697.1499208315756,43.598965533925536,118.47861627260656,1,1,24.322834331162944,1,20.298818006271453,0,30.134478370366896,1,62.01930776360338,0,201.34165575178451,1,27.676152636164318,0.0013804029681166155,99.20972244207512,1005.0087822194721,0.05161379914241393,55.31795657226118,6.291310283777999,3,1147.6639922287982,6023.86254599,119709.55782477355,3.2999838733037463,58.73131454494608,-601.5919500275481,214.4011453125436,90.268986424337,39.28333333333333
