,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,301290.839655,132.801265229,214.46093590400002,36.54369918699187,21.89649759959772
1,1,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,254349.570528,83.387621322,188.19118342,36.54369918699187,22.996450386009762
2,2,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,83789.56988089999,68.0587215854,54.1335879419,36.54369918699187,34.93403948492139
3,3,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,184687.135878,97.2657119532,128.487867398,36.54369918699187,27.02382953457445
4,4,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,102868.320408,71.4002521747,68.4602635616,36.54369918699187,15.100834837425602
5,5,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,113665.268563,81.5782090029,77.1395785414,36.54369918699187,15.467437215852422
6,6,sex_female,Urbanity_Rural,Size_4,age_76_85,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,261921.0637,95.511287868,175.811672233,36.54369918699187,7.319772301872763
7,7,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,88395.6394874,26.447406997399998,58.025542934399994,36.54369918699187,48.791989652901954
8,8,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,126992.648808,83.2684264207,83.2794462119,36.54369918699187,43.78267404428649
9,9,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,164884.308959,52.288177151199996,123.79160287200001,36.54369918699187,23.175536974945423
10,10,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,143503.526198,50.449500093100006,104.626174149,36.54369918699187,39.89913845772307
11,11,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,215390.598504,71.5238225191,158.505740535,36.54369918699187,61.6890815662755
12,12,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,175971.292915,68.4868781041,120.31979163,36.54369918699187,38.259311402950445
13,13,sex_female,Urbanity_Rural,Size_3,age_66_75,Education_College,Lighting_no,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,238247.652285,119.268878944,162.492652996,36.54369918699187,32.31307460697374
14,14,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,188151.835562,104.61793808700001,131.608067592,36.54369918699187,23.09934198519594
15,15,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,266495.57680599997,127.421536315,190.962332429,36.54369918699187,65.89661613184994
16,16,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,222838.496922,111.11330335299999,168.57978164,36.54369918699187,27.997926750799138
