,index,n_BuildingSqm,n_BuildingKwh,NonRElectricity,w,wf
0,0,312.5947515174914,631.0,65632.75811061822,0.118,0.0
1,1,312.5947515174914,631.0,65632.75811061822,0.118,0.0
2,2,637.2298598861562,296.0,65341.759927087274,0.118,0.0
3,3,406.72633871362433,243.0,29710.895069066504,0.118,0.0
4,4,406.72633871362433,243.0,29710.895069066504,0.118,0.0
5,5,312.5947515174914,631.0,65632.75811061822,0.118,0.0
6,6,703.625461563575,316.0,78745.14961067829,0.118,0.0
7,7,312.5947515174914,631.0,65632.75811061822,0.118,0.0
8,8,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
9,9,497.4279044195864,233.0,39935.241259193266,0.118,0.0
10,10,406.72633871362433,243.0,29710.895069066504,0.118,0.0
11,11,296.28054076293597,137.0,14102.799255324951,0.118,2.264362224475166
12,12,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
13,13,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
14,14,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
15,15,703.625461563575,316.0,78745.14961067829,0.118,0.0
16,16,406.72633871362433,243.0,29710.895069066504,0.118,0.0
17,17,312.5947515174914,631.0,65632.75811061822,0.118,0.0
18,18,719.5871280224214,262.0,77620.75573468984,0.118,0.4019542222535932
19,19,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
20,20,296.28054076293597,137.0,14102.799255324951,0.118,2.264362224475166
21,21,406.72633871362433,243.0,29710.895069066504,0.118,0.0
22,22,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
23,23,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
24,24,703.625461563575,316.0,78745.14961067829,0.118,0.0
25,25,312.5947515174914,631.0,65632.75811061822,0.118,0.0
26,26,312.5947515174914,631.0,65632.75811061822,0.118,0.0
27,27,637.2298598861562,296.0,65341.759927087274,0.118,0.0
28,28,637.2298598861562,296.0,65341.759927087274,0.118,0.0
29,29,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
30,30,837.2166583606537,293.0,104135.99305079236,0.118,0.09519528393061512
