,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,363098.2349863229,118.07970843905241,258.0063418358139,35.421487603305785,37.20858391662798
1,1,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,211678.54041201546,82.73533681508411,158.89212742390075,35.421487603305785,54.60529558759153
2,2,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,114283.15451992447,39.33182441735262,88.16900731091141,35.421487603305785,11.615745055998387
3,3,sex_female,Urbanity_Urban,Size_5,age_19_25,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,96025.16803853287,36.59992962544809,73.29180134116662,35.421487603305785,35.26134208493538
4,4,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_no,84501.00154241805,27.851364483823883,57.066295170134296,35.421487603305785,17.341881718328924
5,5,sex_male,Urbanity_Rural,Size_7,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,217463.49943384872,58.39433726718653,149.5529613348505,35.421487603305785,43.53775868174889
6,6,sex_male,Urbanity_Rural,Size_8,age_46_55,Education_College,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,371826.29391033563,101.08166206672851,255.75972399135762,35.421487603305785,48.05678726806936
7,7,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,148252.06305852733,59.342709866672585,111.34369699199934,35.421487603305785,10.056004454627574
8,8,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Graduate,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,443514.02812047576,136.94807295549964,299.77476846815034,35.421487603305785,0.0
9,9,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_no,TV_no,Cooking_no,Refrigeration_yes,AC_no,110035.64948956805,47.44993571794762,86.30224491277555,35.421487603305785,3.94551678010812
10,10,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,99258.54815763881,36.04189013470821,75.95382842979815,35.421487603305785,22.885683983293948
11,11,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,101599.30543745926,29.89838606123807,77.92642471130465,35.421487603305785,22.885683983293948
12,12,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,89925.23888946346,49.68405638211567,69.97914447976807,35.421487603305785,0.0
