,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,154945.726276,49.6278100962,105.287571104,35.692622950819676,31.01562451163841
1,1,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,229797.868539,113.018419728,178.10649856900002,35.692622950819676,0.0
2,2,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_no,TV_yes,Cooking_no,Refrigeration_yes,AC_no,183167.57915799998,66.8365493187,132.579060995,35.692622950819676,37.24314489631656
3,3,sex_male,Urbanity_Rural,Size_6,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,105999.83559,51.816977742700004,66.0083956499,35.692622950819676,37.78916019886458
4,4,sex_male,Urbanity_Urban,Size_2,age_86_100,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,156191.8859,60.9397579487,116.298680419,35.692622950819676,73.5318008847085
5,5,sex_male,Urbanity_Urban,Size_1,age_26_35,Education_College,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_yes,228263.20239899997,118.05832328,162.394348892,35.692622950819676,31.315819559240303
6,6,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,101932.900595,50.3428599781,77.3228564104,35.692622950819676,60.12913445078857
7,7,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,231283.286114,121.24458862600001,156.814228013,35.692622950819676,47.9163735117519
8,8,sex_female,Urbanity_Rural,Size_6,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,197296.867309,64.3674315921,137.937429654,35.692622950819676,43.24110358133593
9,9,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,156733.706114,57.619444885200004,108.58883473200001,35.692622950819676,30.760212315306273
