,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.144
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.144
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.144
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.144
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.144
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.144
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.144
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.144
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.144
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.144
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.144
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.144
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.144
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.144
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.144
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.144
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.144
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.144
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.144
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.144
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.144
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.144
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.144
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.144
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.144
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.144
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.144
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.144
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.144
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.144
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.144
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.144
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.144
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.144
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.144
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.144
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.144
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.144
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.144
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.144
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.144
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.144
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.144
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.144
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.144
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.144
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.144
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.144
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.144
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.144
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.144
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.144
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.144
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.144
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.144
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.144
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.144
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.144
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.144
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.144
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.144
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.144
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.144
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.144
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.144
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.144
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.144
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.144
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.144
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.144
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.144
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.144
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.144
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.144
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.144
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.144
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.144
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.144
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.144
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.144
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.144
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.144
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.144
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.144
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.144
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.144
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.144
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.144
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.144
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.144
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.144
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.144
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.144
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.144
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.144
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.144
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.144
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.144
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.144
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.144
100,100,0,4,719.5871280224214,262.0,77620.75573468984,0.144
101,101,4,4,837.2166583606537,293.0,104135.99305079236,0.144
102,102,4,4,837.2166583606537,293.0,104135.99305079236,0.144
103,103,8,4,406.72633871362433,243.0,29710.895069066504,0.144
104,104,8,4,406.72633871362433,243.0,29710.895069066504,0.144
105,105,6,4,637.2298598861562,296.0,65341.759927087274,0.144
106,106,8,4,406.72633871362433,243.0,29710.895069066504,0.144
107,107,1,4,312.5947515174914,631.0,65632.75811061822,0.144
108,108,4,4,837.2166583606537,293.0,104135.99305079236,0.144
109,109,4,4,837.2166583606537,293.0,104135.99305079236,0.144
110,110,4,4,837.2166583606537,293.0,104135.99305079236,0.144
111,111,8,4,406.72633871362433,243.0,29710.895069066504,0.144
112,112,6,1,637.2298598861562,296.0,65341.759927087274,0.144
113,113,6,1,637.2298598861562,296.0,65341.759927087274,0.144
114,114,6,6,637.2298598861562,296.0,65341.759927087274,0.144
115,115,4,1,837.2166583606537,293.0,104135.99305079236,0.144
116,116,5,4,497.4279044195864,233.0,39935.241259193266,0.144
117,117,1,8,312.5947515174914,631.0,65632.75811061822,0.144
118,118,8,4,406.72633871362433,243.0,29710.895069066504,0.144
119,119,1,4,312.5947515174914,631.0,65632.75811061822,0.144
120,120,1,4,312.5947515174914,631.0,65632.75811061822,0.144
121,121,8,4,406.72633871362433,243.0,29710.895069066504,0.144
122,122,4,4,837.2166583606537,293.0,104135.99305079236,0.144
123,123,7,8,296.28054076293597,137.0,14102.799255324951,0.144
124,124,8,4,406.72633871362433,243.0,29710.895069066504,0.144
125,125,8,4,406.72633871362433,243.0,29710.895069066504,0.144
126,126,8,1,406.72633871362433,243.0,29710.895069066504,0.144
127,127,8,4,406.72633871362433,243.0,29710.895069066504,0.144
128,128,4,4,837.2166583606537,293.0,104135.99305079236,0.144
129,129,4,4,837.2166583606537,293.0,104135.99305079236,0.144
130,130,4,4,837.2166583606537,293.0,104135.99305079236,0.144
131,131,4,4,837.2166583606537,293.0,104135.99305079236,0.144
132,132,4,4,837.2166583606537,293.0,104135.99305079236,0.144
133,133,3,6,703.625461563575,316.0,78745.14961067829,0.144
134,134,8,8,406.72633871362433,243.0,29710.895069066504,0.144
135,135,8,8,406.72633871362433,243.0,29710.895069066504,0.144
136,136,1,4,312.5947515174914,631.0,65632.75811061822,0.144
137,137,1,4,312.5947515174914,631.0,65632.75811061822,0.144
138,138,8,6,406.72633871362433,243.0,29710.895069066504,0.144
139,139,8,4,406.72633871362433,243.0,29710.895069066504,0.144
140,140,7,7,296.28054076293597,137.0,14102.799255324951,0.144
141,141,8,8,406.72633871362433,243.0,29710.895069066504,0.144
142,142,0,8,719.5871280224214,262.0,77620.75573468984,0.144
143,143,3,8,703.625461563575,316.0,78745.14961067829,0.144
144,144,5,4,497.4279044195864,233.0,39935.241259193266,0.144
145,145,8,6,406.72633871362433,243.0,29710.895069066504,0.144
146,146,8,6,406.72633871362433,243.0,29710.895069066504,0.144
147,147,8,4,406.72633871362433,243.0,29710.895069066504,0.144
148,148,8,4,406.72633871362433,243.0,29710.895069066504,0.144
149,149,4,3,837.2166583606537,293.0,104135.99305079236,0.144
150,150,6,4,637.2298598861562,296.0,65341.759927087274,0.144
151,151,4,4,837.2166583606537,293.0,104135.99305079236,0.144
152,152,8,4,406.72633871362433,243.0,29710.895069066504,0.144
153,153,4,1,837.2166583606537,293.0,104135.99305079236,0.144
154,154,4,8,837.2166583606537,293.0,104135.99305079236,0.144
155,155,8,6,406.72633871362433,243.0,29710.895069066504,0.144
156,156,6,6,637.2298598861562,296.0,65341.759927087274,0.144
157,157,3,6,703.625461563575,316.0,78745.14961067829,0.144
158,158,4,5,837.2166583606537,293.0,104135.99305079236,0.144
159,159,4,3,837.2166583606537,293.0,104135.99305079236,0.144
160,160,4,6,837.2166583606537,293.0,104135.99305079236,0.144
161,161,4,6,837.2166583606537,293.0,104135.99305079236,0.144
162,162,4,6,837.2166583606537,293.0,104135.99305079236,0.144
163,163,8,1,406.72633871362433,243.0,29710.895069066504,0.144
164,164,8,5,406.72633871362433,243.0,29710.895069066504,0.144
165,165,4,4,837.2166583606537,293.0,104135.99305079236,0.144
166,166,4,4,837.2166583606537,293.0,104135.99305079236,0.144
167,167,4,8,837.2166583606537,293.0,104135.99305079236,0.144
168,168,0,4,719.5871280224214,262.0,77620.75573468984,0.144
169,169,0,4,719.5871280224214,262.0,77620.75573468984,0.144
170,170,8,1,406.72633871362433,243.0,29710.895069066504,0.144
171,171,3,6,703.625461563575,316.0,78745.14961067829,0.144
172,172,1,1,312.5947515174914,631.0,65632.75811061822,0.144
173,173,2,8,1165.9945839264515,592.0,226331.56621080512,0.144
174,174,8,5,406.72633871362433,243.0,29710.895069066504,0.144
175,175,8,0,406.72633871362433,243.0,29710.895069066504,0.144
176,176,2,0,1165.9945839264515,592.0,226331.56621080512,0.144
177,177,8,4,406.72633871362433,243.0,29710.895069066504,0.144
178,178,1,4,312.5947515174914,631.0,65632.75811061822,0.144
179,179,3,4,703.625461563575,316.0,78745.14961067829,0.144
180,180,8,4,406.72633871362433,243.0,29710.895069066504,0.144
181,181,8,8,406.72633871362433,243.0,29710.895069066504,0.144
182,182,4,8,837.2166583606537,293.0,104135.99305079236,0.144
183,183,4,8,837.2166583606537,293.0,104135.99305079236,0.144
184,184,4,5,837.2166583606537,293.0,104135.99305079236,0.144
185,185,4,6,837.2166583606537,293.0,104135.99305079236,0.144
186,186,6,8,637.2298598861562,296.0,65341.759927087274,0.144
187,187,6,8,637.2298598861562,296.0,65341.759927087274,0.144
188,188,8,7,406.72633871362433,243.0,29710.895069066504,0.144
189,189,8,5,406.72633871362433,243.0,29710.895069066504,0.144
190,190,4,4,837.2166583606537,293.0,104135.99305079236,0.144
191,191,4,3,837.2166583606537,293.0,104135.99305079236,0.144
192,192,2,6,1165.9945839264515,592.0,226331.56621080512,0.144
193,193,7,6,296.28054076293597,137.0,14102.799255324951,0.144
194,194,5,6,497.4279044195864,233.0,39935.241259193266,0.144
195,195,6,1,637.2298598861562,296.0,65341.759927087274,0.144
196,196,7,8,296.28054076293597,137.0,14102.799255324951,0.144
197,197,4,8,837.2166583606537,293.0,104135.99305079236,0.144
198,198,4,6,837.2166583606537,293.0,104135.99305079236,0.144
199,199,4,6,837.2166583606537,293.0,104135.99305079236,0.144
200,200,4,8,837.2166583606537,293.0,104135.99305079236,0.144
201,201,3,1,703.625461563575,316.0,78745.14961067829,0.144
202,202,4,1,837.2166583606537,293.0,104135.99305079236,0.144
203,203,4,7,837.2166583606537,293.0,104135.99305079236,0.144
204,204,4,4,837.2166583606537,293.0,104135.99305079236,0.144
205,205,4,4,837.2166583606537,293.0,104135.99305079236,0.144
206,206,0,5,719.5871280224214,262.0,77620.75573468984,0.144
207,207,8,7,406.72633871362433,243.0,29710.895069066504,0.144
208,208,4,1,837.2166583606537,293.0,104135.99305079236,0.144
209,209,8,1,406.72633871362433,243.0,29710.895069066504,0.144
210,210,8,6,406.72633871362433,243.0,29710.895069066504,0.144
211,211,6,8,637.2298598861562,296.0,65341.759927087274,0.144
212,212,4,6,837.2166583606537,293.0,104135.99305079236,0.144
213,213,6,4,637.2298598861562,296.0,65341.759927087274,0.144
214,214,4,4,837.2166583606537,293.0,104135.99305079236,0.144
215,215,4,5,837.2166583606537,293.0,104135.99305079236,0.144
216,216,4,8,837.2166583606537,293.0,104135.99305079236,0.144
217,217,4,4,837.2166583606537,293.0,104135.99305079236,0.144
218,218,4,4,837.2166583606537,293.0,104135.99305079236,0.144
219,219,8,4,406.72633871362433,243.0,29710.895069066504,0.144
220,220,8,4,406.72633871362433,243.0,29710.895069066504,0.144
221,221,3,8,703.625461563575,316.0,78745.14961067829,0.144
222,222,7,1,296.28054076293597,137.0,14102.799255324951,0.144
223,223,8,5,406.72633871362433,243.0,29710.895069066504,0.144
224,224,8,3,406.72633871362433,243.0,29710.895069066504,0.144
225,225,6,3,637.2298598861562,296.0,65341.759927087274,0.144
226,226,6,5,637.2298598861562,296.0,65341.759927087274,0.144
227,227,0,5,719.5871280224214,262.0,77620.75573468984,0.144
228,228,8,1,406.72633871362433,243.0,29710.895069066504,0.144
229,229,8,8,406.72633871362433,243.0,29710.895069066504,0.144
230,230,8,6,406.72633871362433,243.0,29710.895069066504,0.144
231,231,4,3,837.2166583606537,293.0,104135.99305079236,0.144
232,232,4,8,837.2166583606537,293.0,104135.99305079236,0.144
233,233,0,6,719.5871280224214,262.0,77620.75573468984,0.144
234,234,6,8,637.2298598861562,296.0,65341.759927087274,0.144
235,235,8,8,406.72633871362433,243.0,29710.895069066504,0.144
