,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_7,age_19_25,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,434081.515933112,130.64325066489232,295.90526779017927,34.935817805383024,42.334081888659775
1,1,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_no,AC_no,251605.8102277297,86.82245001759601,187.69962098943,34.935817805383024,38.707848152600455
2,2,sex_female,Urbanity_Urban,Size_9,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,177296.93334144726,61.3132924970939,135.68566529849454,34.935817805383024,28.47220687542017
3,3,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_Elementary_School,Lighting_no,TV_no,Cooking_no,Refrigeration_no,AC_no,140728.36571419088,44.38188063544096,108.45965797926183,34.935817805383024,42.22129747442353
4,4,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,126479.16523309455,62.75113686859494,97.12019877797796,34.935817805383024,61.18958650826235
5,5,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,226027.83246754663,87.54766133211253,171.70563616432034,34.935817805383024,28.709851798859066
6,6,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_no,372694.296780541,111.15968544483452,256.17154889721246,34.935817805383024,42.28003676938837
7,7,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,134764.03992230375,46.64104407570385,107.71525143456999,34.935817805383024,31.00426505827245
8,8,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,233949.9969372257,77.57030131836329,179.25888077657945,34.935817805383024,21.863155031814667
9,9,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,368601.07449811377,107.42440743570164,254.6001287553625,34.935817805383024,60.556647691081025
10,10,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,223594.90497720803,65.96917141808953,167.1795392801998,34.935817805383024,32.142309392219985
11,11,sex_male,Urbanity_Urban,Size_9,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,415798.6783513897,126.43719138043473,286.86864894558767,34.935817805383024,31.050562584097555
12,12,sex_female,Urbanity_Urban,Size_9,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,266103.3033670481,94.75862758665998,200.83669267340943,34.935817805383024,29.46784840301049
13,13,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,161435.80281560816,52.90525021077647,120.38854053572271,34.935817805383024,53.40770803623757
14,14,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,149460.42203271278,51.92598980508319,114.0685097501794,34.935817805383024,50.74666269335662
15,15,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Graduate,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,425512.32000745385,133.0931351063653,291.6967008241317,34.935817805383024,32.21239385202618
16,16,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,383533.5220149661,130.91832207760714,264.9117530708205,34.935817805383024,31.979681744229303
17,17,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,110889.24190323443,49.11868590364186,85.34140941095933,34.935817805383024,44.061214462823465
18,18,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,83558.78444689972,37.77545903641197,65.7559084318236,34.935817805383024,71.48656027839327
19,19,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,87210.81891214888,74.08643894715681,67.0085353247039,34.935817805383024,52.4811533024502
20,20,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,107059.54714228417,82.00740546729125,82.4177826280423,34.935817805383024,20.299334764081788
21,21,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,431856.0955344867,161.78204669569075,307.4873295758912,34.935817805383024,12.63093668423846
22,22,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_no,101710.48227259806,36.75236151609253,79.39400340753706,34.935817805383024,32.70140524168933
23,23,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,210926.83266330886,103.57080630431143,157.9109235834421,34.935817805383024,44.61504113877447
24,24,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,217464.71508557745,66.8380021544187,159.42134664461508,34.935817805383024,33.856338033095355
25,25,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,384306.8256103785,115.8440381417204,279.4930497621581,34.935817805383024,22.31710081082702
26,26,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,155239.91208708868,53.66219807148664,120.66378003699933,34.935817805383024,38.634209072822024
27,27,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,234927.07692715237,114.46557732892548,170.3519638880932,34.935817805383024,45.25588557992242
28,28,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,130196.91588163492,46.50098461481578,102.1621537928108,34.935817805383024,28.18838089191453
29,29,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,155130.3191748241,47.23705910897053,119.96249785569648,34.935817805383024,38.634209072822024
30,30,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_yes,128173.6116436733,71.27778824287513,99.90435540945795,34.935817805383024,37.79025272504106
31,31,sex_male,Urbanity_Urban,Size_6,age_66_75,Education_College,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,395201.22096257773,114.68300988155495,283.6435594203727,34.935817805383024,0.8805968127939074
32,32,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,159661.28109790594,56.770040410988294,125.80490614252408,34.935817805383024,28.355054712416692
33,33,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,357812.596795531,113.76668543065048,244.5078301096138,34.935817805383024,56.21294799007078
34,34,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_yes,134717.3013235335,76.13795553108201,105.27669460940113,34.935817805383024,15.045728033400435
35,35,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,60754.83818644282,17.5371188035744,37.98255716542701,34.935817805383024,55.06048778683272
36,36,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,194770.66956348895,58.960184805722655,137.39966183877965,34.935817805383024,14.093740517799752
37,37,sex_male,Urbanity_Rural,Size_4,age_66_75,Education_College,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,352271.72055950924,103.69214187594852,239.45835731886527,34.935817805383024,17.36357046317001
38,38,sex_female,Urbanity_Rural,Size_7,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,371091.8345205929,146.2285182690207,245.4338430936289,34.935817805383024,23.484266387981922
39,39,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Graduate,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,389144.5545306168,106.39593746672907,250.52526919318402,34.935817805383024,23.490733742796174
40,40,sex_female,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,66847.96154332445,20.890693972546465,42.101729125208976,34.935817805383024,58.81552277988076
41,41,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,60948.417637986844,36.96472944962097,38.06661188590147,34.935817805383024,60.19315591300171
42,42,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,93042.17884443744,44.546696348412006,62.999206930989025,34.935817805383024,39.53704077478208
43,43,sex_female,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,324453.333574399,92.84454489434304,219.52950221629536,34.935817805383024,62.27344217188714
44,44,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,66256.08901244384,14.867254391728617,42.07194880641025,34.935817805383024,27.85430385330477
45,45,sex_male,Urbanity_Rural,Size_4,age_76_85,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,82567.86181853726,21.68168728043393,52.72634069273842,34.935817805383024,13.703776642210755
46,46,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_no,71256.45886133541,20.04470005189929,47.08346442261193,34.935817805383024,29.445103181764136
47,47,sex_female,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,116724.02242560119,37.23553412143313,82.93160169996797,34.935817805383024,23.98189318005333
48,48,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,115574.65371595252,51.5221498752003,77.26389177025254,34.935817805383024,19.465075141344983
49,49,sex_male,Urbanity_Rural,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,119096.68628304687,44.74564655020448,80.77498504256606,34.935817805383024,0.4755854427524482
50,50,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_no,Cooking_no,Refrigeration_no,AC_yes,191566.7536388376,92.08709577840048,131.81698825583013,34.935817805383024,15.05963235044708
51,51,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,113259.79374392383,37.63531911349405,77.86080943494059,34.935817805383024,14.332407015175981
52,52,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,65523.96387382412,25.11298231438169,44.61642898526552,34.935817805383024,25.038419686946888
53,53,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,66796.09146980084,36.79332151088166,45.05746944220956,34.935817805383024,42.18625112063785
54,54,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_College,Lighting_yes,TV_no,Cooking_no,Refrigeration_yes,AC_no,319302.95385489304,95.17575329989536,216.989960862958,34.935817805383024,36.724770339026854
55,55,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,98703.26569392373,40.38921056455991,67.9431740516218,34.935817805383024,29.73205703502255
56,56,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,124638.41097254859,35.76256436756592,90.88004022168494,34.935817805383024,21.95017856299778
57,57,sex_male,Urbanity_Rural,Size_7,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,219524.1224795948,59.56179778014336,158.68394895631917,34.935817805383024,20.629036130777017
58,58,sex_male,Urbanity_Rural,Size_7,age_26_35,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,111164.1075958583,51.405108839504464,76.96794896516272,34.935817805383024,65.32239356942085
59,59,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,112545.49450585707,33.17356785597318,80.52034299033663,34.935817805383024,14.332407015175981
