,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,74.97173639565851,58838.75117627723,35.346832877056336,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,0.0,1.0,1,54.065853001900464
1,110.07747137030285,203743.68513109148,153.05039810904415,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,1.0,81.0,1,29.532860027227542
2,126.07677362961596,209890.2580787995,162.42924542635262,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,2.0,81.0,1,11.304102686509385
4,126.59061691565071,198841.95894992264,148.00725738676738,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,4.0,81.0,1,31.577508281481364
5,108.47458954551176,185360.6464165604,137.28418303610306,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,5.0,81.0,1,57.97728170194843
6,158.02217719940438,366906.9852844977,257.92679660637594,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,6.0,81.0,1,38.46159985681256
8,153.96735406086432,353173.6888975737,237.36479418627133,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,8.0,51.0,1,24.909807092027783
9,163.62194664595998,361272.79760755756,251.7384377821652,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,9.0,81.0,1,45.909872946916806
10,157.54418028946498,347020.49446809915,245.2930847069665,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,10.0,81.0,1,79.2921475586421
11,113.92994654174005,194849.8048969737,145.38491144819088,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,72.59736069584784
12,94.56253661157913,96408.22729778234,74.98227569779407,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,12.0,31.0,1,99.02768928268739
13,80.86830847307647,77500.2169928778,52.248731891227685,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_female,Urbanity_Rural,13.0,1.0,1,2.2172940173655222
15,122.53731013142908,191442.7590437364,151.06117946796527,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,15.0,81.0,1,78.59736069584784
16,109.56633750940064,181047.11866247864,123.1413513443021,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,16.0,51.0,1,12.855848899410912
17,87.85351378988527,105217.26287920363,81.91147335515858,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,17.0,31.0,1,13.035134101669332
18,152.6238903308834,333884.8186786232,229.33184977890664,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,18.0,51.0,1,45.187624171605975
23,91.59249459095885,131162.43041806525,99.4616704218866,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_female,Urbanity_Urban,23.0,31.0,1,36.15787626218491
24,125.40026886213406,241519.3713953152,177.32694415925064,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_female,Urbanity_Urban,24.0,81.0,1,29.93086626883403
27,98.59314627231244,122351.60519344686,94.45354734714194,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,27.0,31.0,1,18.77601793626561
28,142.51118812768829,332104.26496908785,221.79899387808067,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Rural,28.0,51.0,1,4.264259285374074
30,87.85479132880985,85213.44996821601,67.64195033680858,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,30.0,31.0,1,113.47063716748804
32,176.71394196147483,406281.73959415406,298.1716073584177,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,32.0,81.0,1,67.4638706651404
33,118.97963094727535,200323.13607640789,152.57801032217992,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,33.0,81.0,1,37.36903932461048
34,163.33091018774894,351069.3179389293,236.95003021698508,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,34.0,81.0,1,116.66450842724996
35,98.20314804783811,168895.57226575425,116.69685710168088,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,35.0,21.0,1,52.27198686332244
36,166.70670154735757,363428.2026541964,253.89251310190028,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,36.0,81.0,1,27.2322531228537
37,151.8465922744825,328922.4532575585,217.1816415560485,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Rural,37.0,51.0,1,19.9012476947749
