,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.123
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.123
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.123
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.123
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.123
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.123
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.123
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.123
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.123
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.123
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.123
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.123
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.123
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.123
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.123
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.123
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.123
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.123
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.123
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.123
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.123
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.123
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.123
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.123
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.123
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.123
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.123
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.123
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.123
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.123
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.123
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.123
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.123
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.123
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.123
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.123
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.123
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.123
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.123
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.123
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.123
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.123
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.123
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.123
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.123
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.123
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.123
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.123
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.123
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.123
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.123
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.123
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.123
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.123
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.123
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.123
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.123
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.123
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.123
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.123
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.123
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.123
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.123
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.123
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.123
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.123
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.123
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.123
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.123
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.123
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.123
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.123
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.123
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.123
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.123
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.123
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.123
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.123
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.123
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.123
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.123
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.123
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.123
