,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,1,902.4069332245784,1,6992.287751257227,7,1653.4366468832236,41.79323529399096,110.20741929802969,1,1,23.28942638394932,1,20.026230962415443,0,28.410648817041377,0,58.87846282351689,0,202.93861110189525,1,23.639465080306877,0.0014365567454028925,104.64346916633244,1022.5268509805437,0.05173143172075858,55.89102149793774,5.22185178013117,0,1147.6639922287982,6023.86254599,151047.15018500885,3.2999838733037463,55.70197960825367,-601.5919500275481,214.4011453125436,114.30096817621643,36.09948186528497
1,1,1,907.1188861753194,1,7061.644286853919,7,1665.2645880520802,62.732483388431085,120.535971893143,1,1,-2.793177687165677,1,19.100168070435654,0,28.079688889885922,0,59.41206739016604,0,201.74884023468442,1,23.51711320777373,0.0014283250671315347,86.66280617834833,971.4930236340532,0.055531445735488516,51.12402755130482,6.7750179393244245,2,1147.6639922287982,6023.86254599,166093.08302643578,3.2999838733037463,54.36705625666264,-601.5919500275481,214.4011453125436,133.18488619064604,36.09948186528497
2,2,0,980.5340987672064,1,6797.882225190656,5,1674.7045513978085,55.36525550889715,113.6341314541134,1,1,0.603759611929398,0,21.66101770701505,0,27.856512590697733,0,60.19651836702647,0,202.618665050723,1,27.49669329013552,0.0014436925163195731,45.803380787216426,963.7875564804863,0.053457469992692214,41.92737474978347,7.693051178905477,0,1147.6639922287982,6023.86254599,138421.0316027691,3.2999838733037463,44.84150970838262,-601.5919500275481,214.4011453125436,107.42120375453649,36.09948186528497
3,3,0,765.4234781866655,1,7114.9243502827585,3,1663.0617866604969,56.775167316701214,111.14646758910452,2,1,10.866449712794433,1,21.49586290107018,0,27.529847226148576,1,59.382502233260574,0,204.3579159468331,1,28.061364507069484,0.0014220121958213995,36.48327593329354,963.946031675346,0.052930952065232316,48.21829537608197,5.950840434220327,4,1147.6639922287982,11959.091528,210188.0335374181,3.2999838733037463,81.8332429268143,-601.5919500275481,260.32727427717964,155.80898023105144,36.09948186528497
4,4,0,722.6378184253357,1,7185.165591911353,5,1657.0096320423745,55.13385589001686,106.52064029327671,0,1,11.276715911718656,1,21.263334323985323,0,27.94557366172466,1,58.96066382603391,0,203.8547596532061,1,28.53373210480796,0.001421992611315788,41.055270284155505,964.7233945596832,0.05333892973887492,48.683398037605,6.247498064952223,0,1147.6639922287982,1.0,108722.55395901676,3.2999838733037463,53.89740222511468,-601.5919500275481,1.0,84.19940016188197,36.09948186528497
5,5,0,766.4204562137799,1,7089.4122154476745,5,1702.4101234750076,50.18934341047832,111.0546336185888,3,1,-38.671138655861675,1,15.450543116116792,0,30.002493468371213,1,60.17788411013763,0,203.67513367770675,1,25.96032693148359,0.0014090926646752491,120.08121119509286,995.1134418538677,0.05508535942666983,37.041382423802354,5.824756894333173,0,1147.6639922287982,18727.4606703,379502.02291773853,3.2999838733037463,116.53997307413036,-601.5919500275481,101.70283943007358,275.43456540893897,36.09948186528497
6,6,0,839.622090182615,1,7116.2879353996395,4,1624.7972404044197,54.259717537546386,116.2618771829656,2,1,31.39789188309567,0,22.578106142733922,0,29.946268214202924,0,61.80990633553264,0,205.04303511652475,1,24.232727410202642,0.0014078290816099464,106.01803847897264,1020.2606189500076,0.05117302533676007,59.58062957715833,5.180552372614077,3,1147.6639922287982,11959.091528,217484.35019494465,3.2999838733037463,70.8021918832393,-601.5919500275481,260.32727427717964,157.02014135647596,36.09948186528497
7,7,0,738.8485364831638,1,7030.067026936904,6,1700.0613668698825,60.26119774877474,117.31511642185805,1,1,27.11662002400059,0,19.524155806608352,0,26.567419113239872,0,59.01153795252634,0,203.08555320724338,1,25.68182010799523,0.0014330021558143953,113.06104320599974,1023.3946591354852,0.052720649765178346,62.757678050101134,4.017581155151629,1,1147.6639922287982,6023.86254599,152136.31480382307,3.2999838733037463,53.15527116042675,-601.5919500275481,214.4011453125436,115.70101216315969,36.09948186528497
8,8,1,914.1374121977041,0,7123.258800043584,6,1677.2691424210345,66.11811547351716,119.36133473998152,2,1,-3.0614629877313617,1,17.001183273636528,0,30.840804511952896,0,60.05792209369444,0,204.45402709621098,1,24.32661427165945,0.0014482516714223734,135.14719734889476,988.8295738902893,0.05293671880563717,49.85528495601066,4.6497157238609965,0,1147.6639922287982,11959.091528,212388.65809763817,3.2999838733037463,62.99122160684089,-601.5919500275481,260.32727427717964,148.48633604076872,36.09948186528497
9,9,0,913.0223279210584,0,7146.381838683715,9,1653.5112661512399,49.326018762919034,109.81381746924255,0,1,15.879668550106981,1,17.177717948935186,0,27.073027600708972,0,60.99286269978661,0,204.14356418068738,1,24.60151079446905,0.001432811418595144,82.51912205172404,997.6037557271162,0.05276416663350808,47.7151109921425,8.145331884055604,0,1147.6639922287982,1.0,103671.75691681773,3.2999838733037463,35.8555944740228,-601.5919500275481,1.0,71.09741215159231,36.09948186528497
10,10,0,795.8881590166519,0,7125.605917113748,2,1700.9853071586238,47.3781793047701,114.54319557628692,1,1,-21.11259790438113,1,19.847292190023595,0,26.814321252899184,0,60.06199448489075,0,199.3198799571841,1,24.02473313868261,0.0014236177258341012,109.21083777227062,950.1427528792494,0.052530873877882515,45.01861748457082,6.068167057051762,1,1147.6639922287982,6023.86254599,77347.20906104463,3.2999838733037463,21.74758566301599,-601.5919500275481,214.4011453125436,50.56175844083912,36.09948186528497
11,11,0,661.7513210523467,0,7211.183796891459,6,1686.5717375922816,38.209157404372675,115.77247884645674,0,0,-22.939589369128214,1,18.575926618767888,0,29.76437278958288,0,58.76990987315547,0,205.35276202784016,1,23.457967145607444,0.0014808664244159314,80.78290790964937,1015.5129055500656,0.05348263796308905,53.88553151611825,5.725803985407411,1,1147.6639922287982,1.0,75850.1768205495,3.2999838733037463,26.023965581420804,-601.5919500275481,1.0,49.859554057908646,36.09948186528497
12,12,0,814.3534875710814,0,7163.017266225787,1,1630.7957535308233,71.29155093291338,114.33981406872007,2,1,-8.456582011440528,0,18.98871903740117,0,29.271841908835373,0,58.707858261896256,1,202.2213826246575,1,25.173125904122,0.0014266986748336667,115.96141830299892,992.2991114219217,0.05199073612936054,57.53607166799235,5.131456916059265,3,1147.6639922287982,11959.091528,168459.09662934346,3.2999838733037463,84.82135588903327,-601.5919500275481,260.32727427717964,113.52011997776285,36.09948186528497
13,13,0,803.8790772755807,0,7076.379559237382,1,1671.8909573605454,40.91394749352194,122.47648918128021,0,1,33.522353840253324,1,14.73388449919096,0,31.64640621044275,0,60.09882213188953,0,204.41738644676892,1,25.81195698602957,0.0014127756417432315,109.97794026386656,1045.1703043209334,0.05393047709182866,40.14467501528782,6.2450114278866105,0,1147.6639922287982,1.0,37853.640247889496,3.2999838733037463,20.36831185852395,-601.5919500275481,1.0,21.64846692576796,36.09948186528497
14,14,0,769.6373320898492,0,7258.784513477618,3,1683.623154141466,34.89199207150959,114.9189471908017,1,1,8.375612034207789,1,17.948371185867842,0,32.14494642115784,1,58.18759252662939,0,200.3891602335788,1,22.940460194049482,0.001421637205612157,77.35741493994995,1012.0273415764888,0.05370393006916045,51.01243460756093,5.1505499460309245,1,1147.6639922287982,6023.86254599,78467.7612008368,3.2999838733037463,38.660600345477796,-601.5919500275481,214.4011453125436,51.88553214638439,36.09948186528497
15,15,0,708.9008287926938,1,6862.75911306515,4,1701.0022363167066,38.207024021467255,121.09532260463743,1,1,12.567562650798935,1,17.34821660948219,0,27.900240075176743,1,57.64342331103461,1,208.6819415379248,1,20.277701288975454,0.0014063559125081033,38.038077547540496,1039.8270604985364,0.05233506192704823,52.82649644297804,6.655718357820581,1,1147.6639922287982,6023.86254599,123100.19617212545,3.2999838733037463,95.5909355620409,-601.5919500275481,214.4011453125436,94.31000227377865,36.09948186528497
16,16,0,865.4756167860081,1,7219.795185310476,3,1644.4369171545786,47.93567165772078,108.70504267509138,3,1,-2.855835675898033,1,18.423503752195952,0,28.48807229049183,1,58.40894681382322,0,203.78003369893392,1,27.432309765246426,0.0013793858309959467,93.96377555176849,1029.13593811721,0.05447444181009358,51.3610404748111,6.70398964527186,0,1147.6639922287982,18727.4606703,361077.9922724813,3.2999838733037463,116.8897375617418,-601.5919500275481,101.70283943007358,260.42162833552646,36.09948186528497
