,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,46.352299879643965,90787.53576116859,69.89168529039878,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,0.0,31.0,1,66.6988821876361
1,42.39683308970945,86161.13125204656,67.93356374530117,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,1.0,31.0,1,65.31057239096275
2,36.97509968502131,98754.94624593254,79.00016519091821,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,2.0,31.0,1,43.06601430013817
3,49.72077094862047,117633.74605920658,91.29990897073259,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,3.0,31.0,1,39.79532849983993
4,58.151155746604566,135956.16074915446,105.01390938344528,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_4,sex_male,Urbanity_Urban,4.0,31.0,1,10.615181900594829
5,117.65586217780735,373564.5421893239,256.10196456762657,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,5.0,81.0,1,57.2811121270686
7,119.83015035544511,369550.55292894755,247.7947898914582,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_2,sex_male,Urbanity_Rural,7.0,51.0,1,87.2594131007416
8,35.20605555177833,80974.5176759661,53.64264143943405,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,8.0,1.0,1,65.1063139312551
9,35.44521174109524,67502.44694327233,44.331564840687285,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,9.0,1.0,1,47.81141689070837
10,129.6823382593868,395492.6778741178,282.75049490390023,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_5,sex_male,Urbanity_Urban,10.0,81.0,1,14.116155874799972
11,85.06694055290384,233876.03774881852,180.30828258494915,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,11.0,81.0,1,0.025028642105069387
12,119.94127665144785,365885.6301284813,263.6233226319281,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Urban,12.0,81.0,1,50.98937214305685
13,126.76817933052692,369165.23577477416,263.0201197235132,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,13.0,81.0,1,42.64968396609671
14,42.63073700765963,83604.34148834027,65.83954227629324,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,14.0,31.0,1,66.31057239096275
15,125.16296880951315,363079.5193823189,252.35336238785217,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,15.0,81.0,1,61.70323086335051
18,132.6911122064329,380501.54246727255,285.50170258323504,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,18.0,81.0,1,38.89742507213229
19,58.77890387172207,123954.3563282986,97.49553915643247,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,19.0,31.0,1,35.18363829651328
20,80.17243672952934,207720.75569279946,156.69265322712818,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,20.0,81.0,1,60.97125409170603
21,89.9890623291082,108241.59200702113,84.90274958559425,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,21.0,31.0,1,8.988952917141535
22,121.29366516954624,214046.7218383201,161.39228903160833,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,22.0,81.0,1,29.497589128708803
23,65.1520463250188,33170.13212491241,18.086380486236216,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,23.0,1.0,1,31.048319975611573
25,83.0667290083462,100886.04490013623,71.56174543556075,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,25.0,1.0,1,32.36129901803703
26,121.12594376449124,214318.69856567925,161.12844066591228,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,26.0,81.0,1,25.603005232116644
