,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.13
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.13
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.13
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.13
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.13
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.13
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.13
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.13
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.13
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.13
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.13
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.13
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.13
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.13
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.13
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.13
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.13
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.13
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.13
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.13
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.13
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.13
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.13
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.13
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.13
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.13
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.13
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.13
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.13
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.13
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.13
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.13
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.13
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.13
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.13
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.13
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.13
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.13
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.13
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.13
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.13
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.13
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.13
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.13
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.13
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.13
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.13
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.13
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.13
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.13
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.13
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.13
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.13
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.13
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.13
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.13
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.13
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.13
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.13
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.13
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.13
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.13
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.13
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.13
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.13
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.13
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.13
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.13
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.13
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.13
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.13
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.13
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.13
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.13
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.13
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.13
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.13
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.13
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.13
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.13
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.13
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.13
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.13
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.13
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.13
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.13
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.13
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.13
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.13
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.13
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.13
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.13
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.13
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.13
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.13
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.13
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.13
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.13
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.13
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.13
