,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,1,4,312.5947515174914,631.0,65632.75811061822,0.114
1,1,1,4,312.5947515174914,631.0,65632.75811061822,0.114
2,2,6,4,637.2298598861562,296.0,65341.759927087274,0.114
3,3,8,4,406.72633871362433,243.0,29710.895069066504,0.114
4,4,8,8,406.72633871362433,243.0,29710.895069066504,0.114
5,5,1,8,312.5947515174914,631.0,65632.75811061822,0.114
6,6,3,6,703.625461563575,316.0,78745.14961067829,0.114
7,7,1,6,312.5947515174914,631.0,65632.75811061822,0.114
8,8,4,6,837.2166583606537,293.0,104135.99305079236,0.114
9,9,5,4,497.4279044195864,233.0,39935.241259193266,0.114
10,10,8,4,406.72633871362433,243.0,29710.895069066504,0.114
11,11,7,4,296.28054076293597,137.0,14102.799255324951,0.114
12,12,4,4,837.2166583606537,293.0,104135.99305079236,0.114
13,13,4,1,837.2166583606537,293.0,104135.99305079236,0.114
14,14,4,6,837.2166583606537,293.0,104135.99305079236,0.114
15,15,3,7,703.625461563575,316.0,78745.14961067829,0.114
16,16,8,6,406.72633871362433,243.0,29710.895069066504,0.114
17,17,1,4,312.5947515174914,631.0,65632.75811061822,0.114
18,18,0,4,719.5871280224214,262.0,77620.75573468984,0.114
19,19,4,6,837.2166583606537,293.0,104135.99305079236,0.114
20,20,7,4,296.28054076293597,137.0,14102.799255324951,0.114
21,21,8,4,406.72633871362433,243.0,29710.895069066504,0.114
22,22,4,0,837.2166583606537,293.0,104135.99305079236,0.114
23,23,4,0,837.2166583606537,293.0,104135.99305079236,0.114
24,24,3,3,703.625461563575,316.0,78745.14961067829,0.114
25,25,1,6,312.5947515174914,631.0,65632.75811061822,0.114
26,26,1,6,312.5947515174914,631.0,65632.75811061822,0.114
27,27,6,8,637.2298598861562,296.0,65341.759927087274,0.114
28,28,6,4,637.2298598861562,296.0,65341.759927087274,0.114
29,29,4,8,837.2166583606537,293.0,104135.99305079236,0.114
30,30,4,4,837.2166583606537,293.0,104135.99305079236,0.114
31,31,4,4,837.2166583606537,293.0,104135.99305079236,0.114
32,32,4,7,837.2166583606537,293.0,104135.99305079236,0.114
33,33,1,8,312.5947515174914,631.0,65632.75811061822,0.114
34,34,0,0,719.5871280224214,262.0,77620.75573468984,0.114
35,35,0,8,719.5871280224214,262.0,77620.75573468984,0.114
36,36,8,8,406.72633871362433,243.0,29710.895069066504,0.114
37,37,3,1,703.625461563575,316.0,78745.14961067829,0.114
38,38,3,6,703.625461563575,316.0,78745.14961067829,0.114
39,39,3,5,703.625461563575,316.0,78745.14961067829,0.114
40,40,0,1,719.5871280224214,262.0,77620.75573468984,0.114
41,41,1,8,312.5947515174914,631.0,65632.75811061822,0.114
42,42,0,8,719.5871280224214,262.0,77620.75573468984,0.114
43,43,6,8,637.2298598861562,296.0,65341.759927087274,0.114
44,44,4,8,837.2166583606537,293.0,104135.99305079236,0.114
45,45,6,8,637.2298598861562,296.0,65341.759927087274,0.114
46,46,0,5,719.5871280224214,262.0,77620.75573468984,0.114
47,47,4,7,837.2166583606537,293.0,104135.99305079236,0.114
48,48,8,6,406.72633871362433,243.0,29710.895069066504,0.114
49,49,8,8,406.72633871362433,243.0,29710.895069066504,0.114
50,50,8,6,406.72633871362433,243.0,29710.895069066504,0.114
51,51,6,8,637.2298598861562,296.0,65341.759927087274,0.114
52,52,8,8,406.72633871362433,243.0,29710.895069066504,0.114
53,53,6,8,637.2298598861562,296.0,65341.759927087274,0.114
54,54,4,4,837.2166583606537,293.0,104135.99305079236,0.114
55,55,4,8,837.2166583606537,293.0,104135.99305079236,0.114
56,56,4,8,837.2166583606537,293.0,104135.99305079236,0.114
57,57,4,6,837.2166583606537,293.0,104135.99305079236,0.114
58,58,4,6,837.2166583606537,293.0,104135.99305079236,0.114
59,59,6,6,637.2298598861562,296.0,65341.759927087274,0.114
60,60,5,1,497.4279044195864,233.0,39935.241259193266,0.114
61,61,8,8,406.72633871362433,243.0,29710.895069066504,0.114
62,62,8,3,406.72633871362433,243.0,29710.895069066504,0.114
63,63,8,3,406.72633871362433,243.0,29710.895069066504,0.114
64,64,8,8,406.72633871362433,243.0,29710.895069066504,0.114
65,65,8,6,406.72633871362433,243.0,29710.895069066504,0.114
66,66,6,8,637.2298598861562,296.0,65341.759927087274,0.114
67,67,4,6,837.2166583606537,293.0,104135.99305079236,0.114
68,68,4,4,837.2166583606537,293.0,104135.99305079236,0.114
69,69,5,4,497.4279044195864,233.0,39935.241259193266,0.114
70,70,6,1,637.2298598861562,296.0,65341.759927087274,0.114
71,71,6,6,637.2298598861562,296.0,65341.759927087274,0.114
72,72,3,4,703.625461563575,316.0,78745.14961067829,0.114
73,73,6,8,637.2298598861562,296.0,65341.759927087274,0.114
74,74,5,8,497.4279044195864,233.0,39935.241259193266,0.114
75,75,8,8,406.72633871362433,243.0,29710.895069066504,0.114
76,76,6,3,637.2298598861562,296.0,65341.759927087274,0.114
77,77,6,1,637.2298598861562,296.0,65341.759927087274,0.114
78,78,5,4,497.4279044195864,233.0,39935.241259193266,0.114
79,79,8,4,406.72633871362433,243.0,29710.895069066504,0.114
80,80,8,6,406.72633871362433,243.0,29710.895069066504,0.114
81,81,1,6,312.5947515174914,631.0,65632.75811061822,0.114
82,82,4,8,837.2166583606537,293.0,104135.99305079236,0.114
83,83,1,0,312.5947515174914,631.0,65632.75811061822,0.114
84,84,1,6,312.5947515174914,631.0,65632.75811061822,0.114
85,85,0,3,719.5871280224214,262.0,77620.75573468984,0.114
86,86,6,4,637.2298598861562,296.0,65341.759927087274,0.114
87,87,0,4,719.5871280224214,262.0,77620.75573468984,0.114
88,88,1,4,312.5947515174914,631.0,65632.75811061822,0.114
89,89,4,4,837.2166583606537,293.0,104135.99305079236,0.114
90,90,0,1,719.5871280224214,262.0,77620.75573468984,0.114
91,91,4,1,837.2166583606537,293.0,104135.99305079236,0.114
92,92,4,7,837.2166583606537,293.0,104135.99305079236,0.114
93,93,4,3,837.2166583606537,293.0,104135.99305079236,0.114
94,94,4,5,837.2166583606537,293.0,104135.99305079236,0.114
95,95,8,6,406.72633871362433,243.0,29710.895069066504,0.114
96,96,8,1,406.72633871362433,243.0,29710.895069066504,0.114
97,97,6,3,637.2298598861562,296.0,65341.759927087274,0.114
98,98,0,8,719.5871280224214,262.0,77620.75573468984,0.114
99,99,1,8,312.5947515174914,631.0,65632.75811061822,0.114
100,100,0,4,719.5871280224214,262.0,77620.75573468984,0.114
101,101,4,4,837.2166583606537,293.0,104135.99305079236,0.114
102,102,4,4,837.2166583606537,293.0,104135.99305079236,0.114
103,103,8,4,406.72633871362433,243.0,29710.895069066504,0.114
104,104,8,4,406.72633871362433,243.0,29710.895069066504,0.114
105,105,6,4,637.2298598861562,296.0,65341.759927087274,0.114
106,106,8,4,406.72633871362433,243.0,29710.895069066504,0.114
107,107,1,4,312.5947515174914,631.0,65632.75811061822,0.114
108,108,4,4,837.2166583606537,293.0,104135.99305079236,0.114
109,109,4,4,837.2166583606537,293.0,104135.99305079236,0.114
110,110,4,4,837.2166583606537,293.0,104135.99305079236,0.114
111,111,8,4,406.72633871362433,243.0,29710.895069066504,0.114
112,112,6,1,637.2298598861562,296.0,65341.759927087274,0.114
113,113,6,1,637.2298598861562,296.0,65341.759927087274,0.114
114,114,6,6,637.2298598861562,296.0,65341.759927087274,0.114
115,115,4,1,837.2166583606537,293.0,104135.99305079236,0.114
116,116,5,4,497.4279044195864,233.0,39935.241259193266,0.114
117,117,1,8,312.5947515174914,631.0,65632.75811061822,0.114
118,118,8,4,406.72633871362433,243.0,29710.895069066504,0.114
119,119,1,4,312.5947515174914,631.0,65632.75811061822,0.114
120,120,1,4,312.5947515174914,631.0,65632.75811061822,0.114
121,121,8,4,406.72633871362433,243.0,29710.895069066504,0.114
122,122,4,4,837.2166583606537,293.0,104135.99305079236,0.114
123,123,7,8,296.28054076293597,137.0,14102.799255324951,0.114
124,124,8,4,406.72633871362433,243.0,29710.895069066504,0.114
125,125,8,4,406.72633871362433,243.0,29710.895069066504,0.114
126,126,8,1,406.72633871362433,243.0,29710.895069066504,0.114
127,127,8,4,406.72633871362433,243.0,29710.895069066504,0.114
128,128,4,4,837.2166583606537,293.0,104135.99305079236,0.114
129,129,4,4,837.2166583606537,293.0,104135.99305079236,0.114
130,130,4,4,837.2166583606537,293.0,104135.99305079236,0.114
131,131,4,4,837.2166583606537,293.0,104135.99305079236,0.114
132,132,4,4,837.2166583606537,293.0,104135.99305079236,0.114
133,133,3,6,703.625461563575,316.0,78745.14961067829,0.114
134,134,8,8,406.72633871362433,243.0,29710.895069066504,0.114
135,135,8,8,406.72633871362433,243.0,29710.895069066504,0.114
136,136,1,4,312.5947515174914,631.0,65632.75811061822,0.114
137,137,1,4,312.5947515174914,631.0,65632.75811061822,0.114
138,138,8,6,406.72633871362433,243.0,29710.895069066504,0.114
139,139,8,4,406.72633871362433,243.0,29710.895069066504,0.114
140,140,7,7,296.28054076293597,137.0,14102.799255324951,0.114
141,141,8,8,406.72633871362433,243.0,29710.895069066504,0.114
142,142,0,8,719.5871280224214,262.0,77620.75573468984,0.114
143,143,3,8,703.625461563575,316.0,78745.14961067829,0.114
144,144,5,4,497.4279044195864,233.0,39935.241259193266,0.114
145,145,8,6,406.72633871362433,243.0,29710.895069066504,0.114
146,146,8,6,406.72633871362433,243.0,29710.895069066504,0.114
147,147,8,4,406.72633871362433,243.0,29710.895069066504,0.114
148,148,8,4,406.72633871362433,243.0,29710.895069066504,0.114
149,149,4,3,837.2166583606537,293.0,104135.99305079236,0.114
150,150,6,4,637.2298598861562,296.0,65341.759927087274,0.114
151,151,4,4,837.2166583606537,293.0,104135.99305079236,0.114
152,152,8,4,406.72633871362433,243.0,29710.895069066504,0.114
153,153,4,1,837.2166583606537,293.0,104135.99305079236,0.114
154,154,4,8,837.2166583606537,293.0,104135.99305079236,0.114
155,155,8,6,406.72633871362433,243.0,29710.895069066504,0.114
156,156,6,6,637.2298598861562,296.0,65341.759927087274,0.114
157,157,3,6,703.625461563575,316.0,78745.14961067829,0.114
158,158,4,5,837.2166583606537,293.0,104135.99305079236,0.114
159,159,4,3,837.2166583606537,293.0,104135.99305079236,0.114
160,160,4,6,837.2166583606537,293.0,104135.99305079236,0.114
161,161,4,6,837.2166583606537,293.0,104135.99305079236,0.114
162,162,4,6,837.2166583606537,293.0,104135.99305079236,0.114
163,163,8,1,406.72633871362433,243.0,29710.895069066504,0.114
164,164,8,5,406.72633871362433,243.0,29710.895069066504,0.114
165,165,4,4,837.2166583606537,293.0,104135.99305079236,0.114
166,166,4,4,837.2166583606537,293.0,104135.99305079236,0.114
167,167,4,8,837.2166583606537,293.0,104135.99305079236,0.114
168,168,0,4,719.5871280224214,262.0,77620.75573468984,0.114
169,169,0,4,719.5871280224214,262.0,77620.75573468984,0.114
170,170,8,1,406.72633871362433,243.0,29710.895069066504,0.114
171,171,3,6,703.625461563575,316.0,78745.14961067829,0.114
172,172,1,1,312.5947515174914,631.0,65632.75811061822,0.114
173,173,2,8,1165.9945839264515,592.0,226331.56621080512,0.114
174,174,8,5,406.72633871362433,243.0,29710.895069066504,0.114
175,175,8,0,406.72633871362433,243.0,29710.895069066504,0.114
176,176,2,0,1165.9945839264515,592.0,226331.56621080512,0.114
177,177,8,4,406.72633871362433,243.0,29710.895069066504,0.114
178,178,1,4,312.5947515174914,631.0,65632.75811061822,0.114
179,179,3,4,703.625461563575,316.0,78745.14961067829,0.114
180,180,8,4,406.72633871362433,243.0,29710.895069066504,0.114
181,181,8,8,406.72633871362433,243.0,29710.895069066504,0.114
182,182,4,8,837.2166583606537,293.0,104135.99305079236,0.114
183,183,4,8,837.2166583606537,293.0,104135.99305079236,0.114
184,184,4,5,837.2166583606537,293.0,104135.99305079236,0.114
185,185,4,6,837.2166583606537,293.0,104135.99305079236,0.114
186,186,6,8,637.2298598861562,296.0,65341.759927087274,0.114
187,187,6,8,637.2298598861562,296.0,65341.759927087274,0.114
188,188,8,7,406.72633871362433,243.0,29710.895069066504,0.114
189,189,8,5,406.72633871362433,243.0,29710.895069066504,0.114
190,190,4,4,837.2166583606537,293.0,104135.99305079236,0.114
191,191,4,3,837.2166583606537,293.0,104135.99305079236,0.114
192,192,2,6,1165.9945839264515,592.0,226331.56621080512,0.114
193,193,7,6,296.28054076293597,137.0,14102.799255324951,0.114
194,194,5,6,497.4279044195864,233.0,39935.241259193266,0.114
195,195,6,1,637.2298598861562,296.0,65341.759927087274,0.114
196,196,7,8,296.28054076293597,137.0,14102.799255324951,0.114
197,197,4,8,837.2166583606537,293.0,104135.99305079236,0.114
198,198,4,6,837.2166583606537,293.0,104135.99305079236,0.114
199,199,4,6,837.2166583606537,293.0,104135.99305079236,0.114
200,200,4,8,837.2166583606537,293.0,104135.99305079236,0.114
201,201,3,1,703.625461563575,316.0,78745.14961067829,0.114
202,202,4,1,837.2166583606537,293.0,104135.99305079236,0.114
203,203,4,7,837.2166583606537,293.0,104135.99305079236,0.114
204,204,4,4,837.2166583606537,293.0,104135.99305079236,0.114
205,205,4,4,837.2166583606537,293.0,104135.99305079236,0.114
206,206,0,5,719.5871280224214,262.0,77620.75573468984,0.114
207,207,8,7,406.72633871362433,243.0,29710.895069066504,0.114
208,208,4,1,837.2166583606537,293.0,104135.99305079236,0.114
209,209,8,1,406.72633871362433,243.0,29710.895069066504,0.114
210,210,8,6,406.72633871362433,243.0,29710.895069066504,0.114
211,211,6,8,637.2298598861562,296.0,65341.759927087274,0.114
212,212,4,6,837.2166583606537,293.0,104135.99305079236,0.114
213,213,6,4,637.2298598861562,296.0,65341.759927087274,0.114
214,214,4,4,837.2166583606537,293.0,104135.99305079236,0.114
215,215,4,5,837.2166583606537,293.0,104135.99305079236,0.114
216,216,4,8,837.2166583606537,293.0,104135.99305079236,0.114
217,217,4,4,837.2166583606537,293.0,104135.99305079236,0.114
218,218,4,4,837.2166583606537,293.0,104135.99305079236,0.114
219,219,8,4,406.72633871362433,243.0,29710.895069066504,0.114
220,220,8,4,406.72633871362433,243.0,29710.895069066504,0.114
221,221,3,8,703.625461563575,316.0,78745.14961067829,0.114
222,222,7,1,296.28054076293597,137.0,14102.799255324951,0.114
223,223,8,5,406.72633871362433,243.0,29710.895069066504,0.114
224,224,8,3,406.72633871362433,243.0,29710.895069066504,0.114
225,225,6,3,637.2298598861562,296.0,65341.759927087274,0.114
226,226,6,5,637.2298598861562,296.0,65341.759927087274,0.114
227,227,0,5,719.5871280224214,262.0,77620.75573468984,0.114
228,228,8,1,406.72633871362433,243.0,29710.895069066504,0.114
229,229,8,8,406.72633871362433,243.0,29710.895069066504,0.114
230,230,8,6,406.72633871362433,243.0,29710.895069066504,0.114
231,231,4,3,837.2166583606537,293.0,104135.99305079236,0.114
232,232,4,8,837.2166583606537,293.0,104135.99305079236,0.114
233,233,0,6,719.5871280224214,262.0,77620.75573468984,0.114
234,234,6,8,637.2298598861562,296.0,65341.759927087274,0.114
235,235,8,8,406.72633871362433,243.0,29710.895069066504,0.114
236,236,1,3,312.5947515174914,631.0,65632.75811061822,0.114
237,237,1,5,312.5947515174914,631.0,65632.75811061822,0.114
238,238,4,0,837.2166583606537,293.0,104135.99305079236,0.114
239,239,4,8,837.2166583606537,293.0,104135.99305079236,0.114
240,240,4,8,837.2166583606537,293.0,104135.99305079236,0.114
241,241,4,0,837.2166583606537,293.0,104135.99305079236,0.114
242,242,1,3,312.5947515174914,631.0,65632.75811061822,0.114
243,243,7,3,296.28054076293597,137.0,14102.799255324951,0.114
244,244,3,8,703.625461563575,316.0,78745.14961067829,0.114
245,245,0,8,719.5871280224214,262.0,77620.75573468984,0.114
246,246,1,8,312.5947515174914,631.0,65632.75811061822,0.114
247,247,1,4,312.5947515174914,631.0,65632.75811061822,0.114
248,248,5,4,497.4279044195864,233.0,39935.241259193266,0.114
249,249,4,8,837.2166583606537,293.0,104135.99305079236,0.114
250,250,8,1,406.72633871362433,243.0,29710.895069066504,0.114
251,251,4,0,837.2166583606537,293.0,104135.99305079236,0.114
252,252,4,8,837.2166583606537,293.0,104135.99305079236,0.114
253,253,4,0,837.2166583606537,293.0,104135.99305079236,0.114
254,254,4,0,837.2166583606537,293.0,104135.99305079236,0.114
255,255,4,8,837.2166583606537,293.0,104135.99305079236,0.114
256,256,4,3,837.2166583606537,293.0,104135.99305079236,0.114
257,257,4,8,837.2166583606537,293.0,104135.99305079236,0.114
258,258,4,3,837.2166583606537,293.0,104135.99305079236,0.114
259,259,4,4,837.2166583606537,293.0,104135.99305079236,0.114
260,260,7,8,296.28054076293597,137.0,14102.799255324951,0.114
261,261,6,8,637.2298598861562,296.0,65341.759927087274,0.114
262,262,6,8,637.2298598861562,296.0,65341.759927087274,0.114
263,263,4,4,837.2166583606537,293.0,104135.99305079236,0.114
264,264,4,4,837.2166583606537,293.0,104135.99305079236,0.114
265,265,1,4,312.5947515174914,631.0,65632.75811061822,0.114
266,266,4,6,837.2166583606537,293.0,104135.99305079236,0.114
267,267,6,6,637.2298598861562,296.0,65341.759927087274,0.114
268,268,4,8,837.2166583606537,293.0,104135.99305079236,0.114
269,269,6,8,637.2298598861562,296.0,65341.759927087274,0.114
270,270,6,8,637.2298598861562,296.0,65341.759927087274,0.114
271,271,0,8,719.5871280224214,262.0,77620.75573468984,0.114
272,272,6,8,637.2298598861562,296.0,65341.759927087274,0.114
273,273,0,8,719.5871280224214,262.0,77620.75573468984,0.114
274,274,0,6,719.5871280224214,262.0,77620.75573468984,0.114
275,275,4,0,837.2166583606537,293.0,104135.99305079236,0.114
276,276,4,1,837.2166583606537,293.0,104135.99305079236,0.114
277,277,8,4,406.72633871362433,243.0,29710.895069066504,0.114
278,278,3,4,703.625461563575,316.0,78745.14961067829,0.114
279,279,8,4,406.72633871362433,243.0,29710.895069066504,0.114
280,280,8,4,406.72633871362433,243.0,29710.895069066504,0.114
281,281,5,4,497.4279044195864,233.0,39935.241259193266,0.114
282,282,3,4,703.625461563575,316.0,78745.14961067829,0.114
283,283,1,3,312.5947515174914,631.0,65632.75811061822,0.114
284,284,4,6,837.2166583606537,293.0,104135.99305079236,0.114
285,285,1,3,312.5947515174914,631.0,65632.75811061822,0.114
286,286,4,4,837.2166583606537,293.0,104135.99305079236,0.114
287,287,6,4,637.2298598861562,296.0,65341.759927087274,0.114
288,288,8,4,406.72633871362433,243.0,29710.895069066504,0.114
289,289,8,4,406.72633871362433,243.0,29710.895069066504,0.114
290,290,1,4,312.5947515174914,631.0,65632.75811061822,0.114
291,291,0,4,719.5871280224214,262.0,77620.75573468984,0.114
292,292,4,4,837.2166583606537,293.0,104135.99305079236,0.114
293,293,4,1,837.2166583606537,293.0,104135.99305079236,0.114
294,294,4,1,837.2166583606537,293.0,104135.99305079236,0.114
295,295,4,6,837.2166583606537,293.0,104135.99305079236,0.114
296,296,4,4,837.2166583606537,293.0,104135.99305079236,0.114
297,297,4,4,837.2166583606537,293.0,104135.99305079236,0.114
298,298,8,4,406.72633871362433,243.0,29710.895069066504,0.114
299,299,4,8,837.2166583606537,293.0,104135.99305079236,0.114
300,300,8,5,406.72633871362433,243.0,29710.895069066504,0.114
301,301,0,0,719.5871280224214,262.0,77620.75573468984,0.114
302,302,3,1,703.625461563575,316.0,78745.14961067829,0.114
303,303,4,5,837.2166583606537,293.0,104135.99305079236,0.114
304,304,8,3,406.72633871362433,243.0,29710.895069066504,0.114
305,305,4,3,837.2166583606537,293.0,104135.99305079236,0.114
306,306,4,8,837.2166583606537,293.0,104135.99305079236,0.114
307,307,4,6,837.2166583606537,293.0,104135.99305079236,0.114
308,308,4,6,837.2166583606537,293.0,104135.99305079236,0.114
309,309,4,4,837.2166583606537,293.0,104135.99305079236,0.114
310,310,4,4,837.2166583606537,293.0,104135.99305079236,0.114
311,311,4,4,837.2166583606537,293.0,104135.99305079236,0.114
312,312,4,4,837.2166583606537,293.0,104135.99305079236,0.114
313,313,4,8,837.2166583606537,293.0,104135.99305079236,0.114
314,314,4,3,837.2166583606537,293.0,104135.99305079236,0.114
