,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,1,720.3400333294388,1,6957.844066937938,5,1663.7326509375323,50.56062167601119,110.83332525302177,0,1,-5.620657330070755,1,17.33527985584823,0,28.10054205147449,0,59.71431309147459,0,204.5383807495492,1,24.89046190891929,0.001449628023433674,92.85515647299162,952.9449031265287,0.053345841755606485,46.117117526061065,6.300937091306517,0,1147.6639922287982,1.0,109967.53580732146,3.2999838733037463,199.31708988223969,-601.5919500275481,1.0,6859.683757111533,36.99485596707819
1,1,0,651.7441891779363,1,7036.093766034182,2,1649.4632057143087,43.538165073657645,108.91392186020296,2,1,-14.237503525831487,1,17.359182435383257,0,28.25846481038826,0,59.35755597735543,1,203.1219445311924,1,24.925134358619854,0.001486897793554145,118.48781346723604,941.0700923277968,0.052973342846660866,49.424534561663535,5.940760644760858,0,1147.6639922287982,11959.091528,194054.06071293808,3.2999838733037463,523.0072963769576,-601.5919500275481,260.32727427717964,11497.323866525838,36.99485596707819
2,2,0,660.9623628940104,1,7055.286834870129,3,1659.6661891976307,46.29013168875245,103.72416830034769,2,1,-24.344339267783308,1,17.705071353878452,0,27.835821401468486,0,59.53821771082571,0,202.72590174160626,1,23.733551482616292,0.0014565814935103914,111.24815039579241,970.317664591156,0.0532213790979231,39.52969843168675,6.148032695563632,3,1147.6639922287982,11959.091528,202556.06777279265,3.2999838733037463,315.4336871581015,-601.5919500275481,260.32727427717964,12072.875873037825,36.99485596707819
3,3,0,1196.281393420315,1,7052.479066980684,3,1664.0954530373301,46.66748457566657,122.7985066011899,1,1,-9.431299135078802,1,21.413386935699442,0,27.895789101327626,1,59.327659256611646,1,202.82549605123899,1,24.40297289508515,0.0014191803269179744,122.73469352090174,949.7801630149164,0.054415697474265765,48.200720012006066,6.343009959684231,4,1147.6639922287982,6023.86254599,120596.14823185885,3.2999838733037463,472.98588094959814,-601.5919500275481,214.4011453125436,7565.527356539334,36.99485596707819
4,4,0,1162.6118375532053,1,6811.50528971063,5,1672.4815530167716,47.21032923942179,131.53172591230486,0,1,-15.394573678873387,1,20.705165602565252,0,27.865432115478534,1,59.5632706994116,1,201.08472119765582,1,23.119259792902604,0.001453272401306871,139.05540826201334,981.4421498215806,0.05532494472324825,51.86581650803565,4.6946109161978535,2,1147.6639922287982,1.0,108918.1499883692,3.2999838733037463,450.66556886646487,-601.5919500275481,1.0,6886.7040368038815,36.99485596707819
5,5,0,1388.1907348631696,0,7155.3711384852,5,1657.1388321696813,35.24351476156836,115.4973675457577,0,1,-23.178997475351053,1,20.29352421384814,0,25.866084273507308,1,60.23908063791506,0,199.51012431664623,1,21.7604641917947,0.001441954962336834,116.83856472178944,1015.2890091617894,0.05471745225311705,53.2354324429423,7.038636568446129,0,1147.6639922287982,1.0,65279.11067982558,3.2999838733037463,154.7831288314258,-601.5919500275481,1.0,3484.558125737808,36.99485596707819
6,6,0,1024.7010095687408,0,7421.3954209760195,2,1670.4220609050776,46.813662050887366,118.09754676125836,3,1,-2.23406887579192,0,18.03181106583977,0,29.661586476262336,1,59.86030220430347,0,200.704404714554,1,24.40057335792081,0.0013473455775161365,143.8528627752354,1015.2968548642207,0.05058693582007343,54.64713255319191,5.279201073562653,4,1147.6639922287982,18727.4606703,320014.60487939947,3.2999838733037463,492.096479826648,-601.5919500275481,101.70283943007358,16248.50784684584,36.99485596707819
7,7,0,1085.864460568348,0,7205.818781774633,3,1660.3311212844644,59.01420858367162,117.65970385267093,3,1,14.95948847727962,1,19.3517420137318,0,28.23524817946995,1,59.710720871082536,0,202.00043319088033,1,24.166987413113674,0.0014388236169758325,108.27235282792105,1033.3298000972468,0.05175452018143284,50.392321859282724,5.959749725713593,0,1147.6639922287982,18727.4606703,334783.5661381861,3.2999838733037463,579.0164367704106,-601.5919500275481,101.70283943007358,17532.966277371073,36.99485596707819
8,8,0,960.3430397748216,0,7245.365079562581,5,1680.8902275538044,53.40406841870328,112.19183389679144,0,1,-25.464906721313817,1,18.723791910949355,0,28.554809470757434,0,59.4871189868169,0,198.08934650533445,1,25.58368443849458,0.0014316293704937696,50.60504425705329,1028.7140225559256,0.0526107206974142,49.169472860058974,7.010897346922609,0,1147.6639922287982,1.0,75139.33368799559,3.2999838733037463,104.13054605000572,-601.5919500275481,1.0,3971.8003539132496,36.99485596707819
9,9,1,1109.2735730161442,0,6955.631540184218,2,1710.1714454752523,47.89982185823808,116.1548313844424,0,1,28.48284865929994,1,18.980108133139023,0,26.41876501395124,0,59.019147007120466,0,201.08817444078895,1,24.003573095990863,0.0014116525533357678,85.63274590024419,1006.7376453380923,0.05361967903203607,52.1888973691881,7.518841259761622,3,1147.6639922287982,1.0,54340.44444013063,3.2999838733037463,127.47276780905355,-601.5919500275481,1.0,2862.286936872017,36.99485596707819
