,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,58838.75117627723,74.97173639565851,35.346832877056336,43.52570828961175,55.065853001900464
1,1,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,203743.68513109148,110.07747137030285,153.05039810904415,43.52570828961175,37.53286002722755
2,2,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,209890.2580787995,126.07677362961596,162.42924542635262,43.52570828961175,16.304102686509385
3,3,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,131741.69071455052,87.44350065815256,102.76201760952213,43.52570828961175,0.0
4,4,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,198841.95894992264,126.59061691565071,148.00725738676738,43.52570828961175,36.57750828148136
5,5,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,185360.6464165604,108.47458954551176,137.28418303610306,43.52570828961175,86.97728170194844
6,6,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,366906.9852844977,158.02217719940438,257.92679660637594,43.52570828961175,59.46159985681256
7,7,sex_male,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,238447.41233607105,118.57676129529804,177.34606914810718,43.52570828961175,0.0
8,8,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,353173.6888975737,153.96735406086432,237.3647941862713,43.52570828961175,29.909807092027783
9,9,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,361272.79760755756,163.62194664595998,251.7384377821652,43.52570828961175,76.9098729469168
10,10,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,347020.49446809915,157.54418028946498,245.2930847069665,43.52570828961175,117.2921475586421
