,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,66933.38994780825,39.251775814789426,40.95829972366836,39.28333333333333,26.21057516747691
1,1,sex_male,Urbanity_Rural,Size_4,age_76_85,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,197652.12645781977,72.64467591324691,131.6826405152699,39.28333333333333,0.0
2,2,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,103122.23196032886,47.86603213413533,82.1625394898589,39.28333333333333,14.286659048198203
3,3,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,360725.6778777279,122.69857815117088,249.36167071616464,39.28333333333333,62.41971667510676
4,4,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,177421.1207769482,64.52332760319021,123.43704626214344,39.28333333333333,61.80362408665483
5,5,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,217122.0457642764,84.42055564114735,160.36480943798097,39.28333333333333,47.3983850741474
6,6,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,82003.18033657147,32.88786890677141,67.11769848787924,39.28333333333333,65.70215331355301
7,7,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,214325.0419277871,84.62497653814431,154.4285596395749,39.28333333333333,69.25357629559616
8,8,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,211012.9099774749,123.9193710556739,152.47633726136894,39.28333333333333,80.17736123460911
9,9,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,376542.6334479126,169.00807748809774,266.50674588290235,39.28333333333333,20.77956499097492
10,10,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,127627.85969218994,53.66332049618747,96.92177870447479,39.28333333333333,20.824322286728936
11,11,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,119709.55782477355,58.73131454494608,90.268986424337,39.28333333333333,82.55898006141206
12,12,sex_female,Urbanity_Rural,Size_4,age_26_35,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,91182.44894469164,42.085479700014936,62.02831601903215,39.28333333333333,20.066933984594865
13,13,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,100420.22853210453,46.07342977729309,74.39207470735275,39.28333333333333,43.79814585814535
14,14,sex_male,Urbanity_Urban,Size_3,age_19_25,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,193183.13342360329,72.10396656801126,146.75160225471018,39.28333333333333,56.52701116300156
15,15,sex_female,Urbanity_Urban,Size_7,age_76_85,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,264315.5229538284,132.59157183131686,196.45931813714637,39.28333333333333,22.458080582139686
16,16,sex_female,Urbanity_Rural,Size_8,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,419788.0844911419,123.03922781395978,279.7511921629517,39.28333333333333,41.80144291491931
17,17,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,222331.25668755715,75.50224662064062,165.16303342145412,39.28333333333333,49.69499729127718
18,18,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,404602.64887664304,113.18897723885651,275.1154828220829,39.28333333333333,0.0
19,19,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,213431.97506082145,72.91697227920055,156.77049976766037,39.28333333333333,51.681325118075584
20,20,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,345424.3802934067,90.59529230032541,231.12309505444026,39.28333333333333,3.0590026359299936
21,21,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,143570.738137287,92.96437943754505,110.61996256681307,39.28333333333333,6.919476108289535
22,22,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_yes,61734.480682700996,59.85423429459414,40.20343581091452,39.28333333333333,49.04268281885903
23,23,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,374235.39616684313,154.00150614142711,269.73847220030257,39.28333333333333,59.5745186434174
24,24,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,361292.09365837654,150.34236097558082,248.00485783770242,39.28333333333333,47.49917201891162
25,25,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,95288.16205409868,43.32618050865193,70.98606286857178,39.28333333333333,53.60026065303545
