,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,73.7242723736,268187.065618,176.917317457,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_36_45,Education_College,Size_7,sex_female,Urbanity_Rural,0.0,51.0,1,63.36025959004228
1,61.6825210908,188460.351488,137.872051298,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_26_35,Education_High_School,Size_5,sex_female,Urbanity_Urban,1.0,61.0,1,61.51639151008728
2,70.22535708310001,210561.848027,157.29549463799998,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_76_85,Education_High_School,Size_4,sex_male,Urbanity_Urban,2.0,61.0,1,25.68642914853614
3,77.2662055772,203062.522729,150.001631318,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_female,Urbanity_Urban,3.0,61.0,1,31.99685173778627
4,58.963441743699995,150016.233618,107.158722369,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,4.0,31.0,1,38.383758544622324
5,101.463878312,131795.525284,100.976375485,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_female,Urbanity_Urban,5.0,31.0,1,35.590086891997856
6,70.8646947675,279791.664951,182.87548368900002,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_66_75,Education_College,Size_7,sex_male,Urbanity_Rural,6.0,51.0,1,17.36799410356996
7,68.5340833513,177994.745454,136.10961250100002,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,7.0,31.0,1,0.08946971593066175
9,74.25198310520001,185503.42333,132.284040861,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,9.0,61.0,1,66.94443733041564
10,87.10044646520002,298279.714197,213.94888004599997,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_66_75,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,10.0,81.0,1,31.26127311777638
11,71.67594335689999,214869.96885300003,161.249636412,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,21.216306868003162
12,91.86844730719999,308453.210141,224.68455958099997,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_5,sex_male,Urbanity_Urban,12.0,81.0,1,20.212883976844033
13,89.8501517426,307055.45768,224.658589388,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_5,sex_male,Urbanity_Urban,13.0,81.0,1,20.212883976844033
14,59.0817084673,176109.65533399995,134.91257587299998,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,14.0,31.0,1,26.134878869495967
15,47.3361083837,158864.314355,118.32750212299999,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,15.0,31.0,1,39.469273865910175
16,43.9433886067,107420.913797,70.74466838640001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,16.0,1.0,1,37.44015694816935
17,31.6556925748,112648.620372,76.1160612762,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,17.0,1.0,1,26.048150228212773
18,20.5321190296,106721.59925,70.8920624768,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_26_35,Education_Elementary_School,Size_6,sex_male,Urbanity_Rural,18.0,1.0,1,29.739103451912037
19,27.916248382800003,104525.412476,72.0213298515,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,19.0,1.0,1,45.228484302364066
21,31.955631967600002,108862.946556,72.25658626020001,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_56_65,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,21.0,1.0,1,34.8360564671467
22,85.458837903,258401.029675,180.702390342,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_10,sex_male,Urbanity_Rural,22.0,51.0,1,78.21589281321987
23,54.713509282,184397.132185,130.545276459,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_High_School,Size_8,sex_female,Urbanity_Rural,23.0,31.0,1,72.80273038797675
24,66.1817053908,225216.644724,153.109835067,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,24.0,51.0,1,20.46842778973655
25,65.233494575,163107.919541,112.83208813700001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,25.0,21.0,1,33.89515194232746
26,23.6735732479,58617.2190866,36.129698790300004,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,26.0,1.0,1,65.65317081654348
27,42.0832641623,114083.792422,75.886965238,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_56_65,Education_High_School,Size_1,sex_male,Urbanity_Rural,27.0,1.0,1,22.281614973127194
28,11.527113021600002,45520.3163457,26.0908279493,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,28.0,1.0,1,52.33923486853254
29,35.4417112527,122489.761348,83.7597181419,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_High_School,Size_1,sex_male,Urbanity_Rural,29.0,1.0,1,19.976810556141945
30,40.1412399046,131182.856002,88.710006156,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,30.0,1.0,1,31.25281666593958
31,67.604329677,193840.756403,136.339637493,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,31.0,61.0,1,18.79079419657884
32,69.5234102614,179732.890662,135.440858954,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,32.0,31.0,1,0.3062923208942287
34,65.1160530633,161931.27063299998,118.422773457,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,34.0,31.0,1,61.582275179549654
35,57.258707107,183752.127674,136.348002603,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_High_School,Size_2,sex_male,Urbanity_Urban,35.0,61.0,1,17.529510363540336
36,126.906145742,260155.60042800003,186.040046053,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_66_75,Education_High_School,Size_8,sex_male,Urbanity_Urban,36.0,61.0,1,17.237093520825837
37,61.92580874430001,195955.447109,132.664784845,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_High_School,Size_8,sex_male,Urbanity_Rural,37.0,31.0,1,33.442047865011766
38,64.8584869569,194673.537919,131.354424863,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,38.0,51.0,1,38.267834891522654
