,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,192645.571191,62.400930782799996,139.148803507,39.057084607543324,1.3619200366523172
1,1,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,208691.498478,63.7331310432,143.731339425,39.057084607543324,79.18838516320277
2,2,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,280181.98146700003,100.321048615,201.983500082,39.057084607543324,44.61105265273115
3,3,sex_female,Urbanity_Urban,Size_5,age_26_35,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,284942.061248,130.49416813,205.022929024,39.057084607543324,68.18014783595275
4,4,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,232992.88431700002,127.672295974,173.528669312,39.057084607543324,54.49767798723459
5,5,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,192493.06801199997,103.591146022,128.835789291,39.057084607543324,30.52720345306896
6,6,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,157610.858901,105.05263472799999,107.59440379600001,39.057084607543324,57.404334717662124
7,7,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,156863.666077,106.70512775799999,104.847360906,39.057084607543324,57.404334717662124
8,8,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,74550.9405448,70.7989051862,46.759977839899996,39.057084607543324,63.635012443086026
9,9,sex_male,Urbanity_Rural,Size_1,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,133503.48363499998,94.96778739959998,88.80869441680001,39.057084607543324,24.67331057461277
10,10,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,203516.835222,117.39010869200001,147.613381289,39.057084607543324,0.0
11,11,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_no,TV_yes,Cooking_no,Refrigeration_no,AC_yes,240023.73245100002,117.032339491,171.12981831,39.057084607543324,75.36779259005657
12,12,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,193749.41978599998,110.536373724,140.36308460200001,39.057084607543324,49.226978626098386
