,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,132.801265229,301290.839655,214.46093590400002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,0.0,81.0,1,16.886257978265828
1,83.387621322,254349.570528,188.19118342,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,1.0,81.0,1,19.99585342023912
2,68.0587215854,83789.56988089999,54.1335879419,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,2.0,1.0,1,34.934220295821234
3,97.2657119532,184687.135878,128.487867398,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,3.0,51.0,1,24.02322114875456
4,71.4002521747,102868.320408,68.4602635616,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,4.0,1.0,1,15.101367955736992
5,81.5782090029,113665.268563,77.1395785414,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,5.0,1.0,1,15.468968675779227
6,95.511287868,261921.0637,175.811672233,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_4,sex_female,Urbanity_Rural,6.0,51.0,1,7.321170480966202
7,26.447406997399998,88395.6394874,58.025542934399994,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,7.0,1.0,1,48.7921943342303
8,83.2684264207,126992.648808,83.2794462119,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,8.0,1.0,1,43.78322785960768
9,52.288177151199996,164884.308959,123.79160287200001,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,9.0,31.0,1,21.175073769094077
