,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,46.596733326899994,175891.154724,121.89529375299999,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,0.0,21.0,1,50.124577560800674
1,29.9174764616,107341.410867,70.792710646,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_no,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Rural,1.0,1.0,1,51.60646998275954
2,118.41689463899999,244375.132469,168.286669098,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Rural,2.0,51.0,1,29.525676986124893
3,45.8910408105,114745.499386,76.9602433414,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Rural,3.0,1.0,1,56.74154743651188
4,56.9449933093,154311.758513,105.46399755200001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_5,sex_male,Urbanity_Rural,4.0,1.0,1,31.368399924984487
5,52.73782633020001,154778.605898,103.456652099,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_4,sex_male,Urbanity_Rural,5.0,1.0,1,21.427970575448736
6,79.4257418104,223151.39051,151.264832829,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,6.0,51.0,1,79.34936971326194
7,75.6135290609,217425.106636,148.339880191,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,7.0,51.0,1,79.34936971326194
8,60.3454475631,153782.347029,101.92957565200001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_male,Urbanity_Rural,8.0,1.0,1,23.22847873564257
9,99.8200916345,158643.28715999998,110.954527896,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_6,sex_male,Urbanity_Rural,9.0,1.0,1,44.83261903578104
10,63.036351816499995,160922.745401,110.446511663,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Rural,10.0,1.0,1,17.842445066073896
11,101.445232225,166035.034954,116.32933348799999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Rural,11.0,1.0,1,15.03981752266238
12,52.867180310600006,133314.455306,90.96299274,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_5,sex_female,Urbanity_Rural,12.0,1.0,1,31.8935292237877
13,110.229558641,213191.553121,150.093730026,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_56_65,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,13.0,51.0,1,14.185961604072242
14,69.0734247351,186691.264415,132.487188441,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,14.0,51.0,1,25.51709290508685
15,39.6288088313,96358.4889891,64.6044382879,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_no,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,15.0,1.0,1,16.610150630854132
16,84.0561580025,210699.932686,147.43567995,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,16.0,51.0,1,31.672175382492146
