,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,110.233033489,239562.071328,173.72572194400001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_no,age_66_75,Education_High_School,Size_6,sex_male,Urbanity_Urban,0.0,61.0,1,4.353588745093727
3,90.40485778899999,285447.065502,204.986644203,AC_no,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_College,Size_4,sex_male,Urbanity_Urban,3.0,81.0,1,57.589479158919936
4,50.6992315771,145077.097943,109.03348130200001,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,4.0,31.0,1,55.5688547489773
5,99.7367744109,194628.921079,136.125609471,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,5.0,51.0,1,26.48333133346794
6,63.6358106105,77896.60889310001,49.116737131499995,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,6.0,1.0,1,68.6923312709045
7,118.36827458,242239.112048,159.965431825,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,7.0,51.0,1,34.2292239283843
8,108.099395428,207001.804787,154.513546257,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_High_School,Size_5,sex_male,Urbanity_Urban,8.0,61.0,1,22.19630939331591
9,96.08689507860001,159596.002694,118.86204501200001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,9.0,31.0,1,20.696696133638294
10,95.9068489575,170836.675498,128.178362655,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,10.0,31.0,1,19.227844538220644
12,82.1972686016,214161.786945,159.425193094,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_5,sex_male,Urbanity_Urban,12.0,61.0,1,18.021124915264377
13,63.564098791099994,175349.134287,119.190985322,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,13.0,21.0,1,27.48858932844481
14,40.1714192542,128401.592461,87.3270956148,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Rural,14.0,1.0,1,38.746077295395395
15,110.79394729799999,226997.341662,153.01646657,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Rural,15.0,51.0,1,63.59295273782835
16,37.283712294000004,123762.366274,84.764658222,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,16.0,1.0,1,16.70804557579225
17,48.59380922840001,142056.32170899998,98.3946369605,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_26_35,Education_High_School,Size_5,sex_female,Urbanity_Rural,17.0,1.0,1,47.98882385834555
