,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,247351.036492,135.535021569,173.83325558299998,44.848453608247425,46.601949450050014
1,1,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,189543.84230699998,110.49633747899999,135.08989704299998,44.848453608247425,120.83457777765555
2,2,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,145841.92338599998,100.29629929299999,99.5244966664,44.848453608247425,108.5233384207959
3,3,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,185823.056718,115.94527959999999,134.573486245,44.848453608247425,120.83457777765555
4,4,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,258388.389644,133.75355358299998,180.323062152,44.848453608247425,110.79443702406604
5,5,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,79766.4485845,83.4698418733,50.9138317611,44.848453608247425,55.22101709013321
6,6,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,141664.961821,103.443565369,104.80621067,44.848453608247425,0.0
7,7,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,200733.265191,116.08221043799999,145.11607316200002,44.848453608247425,0.0
8,8,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,200652.764449,120.23793200899999,148.41890355299998,44.848453608247425,97.6164052342552
9,9,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,211911.04414800002,117.57348878399999,158.809426492,44.848453608247425,10.604957716560488
10,10,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,111337.169775,89.4145878082,83.74255597300001,44.848453608247425,132.95628123684824
11,11,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,104429.403072,86.4648230933,76.1018960239,44.848453608247425,104.61456092374928
12,12,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,194295.200623,116.83605371700001,141.691366767,44.848453608247425,118.6333373286992
13,13,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,112210.817304,84.8572205487,84.16425177069999,44.848453608247425,132.95628123684824
14,14,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,213542.030299,126.04652020700001,155.626364407,44.848453608247425,85.76256195122713
15,15,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,195879.42548099998,119.024563484,143.412026331,44.848453608247425,0.0
16,16,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,276072.479919,145.486156328,205.132008908,44.848453608247425,0.0
17,17,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,280445.07234099996,140.498096411,203.25953516799999,44.848453608247425,71.22253838855843
18,18,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_no,200792.719052,80.0373747942,147.549960855,44.848453608247425,0.0
19,19,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,227178.933054,126.15008741,167.422768791,44.848453608247425,3.375324177609808
20,20,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,195043.271952,123.474062762,142.50059553100002,44.848453608247425,0.0
21,21,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_yes,Refrigeration_yes,AC_yes,193810.349707,116.484241276,128.37189635299998,44.848453608247425,55.22666557689414
