,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,62.400930782799996,192645.571191,139.148803507,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_High_School,Size_4,sex_male,Urbanity_Urban,0.0,61.0,1,0.3619200366523172
1,63.7331310432,208691.498478,143.731339425,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,1.0,51.0,1,61.18838516320277
2,100.321048615,280181.98146700003,201.983500082,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,2.0,81.0,1,30.611052652731154
3,130.49416813,284942.061248,205.022929024,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_5,sex_female,Urbanity_Urban,3.0,81.0,1,48.18014783595275
4,127.672295974,232992.884317,173.528669312,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,4.0,81.0,1,26.497677987234596
5,103.591146022,192493.068012,128.835789291,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,5.0,51.0,1,25.527203453068964
6,105.05263472799999,157610.858901,107.59440379600001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,6.0,21.0,1,46.40433471766213
7,106.70512775799999,156863.666077,104.847360906,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,7.0,21.0,1,47.40433471766213
8,70.7989051862,74550.9405448,46.759977839899996,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,8.0,1.0,1,63.635012443086026
9,94.96778739959998,133503.48363499998,88.80869441680002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,9.0,21.0,1,22.67331057461277
11,117.032339491,240023.732451,171.12981831,AC_yes,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,38.36779259005657
12,110.536373724,193749.419786,140.36308460200001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Urban,12.0,61.0,1,32.22697862609839
13,106.831550206,206690.899089,153.097491577,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,13.0,81.0,1,26.677680985276382
