w_age_log__,c_w_age,w_dutyp,c_w_dutyp,w_urban,c_w_urban,w_sex,c_w_sex,w_ban,w_connectio,e_sqm,c_e_sqm,e_income_log__,c_e_income,e_hhsize,c_e_hhsize,c_e_sex,c_e_urban,c_e_dutyp,e_edu,w_age,w_Intercept,c_w_ban,c_w_connectio,Water__0,e_cdd,e_income,e_Intercept,c_e_edu,Electricity__0
3.849296175519841,0.382641405815124,1,-10.6958584507266,1,125.211189211518,1,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,292.0992213944983,6394.0,732.589094443967,3329.17321052453,-625.98194077,2898.9140738912465
3.849296175519841,0.382641405815124,1,-10.6958584507266,1,125.211189211518,0,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,292.0657884753846,6394.0,732.589094443967,3329.17321052453,-625.98194077,2947.733386209523
3.849296175519841,0.382641405815124,0,-10.6958584507266,1,125.211189211518,1,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,295.9925760161978,6394.0,732.589094443967,3329.17321052453,-625.98194077,2423.9902132254297
3.5742822935644956,0.3952389182824533,1,-9.115175047926272,1,130.40426989395752,0,-0.2614701562294323,0,0,107.53858077940419,15.886595621711914,6.59192505960254,0.045645569231376665,3.7071896339507338,970.9331782100903,-191.64929346444973,-3556.4499576504377,2119.2425518852065,2,35.66901174757934,367.537176956256,1.0,1.0,183.06727756105073,6394.0,729.183240841715,3329.17321052453,-625.98194077,2993.750778273805
4.112672832592286,0.3782386819959465,1,-8.860506129122644,1,122.72501048539655,1,-0.33736442945239986,0,1,109.07504631794784,15.868670646008677,6.5953105002573675,0.04605692072652807,3.7219727363321065,979.8464044654921,-155.3064456833671,-3570.105420910917,1981.4282037534642,2,61.109835839539045,367.537176956256,1.0,27.3588946399,193.48267113065478,6394.0,731.6560308101617,3329.17321052453,-625.98194077,2936.5665120023405
3.566997888608826,0.4097964593600189,1,-7.778639017805349,1,123.39980670803939,0,-0.4306091784746747,0,1,156.61304235059336,15.737886749767261,6.600723412867763,0.04012665982080074,4.975275761138142,1022.2896232133996,-143.9252779946194,-3207.3434602531447,1903.8720300084797,2,35.41012827242666,367.537176956256,1.0,27.3588946399,191.1133096961236,6394.0,735.6271589545697,3329.17321052453,-625.98194077,3567.829744645549
3.909013487833053,0.3095228856601171,0,-5.466031031475385,1,123.480870372768,1,-0.6489819328468709,0,0,172.33029590254813,15.631947689182546,6.6003606275200735,0.04059430817671406,1.8853996215443194,930.0786936744772,-188.4097035269424,-3922.344004493217,2194.062803805487,0,49.84975032317176,367.537176956256,1.0,1.0,184.1136670615248,6394.0,735.36033260321,3329.17321052453,1.0,2440.8646320267803
3.866799851106677,0.5695530199366456,1,-7.219878671460097,1,128.6028148194137,0,-0.7346009229046827,1,2,159.5531441166539,16.037016293460358,6.604028907328786,0.045404459662956614,2.4584674787101313,1021.2939112563164,-188.7887755601117,-3229.46247421449,1990.7295355445428,2,47.78920853326275,367.537176956256,67.5373352024,151.172192043,322.51654463916645,6394.0,738.0627937247881,3329.17321052453,-625.98194077,2984.175893817204
3.9383887116763474,0.1846644112608571,1,-6.243073472087629,1,126.33528568498863,1,-0.9924312385222176,2,2,187.77629954683238,16.050902091379573,6.606827330659332,0.04318702668165503,3.3781004310958367,994.9613875040795,-181.2366436176562,-3442.1814162526016,2076.5510089975965,0,51.3358178205707,367.537176956256,105.833817796,151.172192043,367.6927800341584,6394.0,740.131098512571,3329.17321052453,1.0,3527.9477412719557
4.364603424270056,0.30150342686829823,1,-6.23837139479626,1,123.85956680343172,0,-1.354477133238514,0,2,103.69197959671854,15.953531673693028,6.587362755609083,0.04482757689250911,3.9609434289884256,954.1586701765723,-233.2051864607339,-3546.8582516514266,2093.6571392419546,2,78.61821568245426,367.537176956256,1.0,151.172192043,295.283849427078,6394.0,725.8640625375605,3329.17321052453,-625.98194077,3020.126321935559
