w_age_log__,c_w_age,w_dutyp,c_w_dutyp,w_urban,c_w_urban,w_sex,c_w_sex,w_ban,w_connectio,e_sqm,c_e_sqm,e_income_log__,c_e_income,e_hhsize,c_e_hhsize,c_e_sex,c_e_urban,c_e_dutyp,e_edu,w_age,w_Intercept,c_w_ban,c_w_connectio,Water__0,e_cdd,e_income,e_Intercept,c_e_edu,Electricity__0
3.849296175519841,0.382641405815124,0,-10.6958584507266,1,125.211189211518,0,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,295.95914309708417,6394.0,732.589094443967,3329.17321052453,-625.98194077,2472.8095255437065
3.849296175519841,0.382641405815124,1,-10.6958584507266,1,125.211189211518,0,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,292.0657884753846,6394.0,732.589094443967,3329.17321052453,-625.98194077,2947.733386209523
3.849296175519841,0.382641405815124,1,-10.6958584507266,1,125.211189211518,1,0.0918472127972222,0,2,111.97,15.87481924905056,6.596584964135044,0.04360372255417968,3.585066253445197,976.9535418228141,-201.8023313434013,-3561.351233176899,1963.172722879388,2,46.96000000000001,367.537176956256,1.0,151.172192043,292.0992213944983,6394.0,732.589094443967,3329.17321052453,-625.98194077,2898.9140738912465
4.092949036717754,0.4605845495010871,0,-13.208218897570347,1,126.20311583321086,0,0.5680465211052552,0,2,128.77176536242416,15.798568395656506,6.596759512182701,0.04243553791403759,3.5800412768025365,993.7023967956444,-207.4768781773209,-3556.8695435825553,1921.9143092924626,2,59.91632686731394,367.537176956256,1.0,151.172192043,299.8247467063687,6394.0,732.7169776006903,3329.17321052453,-625.98194077,2549.1558963941197
3.552817011396864,0.30404311944700263,1,-11.30812425439907,1,128.62633908883964,1,0.558169296341503,0,2,147.36036630136945,16.44550477233214,6.614917116685175,0.0424656105719253,3.809913952713507,933.6818017043267,-199.53205587089474,-3568.8031688628716,1937.428249145732,0,34.91152526099128,367.537176956256,1.0,151.172192043,290.6122484812551,6394.0,746.142884977112,3329.17321052453,1.0,3363.755598277882
3.8688728250701914,0.4127093969459961,1,-9.693120413127067,1,129.6460616468914,0,0.5860016250071765,2,2,141.67207087786898,16.65052159081393,6.595976087345191,0.04539334350373701,3.397844541811576,1011.5482310604705,-253.79287833761455,-3456.605662404103,2176.9939719665063,2,47.88837706967373,367.537176956256,105.833817796,151.172192043,371.74680189018153,6394.0,732.1431737170275,3329.17321052453,-625.98194077,3149.9534295339326
3.69007579391717,0.3505205956156892,1,-11.50151059327576,1,122.54236692267745,1,0.4699854314341854,5,2,116.75058978778769,16.552499333394252,6.588931647615964,0.047906349020485024,3.037550505354979,932.3979425992947,-315.74659819772916,-3444.9074670697305,1892.6988930415835,0,40.04788222812616,367.537176956256,-124.911760486,151.172192043,62.19811248217359,6394.0,727.0037586596536,3329.17321052453,1.0,3061.3966215735218
3.897741477375519,0.35841645468803307,0,-10.405318922384737,1,123.65178540984195,0,0.1773873349526468,5,2,138.99591294280145,16.840339942406537,6.589093200012849,0.05043750385675852,1.7861983134092057,947.6723780070419,-255.52967186255427,-3492.298324015742,2054.212128070766,2,49.29099846079699,367.537176956256,-124.911760486,151.172192043,67.93849904632265,6394.0,727.1212173470202,3329.17321052453,-625.98194077,2189.1155101303093
4.098603251743345,0.5762611582707425,1,-11.344723313835763,1,127.44093465538022,1,-0.035591069805050606,4,1,142.51542480915825,14.917043247534515,6.60014954403144,0.03882110198898313,2.048376442919483,996.5619776147755,-242.80317967985522,-3651.911884991979,1804.6632043030343,2,60.256066237565356,367.537176956256,60.6607440631,27.3588946399,286.9541154609767,6394.0,735.2051265600945,3329.17321052453,-625.98194077,2558.736663233405
4.098603251743345,0.5762611582707425,1,-11.344723313835763,1,127.44093465538022,0,-0.035591069805050606,2,2,142.51542480915825,14.917043247534515,6.60014954403144,0.03882110198898313,2.048376442919483,996.5619776147755,-242.80317967985522,-3651.911884991979,1804.6632043030343,2,60.256066237565356,367.537176956256,105.833817796,151.172192043,375.78818273567686,6394.0,735.2051265600945,3329.17321052453,-625.98194077,2617.4747569994815
