w_ConstructionType,c_w_ConstructionType,w_Age,c_w_Age,w_ConstructionYear,c_w_ConstructionYear,w_HHSize,c_w_HHSize,w_Income_log__,c_w_Income,c_e_ConstructionType,e_sqm,c_e_sqm,c_e_Income,c_e_HHSize,c_e_ConstructionYear,w_Intercept,w_Income,Water__0,e_Intercept,e_CDD,e_HDD,Electricity__0
1,1.1517498469045513,56.05187304980434,0.0005159223216794767,1950,0.01567612963588693,2,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,31.64752549613989,-29960.626895641995,833.3,3006.5,1210.311468352027
1,1.1517498469045513,56.05187304980434,0.0005159223216794767,1948,0.01567612963588693,1,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,26.628551270104705,-29960.626895641995,833.3,3006.5,1174.1777798978867
1,1.1517498469045513,56.05187304980434,0.0005159223216794767,1947,0.01567612963588693,2,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,31.624812346735997,-29960.626895641995,833.3,3006.5,1208.9893823961904
0,1.1517498469045513,56.05187304980434,0.0005159223216794767,1947,0.01567612963588693,2,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,31.06855543561752,-29960.626895641995,833.3,3006.5,1115.485566104752
1,1.1517498469045513,56.05187304980434,0.0005159223216794767,1946,0.01567612963588693,2,10.360613540902667,9.52138067341422,0.0009566649482306623,2752.5036651541072,73.00450508468349,16.748579618204253,0.03228984994020526,1037.7338893177318,12.972898089158578,-5.28240917773532,13648.442252627561,31.617241296934697,-29960.626895641995,833.3,3006.5,1208.5486870775783
0,1.1545622568787581,56.11945100815732,-0.0017621805278329801,1945,0.013558476758949412,2,10.35537542146813,9.517805151540724,0.0009695540664427299,2752.745062106082,72.95866552985645,16.76838350033333,0.03404128940877594,1037.2227806514902,12.967858843116403,-5.28240917773532,13599.729088203812,29.059516023325727,-29960.626895641995,833.3,3006.5,1115.0152087967538
1,1.155184475147407,56.0961604194081,-0.0013663735818961833,1945,0.014206342118835138,2,10.34919888748905,9.527747169933265,0.0009658326353477147,2754.6138219950435,72.96768683496853,16.761325892541205,0.03425682920655271,1037.9367949855114,12.965360947537507,-5.28240917773532,13735.612201875692,30.26973596677694,-29960.626895641995,833.3,3006.5,1208.7195283061806
1,1.1540887940054276,56.06977708469701,0.001217263478847594,1943,0.014708991963133553,3,10.34417890340039,9.515878015318359,0.0009501168146754704,2756.67649881722,72.97316156348917,16.761448129181613,0.03513439964424874,1038.456128655479,12.954288049028877,-5.28240917773532,13573.54579515322,35.609576407870456,-29960.626895641995,833.3,3006.5,1242.7094418611234
1,1.1576943812535052,55.98429900906885,0.0001321839808906597,1944,0.016211674417133858,3,10.351085606766164,9.522754351592496,0.0009541260124022375,2756.948116254818,72.97922980400926,16.77172715422279,0.03332239382102348,1041.3112507997173,12.958310045529446,-5.28240917773532,13667.203703064775,37.07933046610333,-29960.626895641995,833.3,3006.5,1243.014750102461
0,1.1576698240008425,55.98550173457035,0.00011689550895044942,1944,0.016219615454252847,3,10.351183537829018,9.522896048917422,0.0009415484686880589,2756.9531428311248,72.98094104505216,16.771751439927392,0.03333632858308744,1041.2994504286962,12.958187165041423,-5.28240917773532,13669.140446481159,36.44524565496058,-29960.626895641995,833.3,3006.5,1149.3603344083522
