i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income__0,e_Intercept,Electricity__0,w_Intercept,c_w_Education,Water__0
0,919.012059036333,0,7105.2244566329355,4,1666.846395220964,53.09666833528005,116.57589770606201,4,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,0,59.24323573381378,1,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,0,1147.6639922287982,16788.0394185,392320.746057615,3.2999838733037463,785.7137414586971,-601.5919500275481,40.18785101549648,20947.787619492152
0,919.012059036333,1,7105.2244566329355,5,1666.846395220964,53.09666833528005,116.57589770606201,3,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,0,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,1,1147.6639922287982,18727.4606703,381696.829432595,3.2999838733037463,651.0774473433311,-601.5919500275481,101.7028394300736,21577.808611893255
0,919.012059036333,1,7105.2244566329355,5,1666.846395220964,53.09666833528005,116.57589770606201,3,1,0.8256615909418198,0,18.78990863686842,0,28.886242146142248,0,59.24323573381378,0,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,1,1147.6639922287982,18727.4606703,381696.829432595,3.2999838733037463,573.0443029726489,-601.5919500275481,101.7028394300736,21577.808611893255
0,919.012059036333,0,7105.2244566329355,5,1666.846395220964,53.09666833528005,116.57589770606201,3,1,0.8256615909418198,1,18.78990863686842,0,28.886242146142248,1,59.24323573381378,1,203.32261545521197,1,24.593499876383408,0.0014260667515660983,98.49504620801835,1000.9789077676428,0.05318701200857999,49.73935151831777,6.088941881654669,0,1147.6639922287982,18727.4606703,347349.49040733214,3.2999838733037463,780.8249647334635,-601.5919500275481,101.7028394300736,18749.99737092619
0,919.0411677572927,1,7105.423360211611,4,1666.7348113887672,53.10111295036798,116.5773855472114,0,1,0.8254261776795947,1,18.789031881459632,0,28.88593650080936,1,59.241664767637225,0,203.33132624187294,1,24.592920909580368,0.0014378901712945671,98.50457298533254,1000.9782629207991,0.05323305163780094,49.74239420248488,6.088714779445645,2,1147.6639922287982,1.0,102049.78084747268,3.2999838733037463,253.4854044730061,-601.5919500275481,1.0,6354.0946744088915
0,920.0438495562696,1,7085.871479241724,5,1667.8127551939442,53.30746423156603,116.55514831957282,0,1,0.8307017839960719,1,18.732344496856143,0,28.924452219312347,0,59.310386591216705,0,202.69741900810288,1,24.603015417721533,0.0013662375847722584,98.55781627665255,999.1402514299547,0.05296172759924872,49.77042160786418,6.081056448071261,1,1147.6639922287982,1.0,110149.03423866793,3.2999838733037463,197.95579607511195,-601.5919500275481,1.0,6804.249255206071
1,920.295333268118,0,7093.222442878877,6,1669.586413683096,53.324766077579056,116.60866938187341,3,0,0.8303090288511907,1,18.733346475381865,0,28.903681191109822,1,59.27656052247512,0,202.4872128983419,1,24.604664776083286,0.001477670289845186,98.57608766056423,1000.00752670879,0.05479316020301117,49.78233579355486,6.078611263975275,2,1147.6639922287982,18727.4606703,360072.4454436706,3.2999838733037463,613.3782456951744,-601.5919500275481,101.7028394300736,20154.43438229763
0,922.9880899819071,1,7086.652239732702,4,1666.0410534986422,53.39201593613415,116.05623597146435,4,1,0.8368419233014537,1,18.69070794249246,0,28.818922604791716,1,59.08983748484568,1,202.4683731900814,1,24.666455603256136,0.0014159687399507292,98.40154926737297,1000.8471115672367,0.05091506076121505,49.70409756191746,6.063394398453725,2,1147.6639922287982,16788.0394185,426595.0469171885,3.2999838733037463,913.0974510698345,-601.5919500275481,40.18785101549648,22802.672540420688
1,921.4100706663504,0,7109.582739501374,5,1674.6889737293495,53.350928835414365,115.62350197458352,3,1,0.8236057064947243,1,18.71144339278731,0,28.765437551418845,0,59.30247793876874,0,203.6951632380493,1,24.695296734123296,0.0013596151886156572,98.3790917900964,1001.9159825109468,0.051807570074932724,49.60794379198816,6.057654720534601,0,1147.6639922287982,18727.4606703,351890.89380742155,3.2999838733037463,501.27123692869543,-601.5919500275481,101.7028394300736,18603.729024576165
0,925.0814825311692,1,7094.291942763731,5,1673.96414716026,53.46653307558699,115.76275193410274,2,1,0.8275238179942224,1,18.72987110110079,0,28.761966008958723,1,59.179388678061805,0,203.43656487025532,1,24.723013084373203,0.001405893626744099,98.27298482499432,1000.3841799938529,0.05447560901178357,49.678176689278715,6.056464413592514,3,1147.6639922287982,11959.091528,225846.04202367822,3.2999838733037463,424.2752916613029,-601.5919500275481,260.32727427717964,13794.756498998253
