i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income__0,e_Intercept,Electricity__0,w_Intercept,c_w_Education,Water__0
0,919.012059036,1,7105.22445663,3,1666.84639522,51.5199189436,116.575897706,3,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,2,1147.66399223,18727.4606703,269330.554951,3.2999838733,140.599650336,-601.591950028,101.70283943,193.261545434
0,919.012059036,1,7105.22445663,3,1666.84639522,51.5199189436,116.575897706,2,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,3,1147.66399223,11959.091528,221342.166854,3.2999838733,127.292188402,-601.591950028,260.327274277,164.110547857
1,919.012059036,0,7105.22445663,3,1666.84639522,51.5199189436,116.575897706,3,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,3,1147.66399223,18727.4606703,225469.714157,3.2999838733,123.654451387,-601.591950028,101.70283943,152.902071534
0,919.012059036,1,7105.22445663,4,1666.84639522,51.5199189436,116.575897706,2,1,0.825661590942,1,18.7899086369,1,28.8862421461,1,59.2432357338,1,203.322615455,1,24.5934998764,0.00142606675157,98.495046208,1000.97890777,0.0531870120086,49.7393515183,6.08894188165,3,1147.66399223,11959.091528,233160.268088,3.2999838733,130.569417301,-601.591950028,260.327274277,172.572234751
0,918.94889729,1,7105.34280873,4,1667.00737691,51.5225323668,116.580984498,0,1,0.825614985183,1,18.7904212465,1,28.8830497462,1,59.2442167063,1,203.325815463,1,24.5938675586,0.00146112613476,98.4901470755,1000.93798265,0.0531368783367,49.7388787092,6.08886111898,3,1147.66399223,1.0,148385.672127,3.2999838733,108.072893623,-601.591950028,1.0,109.736861721
1,917.663829154,1,7114.19976627,3,1668.65178033,51.5413770118,116.71490376,3,1,0.823700343481,1,18.7714431492,1,28.8715790376,1,59.2121063954,1,203.149265959,1,24.5609662489,0.0014809979316,98.6533860523,1003.34321447,0.0526207605825,49.7134763301,6.08394081197,1,1147.66399223,18727.4606703,276007.449891,3.2999838733,145.346494485,-601.591950028,101.70283943,196.999551875
0,917.779964751,1,7113.35490208,2,1669.18322686,51.565248725,116.820378301,0,1,0.821724078016,1,18.7613002906,1,28.8722608684,1,59.2507776216,1,202.978726287,1,24.5539248548,0.00148409339329,98.6359846505,1003.73560806,0.0528774146848,49.685838802,6.08360158881,3,1147.66399223,1.0,124957.678458,3.2999838733,101.892025237,-601.591950028,1.0,92.5952800007
0,917.257366363,1,7115.38500495,2,1667.83860886,51.5735731106,116.88390328,1,1,0.822190261057,1,18.7662391485,1,28.8692415508,1,59.2578600937,1,202.959219565,1,24.5814148909,0.00148612114595,98.50244725,1003.45714715,0.0530228535396,49.7350144529,6.08426283798,3,1147.66399223,6023.86254599,167685.803243,3.2999838733,114.292424353,-601.591950028,214.401145313,123.757615927
1,915.094074478,1,7090.81788987,3,1672.85336558,51.5944476485,116.986149392,3,1,0.823611935415,1,18.7978314848,1,28.7781846499,1,59.3231121538,1,202.524755221,1,24.5933339992,0.00147050213382,98.9721688394,1001.66113266,0.0530278393221,49.6171192809,6.058761365,2,1147.66399223,18727.4606703,276055.960524,3.2999838733,144.690439121,-601.591950028,101.70283943,198.400465707
0,914.187719031,1,7120.33118347,3,1664.26488294,51.4935562431,117.187924458,3,1,0.814391865182,1,18.7735685237,1,28.7853386435,1,59.4940330336,1,202.718669231,1,24.7025704119,0.0013852220433,99.3003331082,1002.67902756,0.0526834491872,49.6551803792,6.06058942935,0,1147.66399223,18727.4606703,269584.411367,3.2999838733,138.456430576,-601.591950028,101.70283943,191.734348677
0,907.464857987,1,7122.69486349,3,1653.57768107,50.9829450894,117.988177817,2,1,0.811131577046,1,18.6890361032,1,29.3181536993,1,59.0472365443,1,202.350427728,1,24.6132587888,0.00139629959882,99.5309798506,1000.6192845,0.0538917501412,50.590052039,6.14652023517,1,1147.66399223,11959.091528,221250.479536,3.2999838733,125.824311814,-601.591950028,260.327274277,166.017994858
0,907.464857987,1,7122.69486349,4,1653.57768107,50.9829450894,117.988177817,0,1,0.811131577046,1,18.6890361032,1,29.3181536993,1,59.0472365443,1,202.350427728,1,24.6132587888,0.00139629959882,99.5309798506,1000.6192845,0.0538917501412,50.590052039,6.14652023517,3,1147.66399223,1.0,148190.485432,3.2999838733,105.987244747,-601.591950028,1.0,111.037139734
1,906.408795716,1,7134.42950013,3,1654.3670893,51.0029925356,117.960081429,0,1,0.811320343884,1,18.6914520203,1,29.3351554173,1,59.0493268022,1,202.123961732,1,24.6072385061,0.00142423510574,99.5577504797,1000.5790053,0.0532199819641,50.5516347457,6.14598021646,3,1147.66399223,1.0,142999.587361,3.2999838733,105.313638363,-601.591950028,1.0,106.959149992
0,907.464790753,1,7136.05166501,3,1653.67698663,50.9652670253,118.025199097,2,1,0.807758579866,1,18.6535465805,1,29.3455539719,1,59.1693545819,1,202.010453878,1,24.6907286162,0.00146220818556,99.7634872473,998.283699835,0.0523518811763,50.3814693754,6.14121443568,3,1147.66399223,11959.091528,221345.88185,3.2999838733,128.657513313,-601.591950028,260.327274277,161.788545616
1,904.91918731,0,7130.89627736,3,1666.29283953,51.1076423471,116.890205281,2,1,0.795022069061,1,18.6948832188,1,29.3597666676,1,58.7875346537,1,201.043760726,1,24.8567675487,0.0013890847546,100.033868734,995.314763654,0.0525766011407,50.1703526942,6.11016724009,2,1147.66399223,11959.091528,177142.763092,3.2999838733,108.515105719,-601.591950028,260.327274277,122.195097626
0,906.614680897,1,7142.71669586,2,1658.94923125,51.1803988996,116.980651639,2,1,0.787958187437,1,18.7576978363,1,29.4236105128,1,58.8349567637,1,200.879036097,1,24.7650615656,0.00139659475919,100.557966789,997.533396988,0.0531279493026,50.0265547903,6.11190092267,3,1147.66399223,11959.091528,209544.155586,3.2999838733,122.389339321,-601.591950028,260.327274277,155.460853928
1,906.614680897,1,7142.71669586,1,1658.94923125,51.1803988996,116.980651639,3,1,0.787958187437,1,18.7576978363,1,29.4236105128,1,58.8349567637,1,200.879036097,1,24.7650615656,0.00139659475919,100.557966789,997.533396988,0.0531279493026,50.0265547903,6.11190092267,3,1147.66399223,18727.4606703,252198.419373,3.2999838733,133.973166617,-601.591950028,101.70283943,181.67164391
0,905.642381236,1,7150.29228687,1,1658.2240656,51.0784077297,116.806386287,3,1,0.783908578776,1,18.7208565084,1,29.4222737194,1,58.8286567817,1,200.244143276,1,24.748418975,0.00145655917432,100.839477341,999.390901855,0.0532843961562,50.1032194,6.1284993376,3,1147.66399223,18727.4606703,245671.302044,3.2999838733,134.929056081,-601.591950028,101.70283943,176.597726907
1,902.706412726,1,7119.50007927,2,1660.02260727,51.028597218,116.702334811,3,1,0.783229457389,1,18.7481237253,1,29.4041104974,1,58.6457245474,1,200.214453604,1,24.794539132,0.00142071993656,100.846946594,1001.56134209,0.0529994843163,50.2600071426,6.13502868509,3,1147.66399223,18727.4606703,263556.832282,3.2999838733,138.127371053,-601.591950028,101.70283943,189.46400527
