e_BuildingSqm,e_BuildingElec,h_BuildingSqm,h_BuildingHeat,c_BuildingSqm,c_BuildingCool,c_e_BuildingSqm,c_e_BuildingElec,elec__0,c_h_BuildingSqm,c_h_BuildingHeat,heat__0,c_c_BuildingSqm,c_c_BuildingCool,cool__0
3,3,3,3,3,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,3123821.2793297702,12000.0,31.9800833333,3220433.8142143274
3,3,3,3,3,3,12000.0,92.7291666667,4260206.692692155,12000.0,55.2916666667,3123821.2793297702,12000.0,31.9800833333,3220433.8142143274
3,1,3,3,3,3,12000.0,92.7291666667,1420068.8975640514,12000.0,55.2916666667,3123821.2793297702,12000.0,31.9800833333,3220433.8142143274
3,1,3,3,0,3,12000.0,92.7291666667,1420068.8975640514,12000.0,55.2916666667,3123821.2793297702,3600.0,42.9002267754,4320105.720334428
1,1,3,3,0,3,525.0,298.847619048,66742.06835423224,12000.0,55.2916666667,45555.72699022581,3600.0,42.9002267754,63001.541754877086
1,1,3,3,0,3,525.0,298.847619048,66742.06835423224,12000.0,55.2916666667,45555.72699022581,3600.0,42.9002267754,63001.541754877086
1,0,3,3,0,3,525.0,298.847619048,0.0,12000.0,55.2916666667,45555.72699022581,3600.0,42.9002267754,63001.541754877086
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,45555.72699022581,12000.0,31.9800833333,46964.659790625614
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,45555.72699022581,12000.0,31.9800833333,46964.659790625614
1,0,3,3,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,45555.72699022581,12000.0,31.9800833333,46964.659790625614
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,46964.659790625614
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,46964.659790625614
1,0,3,0,3,3,525.0,298.847619048,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,46964.659790625614
4,0,3,0,3,3,4650.0,41.3301075269,0.0,12000.0,55.2916666667,0.0,12000.0,31.9800833333,1663890.804010736
0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,0,0,0,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,7,1,0,3,3,3600.0,85.4536528106,0.0,525.0,820.44,0.0,12000.0,31.9800833333,0.0
0,0,4,2,3,3,3600.0,85.4536528106,0.0,4650.0,101.099569892,0.0,12000.0,31.9800833333,0.0
0,0,0,7,3,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,12000.0,31.9800833333,0.0
0,0,0,0,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,0,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
0,0,0,3,1,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,525.0,125.188571429,0.0
3,0,0,3,1,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,1,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,1,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,1,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,1,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,1,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,525.0,125.188571429,12606643.46560148
3,3,0,3,0,3,12000.0,92.7291666667,4260206.692692155,3600.0,114.646120414,6477178.427279103,3600.0,42.9002267754,4320105.720334428
0,3,0,3,0,3,3600.0,85.4536528106,0.0,3600.0,114.646120414,0.0,3600.0,42.9002267754,0.0
3,0,0,3,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,6477178.427279103,3600.0,42.9002267754,4320105.720334428
3,0,0,3,0,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,6477178.427279103,3600.0,42.9002267754,4320105.720334428
3,0,0,3,3,3,12000.0,92.7291666667,0.0,3600.0,114.646120414,6477178.427279103,12000.0,31.9800833333,3220433.8142143274
3,0,3,3,3,3,12000.0,92.7291666667,0.0,12000.0,55.2916666667,3123821.2793297702,12000.0,31.9800833333,3220433.8142143274
3,0,1,1,3,3,12000.0,92.7291666667,0.0,525.0,820.44,15450839.068043835,12000.0,31.9800833333,3220433.8142143274
3,0,1,1,3,3,12000.0,92.7291666667,0.0,525.0,820.44,15450839.068043835,12000.0,31.9800833333,3220433.8142143274
3,5,1,0,0,3,12000.0,92.7291666667,7100344.4878202565,525.0,820.44,0.0,3600.0,42.9002267754,4320105.720334428
0,8,3,3,0,3,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
0,0,3,0,0,1,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,3600.0,42.9002267754,0.0
0,0,3,0,1,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,525.0,125.188571429,0.0
0,0,3,0,1,0,3600.0,85.4536528106,0.0,12000.0,55.2916666667,0.0,525.0,125.188571429,0.0
1,0,3,3,0,0,525.0,298.847619048,0.0,12000.0,55.2916666667,45555.72699022581,3600.0,42.9002267754,0.0
1,1,3,3,0,0,525.0,298.847619048,66742.06835423224,12000.0,55.2916666667,45555.72699022581,3600.0,42.9002267754,0.0
1,0,0,3,3,0,525.0,298.847619048,0.0,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,0,0,3,3,0,525.0,298.847619048,0.0,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,11,0,3,3,0,525.0,298.847619048,734162.7518965547,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,3,3,0,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,3,3,11,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,172203.75256562725
1,1,0,3,3,0,525.0,298.847619048,66742.06835423224,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
7,1,0,3,3,0,39.0,255.62913257,29686.81125420461,3600.0,114.646120414,49118.603073533195,12000.0,31.9800833333,0.0
1,1,0,3,3,0,525.0,298.847619048,66742.06835423224,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,3,3,0,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,3,3,0,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,3,3,0,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,94458.85206448691,12000.0,31.9800833333,0.0
1,3,0,1,3,0,525.0,298.847619048,200226.20506269674,3600.0,114.646120414,31486.28402149564,12000.0,31.9800833333,0.0
