,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Rural,Size_4,age_76_85,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,210330.521393,76.4010014429,146.206408831,37.72154471544715,0.0
1,1,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,217559.67028400002,76.9568767446,145.563002786,37.72154471544715,53.25251271273861
2,2,sex_male,Urbanity_Rural,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,197155.20196900002,68.1315751739,136.812810162,37.72154471544715,18.614806153233612
3,3,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,325563.950158,112.01777989600001,233.397144605,37.72154471544715,52.196305269475175
4,4,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,271346.566695,98.3222509759,206.94387263599998,37.72154471544715,64.556288030819
5,5,sex_male,Urbanity_Urban,Size_8,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,283708.49503600004,95.3984018863,208.86035341299998,37.72154471544715,88.31946710021295
6,6,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,283578.993143,94.4714420791,211.53628902900002,37.72154471544715,14.209729067444659
7,7,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,186216.987694,75.3629077694,135.542313543,37.72154471544715,58.566094021597884
8,8,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,186942.545299,105.748021524,135.652006495,37.72154471544715,35.64646796261292
9,9,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,198247.400332,61.7170536997,143.177576045,37.72154471544715,24.653352622371894
10,10,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,137533.666271,42.646314613099996,100.341507061,37.72154471544715,47.734039040224225
