,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,74.26738067550001,190966.572271,135.957833287,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,0.0,101.0,1,50.85800189652869
1,91.2777307393,240486.936349,179.528240152,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_8,sex_female,Urbanity_Urban,1.0,1.0,1,69.87207257378212
3,73.0065908719,199569.100968,147.17292374,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,3.0,101.0,1,52.85800189652869
4,73.8133037515,198288.619951,145.436975722,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,4.0,101.0,1,50.93289749455364
5,103.16608140299999,284907.696584,210.130905128,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,5.0,1.0,1,54.52516544310489
6,73.7609354206,154927.445102,114.812762193,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,6.0,101.0,1,37.58898590294222
7,94.50827093870001,295035.817218,214.80185740099998,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,7.0,1.0,1,22.34587835726382
8,70.4284323282,159728.86083,120.19553410700001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,8.0,101.0,1,28.749210193100808
9,64.5083884923,81589.74204610001,53.6263299633,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,9.0,101.0,1,24.159184178560796
10,37.930815336500004,140714.639733,93.4723372397,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Rural,10.0,1.0,1,30.42470747569425
