,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,0,807.426104555,1,7013.55695919,4,1680.36594743,49.6999034303,125.831125054,0,1,-16.790494051099998,1,19.335781703800002,1,26.9293685676,1,59.7087834145,1,205.76911886599999,1,23.053437899499997,0.0014747691132400002,125.783775906,1017.67724939,0.0528031094587,50.961133375799996,4.3961299201,2,1147.66399223,1.0,149866.762368,3.2999838733,105.457803715,-601.591950028,1.0,109.176519288,47.56991525423729
1,1,1,743.307240164,1,6956.434363400001,1,1706.14261804,36.5278846858,120.232101203,2,1,25.089472449299997,1,17.5493279967,1,31.869174860300003,1,59.836277767,1,205.078900172,1,25.2515287675,0.0014200926621999999,47.055246608100006,1029.22699613,0.0536052158586,42.9580473138,7.087935622410001,2,1147.66399223,11959.091528,190755.23751500002,3.2999838733,124.230479476,-601.591950028,260.327274277,143.741838081,47.56991525423729
2,2,1,812.627725606,1,7261.73469815,1,1707.6799698,48.3862553488,121.34865476799999,2,1,22.2876413559,1,19.0366292323,1,31.6691420172,1,57.8203054247,1,202.14964589,1,25.3522349452,0.0014777363032299998,153.590777521,1020.43977675,0.0549471737821,49.24178471689999,6.02749956908,3,1147.66399223,11959.091528,203914.036543,3.2999838733,128.913341659,-601.591950028,260.327274277,157.661053032,47.56991525423729
3,3,0,999.755606388,1,7195.89902811,3,1603.47601973,59.2003424215,119.38974036,2,1,3.85682820681,1,20.5712089529,1,30.0472186556,1,58.21175933,1,204.330956315,1,23.658857704699997,0.00135411937599,20.4399344978,980.095771863,0.0520924647543,47.937812827399995,6.09913885771,0,1147.66399223,11959.091528,228166.357154,3.2999838733,126.96772966399999,-601.591950028,260.327274277,165.785910033,47.56991525423729
4,4,0,723.2014139930001,1,7095.04253609,1,1665.58324612,57.3654902188,116.704315994,2,1,19.7802266042,1,20.078040979100003,1,29.351694447800003,1,58.8035395246,1,203.219661295,1,25.1746855691,0.00140626119038,98.89959873049999,977.6262745260001,0.053732368276199996,41.6636477078,5.1540497174,1,1147.66399223,11959.091528,202508.61421600002,3.2999838733,125.32391151799999,-601.591950028,260.327274277,151.134317977,47.56991525423729
5,5,0,757.4452644080001,1,6996.89494788,1,1682.38160743,39.076270123200004,118.196332911,2,1,16.1665467558,1,20.9397526932,1,29.563973606199998,1,59.699650263900004,1,203.953063374,1,26.3452092694,0.00143156948275,71.3887052272,987.329061248,0.05412118982999999,45.510896377399995,7.08310000872,3,1147.66399223,11959.091528,187211.889906,3.2999838733,122.11290861799999,-601.591950028,260.327274277,141.722537042,47.56991525423729
6,6,1,1059.33666997,1,6893.54026815,6,1725.31066618,42.1920571279,111.41665272,0,1,5.029802813030001,1,18.375885725499998,1,29.0203081035,1,59.366963169099996,1,203.884199908,1,23.839947585700003,0.00141317909254,121.65920592200001,1043.53665451,0.0542327427484,50.38274365,5.36435962289,3,1147.66399223,1.0,171256.328961,3.2999838733,113.72371865299999,-601.591950028,1.0,129.486374476,47.56991525423729
7,7,1,1044.21987812,1,7074.87190653,6,1660.97697143,50.3368801367,122.400701613,3,1,8.72898594083,1,17.4057066273,1,28.0471166733,1,56.99545288229999,1,202.108821172,1,23.01289702,0.00139042306244,91.82654551690001,1018.29708801,0.0533196872837,52.1990005875,6.04274386035,1,1147.66399223,18727.4606703,312824.598259,3.2999838733,150.616613702,-601.591950028,101.70283943,225.925427158,47.56991525423729
8,8,0,819.4891448610001,1,7169.84056105,3,1641.13460051,54.5225908493,115.851337996,0,1,33.509656977,1,19.3406843894,1,31.0636910118,1,59.614153817200005,1,206.79189113400002,1,25.6713741712,0.00140981698432,73.17295009060001,1010.44381386,0.053392805414,44.518532093400005,5.85389553747,3,1147.66399223,1.0,138671.10313,3.2999838733,111.77126497799999,-601.591950028,1.0,103.11093130200001,47.56991525423729
9,9,0,988.996577493,1,7074.15496496,3,1660.76799759,53.637270914,111.927152134,3,1,-14.270546328499998,1,19.5499440016,1,29.160508347199997,1,60.5527697313,1,201.475864072,1,23.308167821599998,0.0014340938548499998,88.8336275466,984.646689757,0.0518624340333,54.0332597418,6.28778318265,3,1147.66399223,18727.4606703,268963.156778,3.2999838733,137.82878357299998,-601.591950028,101.70283943,188.82434806900002,47.56991525423729
10,10,1,1162.97759418,1,7029.29975894,5,1600.27925808,57.0937164203,119.882702024,4,1,-23.893326779499997,1,18.8332691757,1,30.1269423233,1,58.9186327926,1,202.85130103,1,23.5520044059,0.0013719547876300002,133.38562396700001,1011.59454855,0.0538536481679,47.369438473500004,4.81076441254,4,1147.66399223,16788.0394185,290509.07591799996,3.2999838733,138.501407958,-601.591950028,40.1878510155,210.33092703,47.56991525423729
