,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,84.2503138674,268728.13915500004,188.62293019700002,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,0.0,81.0,1,8.298231971029146
1,145.45772012,278275.51545500004,196.709022757,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,1.0,81.0,1,12.86800205015328
2,139.11362508,280102.17707399995,204.28360551400002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,2.0,81.0,1,6.649916278751931
3,123.52086744200001,243576.37138000003,168.129537906,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_4,sex_male,Urbanity_Rural,3.0,51.0,1,4.470310734896647
4,55.6298638775,153829.085726,107.298107012,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_female,Urbanity_Rural,4.0,1.0,1,17.550749333145376
7,98.1890630482,270588.937233,191.861451525,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,7.0,81.0,1,39.30740181158143
8,61.5013246857,142822.61486,105.030530135,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,8.0,31.0,1,45.26325092867031
9,119.378821337,223943.279307,161.109466714,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,9.0,81.0,1,33.2605050468015
10,136.154193171,270635.937526,189.335889802,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,10.0,81.0,1,38.69896759401138
11,111.118260297,191191.534033,137.068916287,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,22.000165692014882
12,110.285517211,193789.76678,147.774507973,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,12.0,81.0,1,42.85127719410396
