,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
2,105.68146459799999,149783.276157,110.16652916,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,2.0,101.0,1,12.80545824260497
3,102.812481513,132355.24907,97.88578814030001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,3.0,101.0,1,11.135730656695
4,135.255178968,265427.422495,184.839501206,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,4.0,1.0,1,34.386392867519234
5,65.2302822834,163616.88453900002,119.607749613,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,5.0,1.0,1,118.10047166555948
6,65.08398605890001,165121.326666,120.143654015,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,6.0,1.0,1,118.10047166555948
7,103.089119525,145768.876992,108.70535760799999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,7.0,101.0,1,7.805458242604971
8,110.871088265,184034.280808,135.95402637,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_9,sex_male,Urbanity_Urban,8.0,101.0,1,18.241573016410534
9,110.106347677,326924.46339,236.125907194,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_9,sex_male,Urbanity_Urban,9.0,1.0,1,29.57449759385281
10,107.530985355,311075.36656999995,220.971886407,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_9,sex_male,Urbanity_Urban,10.0,1.0,1,57.60478830391892
11,107.30703872299999,310686.613574,216.329009626,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_8,sex_male,Urbanity_Urban,11.0,1.0,1,50.23272764415261
12,77.9252339777,209746.616545,134.917563884,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,12.0,1.0,1,34.79094523030778
14,77.0435306645,91134.6801412,60.5343275688,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,14.0,101.0,1,9.09690557832473
15,124.247404547,264396.497669,177.676465045,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_8,sex_female,Urbanity_Rural,15.0,1.0,1,46.00852091166846
17,90.16753606309999,124792.851104,92.717027984,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,17.0,101.0,1,41.65298353088342
18,90.98062360709999,265240.71925900003,190.587517797,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,18.0,1.0,1,45.08634800271189
19,58.954582442299994,138788.466026,102.76533136100001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,19.0,101.0,1,10.089796404122016
21,90.3209631765,248186.76005300003,184.439047037,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,21.0,1.0,1,12.50061962111816
23,64.7669191299,190189.499149,142.032441458,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,23.0,1.0,1,19.014855154257614
24,109.78857129100001,180857.708991,133.90332283799998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,24.0,101.0,1,15.692001902105382
25,137.08256635799998,259566.279874,184.20060900200002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,25.0,1.0,1,106.90881850938132
26,99.6104000882,135014.54628399998,102.459023731,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,26.0,101.0,1,37.65298353088342
27,88.55957317629999,109630.318449,80.76744462229999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,27.0,101.0,1,69.84804304533384
28,105.677260442,189595.848853,122.59436383799999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,28.0,1.0,1,132.13160004776407
32,99.3647531635,150007.38593800002,112.10520601299999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,32.0,101.0,1,6.574142335918161
33,103.820513835,145522.000259,106.57899312299999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,33.0,101.0,1,9.80545824260497
34,123.386648897,234504.767838,169.678427357,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,34.0,1.0,1,159.0258766787284
