,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,76.6046753128,62363.29927990001,37.7393008183,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,0.0,1.0,1,70.55090352998978
1,64.3644998826,209911.938666,143.402135563,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Rural,1.0,51.0,1,16.9706205614259
2,52.002926376400005,104258.289767,69.946787291,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,2.0,1.0,1,3.7871726352010606
3,64.5340077348,144700.591032,106.38744715799999,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Urban,3.0,31.0,1,34.12767031217131
4,124.473871819,236767.831153,173.468384299,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,4.0,81.0,1,3.969302001835973
5,92.4927036178,154252.05925299998,112.56948346,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,5.0,31.0,1,49.88235356608675
6,79.3857739736,220871.182827,154.89365364,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Rural,6.0,51.0,1,42.926855042117005
7,86.070026162,261700.552242,179.10789468,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_8,sex_male,Urbanity_Rural,7.0,51.0,1,61.93616044594597
9,91.5799863304,251880.208113,182.17997973099997,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_7,sex_female,Urbanity_Urban,9.0,61.0,1,17.367355702527142
10,59.4023387882,141774.754947,105.21204638200001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,10.0,31.0,1,45.75356200545607
11,95.75534014,284440.638961,195.46128682,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,11.0,81.0,1,13.88047390833037
12,58.18554826,182917.947752,136.900014967,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,12.0,61.0,1,49.70080413152559
13,63.707258699099995,148381.71732,107.445077879,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,13.0,31.0,1,31.93502352937974
14,83.0203000084,229887.452419,154.589535893,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,14.0,51.0,1,46.15444062707044
15,83.48702592810001,108534.892812,72.1214626825,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,15.0,1.0,1,6.757660588175023
16,76.7606377744,198822.373335,135.802021151,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,16.0,51.0,1,3.045101164836347
17,115.500322776,210444.038128,140.417098253,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,17.0,51.0,1,64.17105715849873
18,107.317100447,185591.82001,134.87853374,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,18.0,61.0,1,24.16397680070988
19,80.16125304170002,92896.7944242,59.81212753649999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Rural,19.0,1.0,1,53.709018089852755
20,96.3311767125,135236.606557,92.2737600564,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Rural,20.0,1.0,1,36.08333796103024
22,92.8435906499,137656.622432,101.084732988,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,22.0,31.0,1,26.83483786122437
24,66.1243651857,149755.64746500002,111.076469898,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,24.0,31.0,1,33.93502352937974
25,84.763509348,231358.51848000003,168.991358402,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,25.0,81.0,1,31.57503792022478
26,81.6296108938,207336.115939,153.92544042,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,26.0,81.0,1,30.790680443454768
27,76.6778392732,185750.22664,138.11102927,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_5,sex_male,Urbanity_Urban,27.0,61.0,1,29.673133227902774
28,95.90749800319999,265086.787159,195.13696192400002,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,28.0,81.0,1,6.721364159861114
29,97.8055045424,250196.440345,182.725230282,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,29.0,81.0,1,19.616406805070106
30,77.2679235464,251322.981734,184.799158705,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,30.0,81.0,1,31.624542791478852
31,74.1145808052,201857.512343,147.138623513,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_male,Urbanity_Urban,31.0,61.0,1,1.1987558620478742
32,66.57186728890001,155886.533568,112.590956028,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,32.0,31.0,1,48.99199880386264
33,126.55388222799999,257060.772633,185.50109293900002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,33.0,81.0,1,29.052719874173043
34,113.08586838,170245.59319,129.548302115,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,34.0,31.0,1,38.9611102096146
35,90.6315885692,254684.014375,191.061392019,AC_no,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,35.0,81.0,1,30.13981868191685
36,81.5124013371,226617.966648,164.22767162899999,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,36.0,81.0,1,28.99492358177205
37,72.9150047249,215620.807571,142.728887597,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Rural,37.0,51.0,1,44.06775017992335
38,99.72245115049999,164593.355751,121.86829753100001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,38.0,31.0,1,9.037704452319643
40,111.735118149,181642.973921,134.32872592799998,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,40.0,61.0,1,3.617818790772378
41,118.56669672700001,328623.554489,236.45586008400002,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_female,Urbanity_Urban,41.0,81.0,1,30.290532862714137
43,66.2118607801,154888.681933,112.052394784,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,43.0,31.0,1,31.480274880648977
44,61.3967394703,162538.89758800002,121.393559473,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,44.0,31.0,1,20.478898333426976
45,95.04486457040001,216794.579063,160.068089714,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,45.0,81.0,1,36.443607060003494
46,39.3802759365,116619.138566,78.327764025,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Rural,46.0,1.0,1,53.35008664625162
47,48.4679258667,136438.865465,95.52503151139999,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_7,sex_male,Urbanity_Rural,47.0,1.0,1,38.31370178054931
48,47.566052183900005,113026.017788,77.3788135312,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,48.0,1.0,1,6.950338125260543
49,56.097904982399996,138917.4696,103.321779319,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,49.0,31.0,1,32.93502352937974
50,99.04182100930001,288158.620525,215.30654813299998,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,50.0,81.0,1,20.167413889341283
51,111.41420825600001,189245.083433,130.495707841,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_9,sex_female,Urbanity_Rural,51.0,31.0,1,102.35778945937888
52,134.953368807,273331.07300000003,206.700735102,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,52.0,81.0,1,33.96946933794379
54,47.2278044354,137563.927152,100.98414105,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,54.0,31.0,1,53.40609927876392
56,72.4944541208,205522.405597,142.57838193799998,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,56.0,51.0,1,8.649237817008293
57,88.83461756930002,234200.494554,175.646493418,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_19_25,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,57.0,81.0,1,8.417836202006502
