,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,74.26738067550001,190966.572271,135.957833287,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,0.0,61.0,1,46.85800189652869
1,91.2777307393,240486.936349,179.528240152,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_8,sex_female,Urbanity_Urban,1.0,61.0,1,57.87207257378212
3,73.0065908719,199569.100968,147.17292374,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,3.0,61.0,1,46.85800189652869
4,73.8133037515,198288.619951,145.436975722,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,4.0,61.0,1,49.93289749455364
5,103.16608140299999,284907.696584,210.130905128,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,5.0,81.0,1,34.52516544310489
6,73.7609354206,154927.445102,114.812762193,AC_no,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,6.0,31.0,1,35.58898590294222
7,94.50827093870001,295035.817218,214.80185740099998,AC_no,Cooking_no,Lighting_no,Refrigeration_no,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,7.0,81.0,1,14.345878357263821
8,70.4284323282,159728.86083,120.19553410700001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,8.0,31.0,1,28.749210193100808
9,64.5083884923,81589.74204610001,53.6263299633,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_female,Urbanity_Rural,9.0,1.0,1,28.159184178560796
10,37.930815336500004,140714.639733,93.4723372397,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_66_75,Education_High_School,Size_3,sex_male,Urbanity_Rural,10.0,1.0,1,30.42470747569425
11,80.0954762657,254229.863408,181.773877393,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,39.59627761147722
12,124.84511522,274685.24981,199.228133526,AC_yes,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,12.0,81.0,1,29.548073415486172
14,99.4319724467,140126.098898,106.458005411,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,14.0,31.0,1,56.448915245926784
15,41.5958375415,107496.072884,71.0099826918,AC_no,Cooking_no,Lighting_yes,Refrigeration_no,TV_yes,age_56_65,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,15.0,1.0,1,13.465141411074441
