,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,84.2503138674,268728.13915500004,188.62293019700002,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,0.0,81.0,1,4.298231971029146
1,145.45772012,278275.51545500004,196.709022757,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,1.0,81.0,1,10.86800205015328
2,139.11362508,280102.17707399995,204.28360551400002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_male,Urbanity_Urban,2.0,81.0,1,4.649916278751931
3,123.52086744200001,243576.37138000003,168.129537906,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_4,sex_male,Urbanity_Rural,3.0,51.0,1,3.470310734896647
4,55.6298638775,153829.085726,107.298107012,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_4,sex_female,Urbanity_Rural,4.0,1.0,1,17.550749333145376
7,98.1890630482,270588.937233,191.861451525,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,7.0,81.0,1,29.30740181158143
8,61.5013246857,142822.61486,105.030530135,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,8.0,31.0,1,35.26325092867031
9,119.378821337,223943.279307,161.109466714,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,9.0,81.0,1,38.2605050468015
10,136.154193171,270635.937526,189.335889802,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,10.0,81.0,1,38.69896759401138
11,111.118260297,191191.534033,137.068916287,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_no,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,11.0,81.0,1,20.000165692014882
12,110.285517211,193789.76678,147.774507973,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,12.0,81.0,1,37.85127719410396
13,98.4738935876,282739.970042,200.879730537,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_2,sex_male,Urbanity_Urban,13.0,81.0,1,12.245963820475612
14,113.98769986,206722.60612,151.393674106,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_4,sex_male,Urbanity_Urban,14.0,61.0,1,0.31910816024280475
16,118.213797989,196635.087523,144.550816065,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,16.0,61.0,1,25.537819053362007
19,142.98796180899998,295704.017447,209.46626979099997,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_7,sex_male,Urbanity_Urban,19.0,81.0,1,30.655087766734127
20,63.8593791301,150984.801146,111.385381599,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,20.0,31.0,1,22.64797226269698
21,61.8474513066,139871.627589,104.059626375,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,21.0,31.0,1,56.47893780655507
22,59.2928716821,166217.93934100002,111.67480727799999,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_5,sex_female,Urbanity_Rural,22.0,1.0,1,14.510867858438234
23,100.33527721799999,147682.623395,111.02369559700001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,23.0,31.0,1,19.03953804512691
24,134.845317135,251205.89665,184.168215426,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,24.0,81.0,1,18.052166539038147
25,96.6871386204,118225.351142,87.21856402700001,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,25.0,31.0,1,56.34447645182297
28,91.2713133392,233884.567345,173.70398492099997,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,28.0,81.0,1,10.037973720513449
29,124.481242939,225567.060499,163.738530105,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,29.0,81.0,1,24.260505046801498
30,109.475010115,187366.182397,133.773607875,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,30.0,61.0,1,38.61183614141436
31,78.053221116,235760.480642,152.784529879,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Rural,31.0,51.0,1,28.540507389780174
32,73.653924803,192541.737174,142.929938596,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,32.0,61.0,1,11.560695299140907
34,69.5064453176,153902.12154000002,115.300671903,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Urban,34.0,31.0,1,53.98243299030149
35,130.480805002,230489.125632,166.273150115,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_19_25,Education_College,Size_2,sex_male,Urbanity_Urban,35.0,81.0,1,26.055131738987
36,131.259198606,261448.008321,183.83791485,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,36.0,81.0,1,8.97352684996665
37,119.95438330100001,188980.556117,141.360036523,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_2,sex_male,Urbanity_Urban,37.0,61.0,1,22.498650048108537
38,126.14935317700001,215200.00305,163.447460156,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,38.0,81.0,1,43.87578371277485
39,97.90700044639999,155889.693205,109.766504595,AC_yes,Cooking_no,Lighting_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,39.0,21.0,1,69.75677107529289
40,107.966034388,189717.542047,124.068116176,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,40.0,51.0,1,56.99842070668345
42,54.716525225299996,138543.114715,91.8221161032,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,42.0,21.0,1,31.646744064009376
43,44.3746619916,121795.94249000002,92.22908475860001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,43.0,31.0,1,40.82751415056271
44,62.69572559970001,170766.596298,115.59085084899999,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_High_School,Size_5,sex_male,Urbanity_Rural,44.0,1.0,1,11.123122509177131
47,73.1594044414,186367.85846,137.653913125,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,47.0,81.0,1,15.411282457937965
48,102.87135836,278559.215285,202.408649755,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,48.0,81.0,1,8.476436267723347
49,64.2248951866,150725.73148800002,112.61897007600001,AC_no,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,49.0,31.0,1,46.091860444655715
