,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,0,783.4024193,1,7216.65303557,6,1705.06831228,72.4664674534,126.536854256,1,1,-2.4711392964099996,0,19.151073024400002,0,29.8852095523,0,61.3715357966,1,199.601088356,1,23.643740330700002,0.0014309784645799998,113.52374496200001,984.290127949,0.0522485902013,52.9630958214,6.82531621362,3,1147.66399223,6023.86254599,239562.07132800002,3.2999838733,110.233033489,-601.591950028,214.401145313,173.72572194400001,36.30051282051282
1,1,0,830.3640428939999,1,7098.20992345,6,1736.70589334,72.8378703378,124.09966137100001,1,1,-7.12070862982,1,17.9094342085,0,30.3534219244,0,61.994592187600006,0,203.645613145,1,24.658597101999998,0.00142730909648,108.635607135,995.896395835,0.050233190538300006,46.4842937415,6.35024881995,2,1147.66399223,6023.86254599,239142.753027,3.2999838733,73.9080717047,-601.591950028,214.401145313,166.699837602,36.30051282051282
2,2,0,1130.74882968,1,7281.37923657,6,1650.98694655,70.6463171186,120.40122175200001,1,1,-10.539249761799999,1,17.9322886353,0,30.0475655653,0,61.1614846133,0,198.43040339700002,1,24.434349133,0.00141536770254,95.30130130040001,1072.63630905,0.053926658801999997,51.545485657200004,7.13094100471,4,1147.66399223,6023.86254599,233014.09858800002,3.2999838733,70.9620909838,-601.591950028,214.401145313,175.44598032599998,36.30051282051282
3,3,0,1015.29095686,1,6948.16408993,4,1609.84617897,65.9437958483,106.11001952299999,3,1,-8.53183072072,1,20.0096442504,1,30.286441665799998,0,57.71588127020001,0,207.59265952799998,1,24.0713394854,0.00138652097577,120.721739896,983.876776486,0.053186333199699995,51.5844697399,5.40764267356,1,1147.66399223,18727.4606703,285447.065502,3.2999838733,90.40485778899999,-601.591950028,101.70283943,204.986644203,36.30051282051282
4,4,1,1048.88073336,1,6983.76580381,4,1616.22931704,43.4391068118,110.861136851,0,1,5.7149304999699995,1,19.576793579500002,0,30.7617033928,0,58.695287218599994,0,204.227040446,1,24.8528110965,0.00142875874204,102.427800749,990.6524687589999,0.05393371104309999,49.6149422074,5.200095220930001,3,1147.66399223,1.0,145077.097943,3.2999838733,50.6992315771,-601.591950028,1.0,109.03348130200001,36.30051282051282
5,5,0,872.676900985,0,7248.60479548,4,1632.25016733,62.9640424475,124.11940085399999,2,1,10.0072105437,1,18.1281880045,0,29.363801094899998,0,57.1277363314,1,203.570045268,1,25.8025183286,0.00142783811797,49.9539298297,1004.51297641,0.05326642723259999,50.2201871905,6.7502074812,1,1147.66399223,11959.091528,194628.921079,3.2999838733,99.7367744109,-601.591950028,260.327274277,136.125609471,36.30051282051282
6,6,0,958.2670006889999,0,6996.39346525,3,1713.82430409,39.7094756091,118.27257290799999,0,1,-5.981564612130001,1,18.2935878092,0,31.6128989836,0,60.587002594,1,200.882537535,1,24.1523837627,0.0014218526185799999,104.041624015,1016.54749369,0.052917374174499994,58.0467997378,6.111423465800001,0,1147.66399223,1.0,77896.60889310001,3.2999838733,63.6358106105,-601.591950028,1.0,49.116737131499995,36.30051282051282
7,7,0,898.0400808119999,0,7183.58195272,3,1648.96681592,75.7634878277,123.328770964,3,1,13.7303158065,1,18.1357981375,0,29.8765723807,0,57.3277511683,1,211.68893689400002,1,23.4248871136,0.00149382526387,135.42442752899998,1040.56429243,0.0514164970923,44.673787903599994,7.0031490512,1,1147.66399223,18727.4606703,242239.112048,3.2999838733,118.36827458,-601.591950028,101.70283943,159.965431825,36.30051282051282
8,8,0,971.84520772,1,7008.05713046,5,1631.14696792,62.069620147600006,110.530575324,1,1,7.343618397160001,1,17.2525559761,0,26.5564702007,0,59.4520167439,1,203.159807963,1,23.4137850227,0.00145621768753,100.35981250299999,992.986418681,0.054028168652,48.910631037799995,5.66934826147,1,1147.66399223,6023.86254599,207001.804787,3.2999838733,108.099395428,-601.591950028,214.401145313,154.513546257,36.30051282051282
9,9,0,906.163877455,1,7013.03313379,4,1609.17944353,72.2820315675,109.45035860200001,0,1,6.85863191956,1,18.2666679732,0,32.2569710462,0,61.0135708604,1,201.670159275,1,25.6833520316,0.00149349254537,104.75221503799999,971.392245745,0.0530456721921,45.011759182,7.090810779680001,4,1147.66399223,1.0,159596.002694,3.2999838733,96.08689507860001,-601.591950028,1.0,118.86204501200001,36.30051282051282
10,10,0,677.785964251,1,7244.40704013,5,1652.08877254,66.83167754770001,111.34838145200001,0,1,-13.2517245042,1,20.5962626501,0,32.2010990105,0,60.9573655502,1,206.363764569,1,25.498300351999998,0.00146749371406,81.42077195520001,1033.20200385,0.054138342819099995,51.163019221000006,5.07006869001,1,1147.66399223,1.0,170836.675498,3.2999838733,95.9068489575,-601.591950028,1.0,128.178362655,36.30051282051282
11,11,0,869.1827883760001,1,7069.64004029,6,1691.44892102,59.411973823800004,110.503640125,0,1,5.94460628387,1,18.0976850127,0,29.017036319299997,0,59.514880400299994,0,206.937757682,1,24.5019470738,0.0013870767509500002,83.78307477930001,994.32886573,0.0519955654565,51.9556367908,5.39128115064,0,1147.66399223,1.0,176771.957456,3.2999838733,57.761022816899995,-601.591950028,1.0,127.443035383,36.30051282051282
12,12,0,1033.1605534,1,7132.64636667,5,1665.69781673,64.7236313691,117.00678765299999,1,1,-1.9526484126800001,1,16.9181238607,0,28.3814097475,1,58.500773046800006,0,209.649405278,1,23.999382233899997,0.0015032567423499997,109.90391972799999,1021.15784979,0.053543963853599996,57.01636372,6.084035523200001,2,1147.66399223,6023.86254599,214161.786945,3.2999838733,82.1972686016,-601.591950028,214.401145313,159.425193094,36.30051282051282
13,13,0,1138.29729061,0,7421.04174633,3,1686.92130669,56.4550854596,116.27012666200001,2,1,8.70538302018,1,22.572510243099998,0,30.643944417100002,1,57.718020884,0,205.580943231,1,22.5728979856,0.00133783016,88.9646181067,939.117427832,0.0521059357178,55.4348227296,5.89023341148,2,1147.66399223,11959.091528,175349.134287,3.2999838733,63.564098791099994,-601.591950028,260.327274277,119.190985322,36.30051282051282
14,14,1,1041.61904543,0,7274.79269323,2,1680.41196117,56.8111023365,115.048349755,1,1,9.316161879960001,1,24.1618935973,0,30.136452875,0,55.035778819300006,0,205.303965265,1,25.774870771999996,0.0013224646612100001,70.64464180899999,992.9499015819999,0.0534687698697,53.37287085,6.066980384430001,3,1147.66399223,6023.86254599,128401.592461,3.2999838733,40.1714192542,-601.591950028,214.401145313,87.3270956148,36.30051282051282
15,15,1,1082.28424439,0,7245.54141785,4,1663.75106928,38.453198330700005,114.521107842,3,1,15.0137964507,1,22.594357209,0,30.6420836466,0,56.6193575256,1,205.164892803,1,26.8773130989,0.00142597859466,71.22685780399999,989.107834154,0.0527305856305,57.8089175716,7.55412257738,1,1147.66399223,18727.4606703,226997.341662,3.2999838733,110.79394729799999,-601.591950028,101.70283943,153.01646657,36.30051282051282
16,16,1,911.528295961,0,7117.43768499,4,1660.52561382,74.1117304623,118.110499088,0,1,-6.21008960054,1,12.572944462,0,26.191351578200003,0,58.6709644658,0,198.684317464,1,23.677144308600003,0.00147113795423,127.72148328799999,1003.04946982,0.052546950574500005,52.92221880859999,7.472261411619999,0,1147.66399223,1.0,123762.366274,3.2999838733,37.283712294000004,-601.591950028,1.0,84.764658222,36.30051282051282
