,index,n_BuildingSqm,n_BuildingKwh,c_n_BuildingSqm,c_n_BuildingKwh,NonRElectricity,w
0,0,4,6,837.2166583610001,293.0,104624.120488,0.111
1,1,4,6,837.2166583610001,293.0,104624.120488,0.111
2,2,8,8,406.726338714,243.0,29850.162028099996,0.111
3,3,8,8,406.726338714,243.0,29850.162028099996,0.111
4,4,8,6,406.726338714,243.0,29850.162028099996,0.111
5,5,8,6,406.726338714,243.0,29850.162028099996,0.111
6,6,8,1,406.726338714,243.0,29850.162028099996,0.111
7,7,6,6,637.229859886,296.0,65648.0431331,0.111
8,8,7,8,296.280540763,137.0,14168.9047685,0.111
9,9,4,4,837.2166583610001,293.0,104624.120488,0.111
10,10,4,4,837.2166583610001,293.0,104624.120488,0.111
11,11,4,4,837.2166583610001,293.0,104624.120488,0.111
12,12,6,4,637.229859886,296.0,65648.0431331,0.111
13,13,1,4,312.594751517,631.0,65940.4053426,0.111
14,14,8,4,406.726338714,243.0,29850.162028099996,0.111
15,15,0,4,719.587128022,262.0,77984.59555089999,0.111
16,16,6,4,637.229859886,296.0,65648.0431331,0.111
17,17,4,4,837.2166583610001,293.0,104624.120488,0.111
18,18,4,4,837.2166583610001,293.0,104624.120488,0.111
19,19,4,4,837.2166583610001,293.0,104624.120488,0.111
20,20,4,8,837.2166583610001,293.0,104624.120488,0.111
21,21,4,8,837.2166583610001,293.0,104624.120488,0.111
22,22,4,3,837.2166583610001,293.0,104624.120488,0.111
23,23,4,4,837.2166583610001,293.0,104624.120488,0.111
24,24,4,4,837.2166583610001,293.0,104624.120488,0.111
25,25,8,8,406.726338714,243.0,29850.162028099996,0.111
26,26,8,8,406.726338714,243.0,29850.162028099996,0.111
27,27,8,0,406.726338714,243.0,29850.162028099996,0.111
28,28,3,6,703.6254615639999,316.0,79114.259915,0.111
29,29,6,8,637.229859886,296.0,65648.0431331,0.111
30,30,8,8,406.726338714,243.0,29850.162028099996,0.111
31,31,1,8,312.594751517,631.0,65940.4053426,0.111
32,32,1,8,312.594751517,631.0,65940.4053426,0.111
33,33,8,8,406.726338714,243.0,29850.162028099996,0.111
34,34,6,4,637.229859886,296.0,65648.0431331,0.111
35,35,4,6,837.2166583610001,293.0,104624.120488,0.111
36,36,4,5,837.2166583610001,293.0,104624.120488,0.111
37,37,4,6,837.2166583610001,293.0,104624.120488,0.111
38,38,4,6,837.2166583610001,293.0,104624.120488,0.111
39,39,4,4,837.2166583610001,293.0,104624.120488,0.111
40,40,8,8,406.726338714,243.0,29850.162028099996,0.111
41,41,8,4,406.726338714,243.0,29850.162028099996,0.111
42,42,4,4,837.2166583610001,293.0,104624.120488,0.111
43,43,4,4,837.2166583610001,293.0,104624.120488,0.111
44,44,8,8,406.726338714,243.0,29850.162028099996,0.111
45,45,8,4,406.726338714,243.0,29850.162028099996,0.111
46,46,6,1,637.229859886,296.0,65648.0431331,0.111
47,47,8,4,406.726338714,243.0,29850.162028099996,0.111
48,48,8,8,406.726338714,243.0,29850.162028099996,0.111
49,49,6,5,637.229859886,296.0,65648.0431331,0.111
50,50,1,6,312.594751517,631.0,65940.4053426,0.111
51,51,5,6,497.42790442,233.0,40122.4338562,0.111
52,52,1,4,312.594751517,631.0,65940.4053426,0.111
53,53,1,8,312.594751517,631.0,65940.4053426,0.111
54,54,3,8,703.6254615639999,316.0,79114.259915,0.111
55,55,6,0,637.229859886,296.0,65648.0431331,0.111
56,56,4,1,837.2166583610001,293.0,104624.120488,0.111
57,57,3,4,703.6254615639999,316.0,79114.259915,0.111
58,58,6,8,637.229859886,296.0,65648.0431331,0.111
59,59,8,8,406.726338714,243.0,29850.162028099996,0.111
60,60,8,8,406.726338714,243.0,29850.162028099996,0.111
61,61,6,8,637.229859886,296.0,65648.0431331,0.111
62,62,0,8,719.587128022,262.0,77984.59555089999,0.111
63,63,1,5,312.594751517,631.0,65940.4053426,0.111
64,64,6,0,637.229859886,296.0,65648.0431331,0.111
