,Electricity,Income,Water,e_AC,e_Cooking,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
0,135.535021569,247351.036492,173.83325558299995,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,0.0,81.0,1,22.60194945005002
1,110.49633747899999,189543.842307,135.08989704299998,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,1.0,81.0,1,36.83457777765557
2,100.29629929299999,145841.92338599998,99.5244966664,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,2.0,21.0,1,77.5233384207959
3,115.9452796,185823.056718,134.573486245,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,3.0,81.0,1,43.83457777765557
4,133.75355358299998,258388.389644,180.323062152,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,4.0,81.0,1,39.79443702406604
5,83.4698418733,79766.4485845,50.9138317611,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,5.0,1.0,1,55.22101709013321
8,120.23793200899999,200652.764449,148.41890355299998,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,8.0,81.0,1,22.616405234255197
9,117.57348878399999,211911.044148,158.809426492,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,9.0,81.0,1,2.604957716560488
10,89.4145878082,111337.169775,83.74255597300001,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,10.0,31.0,1,81.95628123684824
11,86.4648230933,104429.403072,76.1018960239,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,11.0,31.0,1,63.61456092374928
12,116.83605371700001,194295.200623,141.691366767,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,12.0,81.0,1,37.63333732869921
13,84.8572205487,112210.817304,84.16425177069999,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,13.0,31.0,1,90.95628123684824
14,126.04652020700001,213542.030299,155.626364407,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,14.0,81.0,1,24.762561951227127
17,140.498096411,280445.072341,203.25953516799999,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,17.0,81.0,1,24.222538388558434
19,126.15008741,227178.933054,167.422768791,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,19.0,81.0,1,1.3753241776098077
21,116.484241276,193810.349707,128.37189635299998,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_4,sex_male,Urbanity_Rural,21.0,51.0,1,28.226665576894142
22,129.29109446200002,240425.675335,167.98645767,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,22.0,81.0,1,29.8247337909487
23,128.114136484,226756.73653400003,165.72510291,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,23.0,81.0,1,15.854727145341222
24,137.086743836,269674.106404,196.276163626,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_5,sex_female,Urbanity_Urban,24.0,81.0,1,1.0157066893485034
25,110.07975230299999,192262.84001,140.87611786600002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,25.0,61.0,1,19.64035289631473
27,130.815751066,250651.395841,184.43423015,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,27.0,81.0,1,6.496988128214269
29,112.905635376,215972.680896,147.19733270700002,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Rural,29.0,51.0,1,18.92842401860925
30,100.037176622,153987.511491,114.508773065,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,30.0,31.0,1,11.735528962499426
33,92.3715481796,121378.912975,79.2309016775,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,33.0,1.0,1,44.82669186980765
34,129.61212180299998,232968.040622,170.85881119299998,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,34.0,81.0,1,5.630757597751359
35,106.96341742700001,148547.468355,111.036072155,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,35.0,31.0,1,53.81881289201138
36,103.992387563,169546.941977,118.80875441100001,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,36.0,21.0,1,46.95143978528829
40,132.808537661,269325.991338,183.340943885,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,40.0,81.0,1,9.320166125706614
41,116.025803725,217509.85795300003,147.101408064,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,41.0,51.0,1,9.672990598467694
42,98.4403191238,161953.876306,109.364464475,AC_yes,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,42.0,21.0,1,17.511890903101182
43,91.7680643523,111601.049636,71.9180083989,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,43.0,1.0,1,143.20246864787495
45,111.04434550399999,156331.949441,112.586771614,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,45.0,31.0,1,66.27860336688995
46,109.92355069799999,157395.716337,119.923247745,AC_yes,Cooking_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,46.0,31.0,1,72.27860336688995
