,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,0,1133.66638269,0,7127.79273762,2,1641.27128451,47.6533476712,108.30006443200001,2,1,-45.435990925,1,19.116314202599998,1,30.232045159800002,1,61.5414024092,1,203.760079583,1,24.8816448864,0.0014201896696400002,105.333017065,962.01918293,0.0536341706058,51.0001804849,5.95019019138,3,1147.66399223,11959.091528,152792.697635,3.2999838733,95.1873868195,-601.591950028,260.327274277,106.028794475,45.66012396694215
1,1,0,848.296217661,0,7051.41007799,2,1656.25788552,59.1551838876,121.675005526,4,1,-6.71056903756,1,19.2068385444,1,27.5172394891,1,59.7557886834,1,201.600056608,1,24.9523456601,0.00147802876422,69.8189111578,1001.58248863,0.052571430949400005,61.8024387342,6.98913575483,3,1147.66399223,16788.0394185,201684.354435,3.2999838733,117.21062052200001,-601.591950028,40.1878510155,133.467156201,45.66012396694215
2,2,0,727.9955682210001,1,7307.92437348,1,1680.15776246,39.537333231,111.048140934,3,1,8.441252640619998,1,19.8546332282,0,31.0055540058,1,59.494832529700005,1,206.87710110700002,1,24.886481114000002,0.00142748689213,122.33270450399999,997.305876921,0.0511387943547,47.650057103,6.540261009450001,3,1147.66399223,18727.4606703,235772.31476799998,3.2999838733,128.226801802,-601.591950028,101.70283943,162.971348216,45.66012396694215
3,3,0,1111.41960415,0,6965.69824918,3,1673.82218394,55.237297346400005,121.27711501700001,2,1,-5.10250334955,1,17.4131104205,1,27.9702667192,1,59.4752344925,1,199.85063331799998,1,24.4814037876,0.0014497354130099999,73.6685743285,1002.91011296,0.0548881945789,61.129578989399995,4.14661380867,2,1147.66399223,11959.091528,176027.534244,3.2999838733,108.52537542,-601.591950028,260.327274277,124.663643256,45.66012396694215
4,4,0,1046.70597542,1,7145.82204731,3,1665.41411363,42.886534389299996,112.08274249899999,2,1,12.3906289824,1,18.3465277293,1,30.300243174699997,1,58.98478402560001,1,200.34295314599999,1,23.1004628498,0.00137198643133,66.1794776831,1024.72548963,0.0535776539874,56.661900260699994,6.08630703556,2,1147.66399223,11959.091528,213097.521812,3.2999838733,124.282537678,-601.591950028,260.327274277,159.576872487,45.66012396694215
5,5,0,901.9816211589999,1,7227.34220526,4,1693.56066347,58.6944431292,116.75560150700001,4,1,15.443432783099999,1,19.3836773863,1,25.254078714499997,1,58.156986196800005,1,205.36848774799998,1,25.6813458413,0.0013840414594700002,121.895053566,1037.41243787,0.0532988919344,54.332346110100005,8.25401273796,2,1147.66399223,16788.0394185,275026.200618,3.2999838733,142.581372762,-601.591950028,40.1878510155,199.05796764599998,45.66012396694215
6,6,0,1066.55767123,0,7002.32575107,4,1645.40823875,46.095109682600004,120.379827764,3,1,-22.9655323126,1,18.6222386219,1,24.7059761532,1,59.3166646982,1,202.821113142,1,25.564957262199997,0.0015042395733199999,59.2919145215,948.305672565,0.0529233460883,48.9981294708,5.66605127911,3,1147.66399223,18727.4606703,226923.341796,3.2999838733,121.951998387,-601.591950028,101.70283943,151.819731217,45.66012396694215
7,7,0,838.733821043,1,7095.70010115,3,1684.52206469,54.0651204728,116.797833244,2,1,-0.028431513600900002,1,21.0477700676,1,33.8107031666,1,56.6685633267,1,200.41217760900003,1,24.639283791700002,0.0014323996431500003,79.3908153051,989.5052832660001,0.05245582562369999,45.021539056099996,5.18378819931,3,1147.66399223,11959.091528,223839.375138,3.2999838733,128.43318045,-601.591950028,260.327274277,162.98887466600002,45.66012396694215
8,8,0,604.043710872,1,7458.95032452,3,1670.1418404,53.3064637063,114.080476048,1,1,17.5636006117,1,17.561610099,1,30.090912137600004,1,56.506204365900004,1,205.375501276,1,20.5518929622,0.0014153343206400003,66.4603995043,1007.62075645,0.0539815377777,52.1873923203,7.234929763460001,2,1147.66399223,6023.86254599,182372.369162,3.2999838733,118.436263521,-601.591950028,214.401145313,137.31383069999998,45.66012396694215
9,9,0,894.981773566,1,7289.13502068,4,1699.94326708,40.0772993913,121.477843547,3,1,6.0667242232500005,1,14.6656521054,0,31.038176678600003,1,61.4179131024,1,198.76907733599998,1,27.51756372,0.00138149055236,99.63642579360001,955.22124623,0.052489617763099995,42.9021947385,5.77251787285,2,1147.66399223,18727.4606703,275326.419213,3.2999838733,134.58190146799998,-601.591950028,101.70283943,193.52562498700001,45.66012396694215
10,10,1,1293.38331926,1,7323.90408681,3,1649.84430096,66.9634081438,113.842554928,3,1,6.3181544066,1,22.7543331071,1,29.2458694983,1,59.770742253,1,203.26596940599998,1,22.121231014499998,0.0013783926616199999,110.903697315,1006.37463988,0.0538182222324,58.7136210303,6.92338538644,4,1147.66399223,18727.4606703,291156.432852,3.2999838733,145.472630975,-601.591950028,101.70283943,213.69218079700002,45.66012396694215
11,11,1,644.721943948,0,7546.74715004,4,1643.68980973,60.1138116858,118.318712659,1,1,9.471485745639999,1,20.3202958635,1,26.323874487199998,1,61.051431327399996,1,200.738779968,1,25.2912215013,0.0013900535011600003,68.0267953614,1009.79936443,0.053872333004199996,58.7127981292,8.78084969139,2,1147.66399223,6023.86254599,152462.567303,3.2999838733,103.671174916,-601.591950028,214.401145313,107.993964394,45.66012396694215
12,12,0,1067.73515913,0,7351.39896947,1,1711.98630211,63.1142047271,122.378657262,1,1,-0.12999508470899998,1,21.0568348974,1,31.431092979099997,1,58.030555184200004,1,205.970454278,1,24.431125632199997,0.0014434110322399999,124.383998637,1003.57056793,0.051996382906800004,43.8536409069,5.383237201440001,0,1147.66399223,6023.86254599,117747.669324,3.2999838733,95.20853691120001,-601.591950028,214.401145313,76.33101116350001,45.66012396694215
13,13,0,953.314084837,0,7093.36805831,1,1663.05996261,52.5187606459,118.676547574,0,1,9.428950393320001,1,18.549962137999998,1,26.485427851799997,1,59.3474101053,1,205.35070802099997,1,28.6938709262,0.0014401430723099999,145.854227655,962.8528501860001,0.0543207598621,49.3278510504,7.67080768245,3,1147.66399223,1.0,64126.15603969999,3.2999838733,80.6625354585,-601.591950028,1.0,41.5903234094,45.66012396694215
14,14,0,1046.69699996,1,6973.22662084,1,1648.76463824,44.70153941939999,110.448122182,1,1,3.76856500935,1,18.010604393199998,1,30.5297378225,1,60.284311878400004,1,195.31025138,1,25.1962010277,0.0014503498131199998,72.1805217937,1006.59398305,0.0519962370629,49.4557227578,5.57784362619,0,1147.66399223,6023.86254599,146982.790455,3.2999838733,106.867848883,-601.591950028,214.401145313,106.79261999299999,45.66012396694215
15,15,0,742.476443359,1,7209.03734843,1,1686.87637605,56.9991483431,118.519661121,4,1,-20.6912336883,1,18.0635852104,1,27.8226833015,1,58.295215488400004,1,210.556656293,1,22.879232613299997,0.0013471202370399999,81.1665108202,1013.33562508,0.053276762045599994,45.1781725866,5.23084601308,2,1147.66399223,16788.0394185,238136.030381,3.2999838733,124.650348721,-601.591950028,40.1878510155,169.692391635,45.66012396694215
