,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,42494.6055255,313.335595423,3526.71067432,36.54369918699187,21.88673684650939
1,1,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,35873.9239386,97.612919051,3414.39883442,36.54369918699187,23.002623034290888
2,2,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,11817.8326408,243.991938987,531.713960723,36.54369918699187,34.93373455976502
3,3,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,26048.6080286,278.278530413,1896.64141328,36.54369918699187,27.023721527794063
4,4,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,14508.734158000001,236.86174840700002,735.304610625,36.54369918699187,15.100759180790796
5,5,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,16031.5552743,280.452205037,900.968699297,36.54369918699187,15.467753656555933
6,6,sex_female,Urbanity_Rural,Size_4,age_76_85,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,36941.8210441,155.063901583,2465.30579544,36.54369918699187,7.318254611056886
7,7,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,12467.4810376,33.5787708768,536.456523595,36.54369918699187,48.79178104907389
8,8,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,17911.273113799998,278.513719974,1008.63708226,36.54369918699187,43.78274306882341
9,9,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,23255.581466099997,67.632238851,2304.24339176,36.54369918699187,23.175439061998663
