,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,i_Intercept,c_i_Education,Income,e_Intercept,Electricity,w_Intercept,c_w_Education,Water,w
0,0,0,969.70205543,0,7076.50509428,4,1649.63833348,61.5214398124,119.43484784200001,1,1,-43.217312119300004,1,18.054614429,1,28.9969918348,1,56.5475269777,0,203.05400051400002,1,21.8536828483,0.00145171458904,101.41501029,973.2618349769999,0.0545625239171,45.459105344099996,5.79293083535,2,1147.66399223,6023.86254599,149727.82605,3.2999838733,54.6503993141,-601.591950028,214.401145313,103.79637657399999,34.669362992922146
1,1,0,914.3412431360001,0,7224.88766508,4,1713.78305894,53.1624681271,118.362338367,1,1,-6.616640100630001,1,18.4853003002,0,30.0475947884,1,58.7706109929,1,206.066409151,1,23.739971352399998,0.00137988861829,93.03532898559999,1029.47608704,0.05446321419649999,58.346712208199996,6.194035853890001,0,1147.66399223,6023.86254599,144064.322036,3.2999838733,93.1047611152,-601.591950028,214.401145313,100.06805792,34.669362992922146
2,2,0,755.783317639,0,7269.48095565,4,1637.77072388,73.628741055,118.597531411,1,1,5.55041422107,1,18.5991064032,0,26.4325245991,1,58.8848254568,1,203.71737911099999,1,23.6855164223,0.00144656569059,78.3798135719,1012.97790982,0.0534768157008,54.790452197600004,6.333297641460001,1,1147.66399223,6023.86254599,159206.665576,3.2999838733,101.18557905799999,-601.591950028,214.401145313,109.92875664600001,34.669362992922146
3,3,0,892.643615991,0,7122.98350479,4,1649.21413162,49.3219109844,116.69935354399999,2,1,-17.289824826900002,1,18.0511921435,0,30.449561705900003,0,57.73805464,0,203.310667086,1,23.9179413683,0.00143686294522,115.50073236200001,992.9496452139999,0.05373941762019999,53.6946353406,6.030638433919999,1,1147.66399223,11959.091528,180509.928763,3.2999838733,51.225171817799996,-601.591950028,260.327274277,126.390757594,34.669362992922146
4,4,1,695.3982326189999,0,7158.85327488,5,1626.76614847,80.78475297029999,114.95247161,2,1,12.8812007686,1,17.8507248054,0,28.7891048738,0,61.828558636000004,0,202.725270003,1,25.2903074348,0.0013344586896199997,86.5019419444,986.04509763,0.0534289834827,34.7610884032,4.314946815880001,3,1147.66399223,11959.091528,221369.75834899998,3.2999838733,64.0614075929,-601.591950028,260.327274277,154.131092164,34.669362992922146
5,5,1,1178.68384879,0,6979.53484433,5,1700.87753653,29.0923149297,115.459240921,3,1,-1.66801752347,0,21.8324510859,0,30.7380844159,1,56.379904098500006,0,201.711391722,1,25.8989382408,0.0014642113183,109.72736450200001,1068.17241649,0.0531427901253,53.62923795060001,7.45118865138,2,1147.66399223,18727.4606703,233385.920566,3.2999838733,77.7311052567,-601.591950028,101.70283943,158.440201325,34.669362992922146
6,6,0,763.253370013,0,7452.61725489,5,1678.22270974,56.7504517879,115.433044549,1,1,-1.73170545687,1,17.4652699854,0,28.794180484,1,58.924683811099996,0,206.035526964,1,24.044434456599998,0.0014133662413300001,104.81941132600001,949.285526236,0.0535872296906,43.49896863359999,6.32081625798,2,1147.66399223,6023.86254599,156786.965729,3.2999838733,58.2501048692,-601.591950028,214.401145313,107.16739993799999,34.669362992922146
7,7,0,817.077088702,0,6914.12562306,5,1615.32616016,40.32418839,113.317082235,1,1,6.729421873380001,0,17.7855039903,0,28.564990726399998,1,60.295972382600006,0,200.590772987,1,25.6109678891,0.00138589216953,36.8241541606,951.532499059,0.0535798629085,46.812170298299996,4.60596243603,3,1147.66399223,6023.86254599,140508.52463,3.2999838733,51.5412902079,-601.591950028,214.401145313,94.3214326937,34.669362992922146
8,8,1,1125.3184045,0,7227.29766532,5,1681.71078743,75.2121841476,117.97640019,2,1,-18.1647653774,1,18.0912173292,0,27.1948181606,1,60.6245150039,0,206.80391542700002,1,25.1938952235,0.00142540686817,148.7408789,979.77295987,0.0539327792791,41.1167425373,6.738123321540001,2,1147.66399223,11959.091528,223436.51486199998,3.2999838733,74.3477268629,-601.591950028,260.327274277,160.059252297,34.669362992922146
9,9,0,700.3046626180001,0,6907.78631434,5,1631.38359131,43.7408789552,118.456645649,2,1,30.4378012598,1,17.9711969369,0,30.3644168154,1,58.4287138249,0,207.42487377,1,24.171400765100003,0.0014676762030799999,76.73015304340001,1042.1132885,0.052503691077300005,58.0332782728,6.29716727203,1,1147.66399223,11959.091528,187498.098425,3.2999838733,74.92823338550001,-601.591950028,260.327274277,128.85117224299998,34.669362992922146
10,10,1,822.315814729,0,7094.05445623,3,1651.4392889,50.5662790821,115.09789668399999,2,1,7.4149987155199995,1,17.3953301658,0,26.5047133811,1,60.996891909300004,0,204.734374115,1,24.4615299699,0.00147161848011,76.9334606441,1011.65174765,0.0531775459235,57.310754107700006,6.94027597859,2,1147.66399223,11959.091528,175149.91811,3.2999838733,67.448883288,-601.591950028,260.327274277,122.662485276,34.669362992922146
