,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Cooking,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
0,0,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,301290.839655,132.801265229,214.46093590400002,36.543699186991866,21.886257978265828
1,1,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,254349.570528,83.387621322,188.19118342,36.543699186991866,22.99585342023912
2,2,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,83789.56988089999,68.0587215854,54.1335879419,36.543699186991866,34.934220295821234
3,3,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,184687.135878,97.2657119532,128.487867398,36.543699186991866,27.02322114875456
4,4,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,102868.320408,71.4002521747,68.4602635616,36.543699186991866,15.101367955736992
5,5,sex_female,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_yes,113665.268563,81.5782090029,77.1395785414,36.543699186991866,15.468968675779227
6,6,sex_female,Urbanity_Rural,Size_4,age_76_85,Education_College,Lighting_yes,TV_yes,Cooking_no,Refrigeration_yes,AC_no,261921.0637,95.511287868,175.811672233,36.543699186991866,7.321170480966202
7,7,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,88395.6394874,26.447406997399998,58.025542934399994,36.543699186991866,48.7921943342303
8,8,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_yes,126992.648808,83.2684264207,83.2794462119,36.543699186991866,43.78322785960768
9,9,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,164884.308959,52.288177151199996,123.79160287200001,36.543699186991866,23.175073769094077
10,10,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Cooking_no,Refrigeration_no,AC_no,143503.526198,50.449500093100006,104.626174149,36.543699186991866,39.89834092881098
