,index,i_Sex,c_i_Sex,i_Urbanity,c_i_Urbanity,i_FamilySize,c_i_FamilySize,i_Age,c_i_Age,i_Education,c_i_Education,e_Lighting,c_e_Lighting,e_TV,c_e_TV,e_Cooking,c_e_Cooking,e_Refrigeration,c_e_Refrigeration,e_AC,c_e_AC,e_Urban,c_e_Urban,c_e_Income,c_w_Sex,c_w_Urbanity,c_w_Total_Family_Income,c_w_FamilySize,c_w_Age,w_Education,c_w_Education,i_Intercept,Income,e_Intercept,Electricity,w_Intercept,Water,w
0,0,0,830.8016722489999,1,7108.00197033,2,1667.05360338,60.4893161704,119.270293375,3,19029.358917700003,1,-27.303949626999998,1,17.4344991282,0,30.8667458593,1,59.1165592551,1,203.551316909,1,23.353634280300003,0.0014774120857300001,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.8179538310000005,2,67.8927120757,1147.66399223,497295.00180699996,3.2999838733,192.133261062,-601.591950028,370.93956122199995,3625.25
1,1,0,1016.60891412,0,7175.54501399,4,1663.88516244,49.394774353900004,116.672195376,3,18423.2745978,1,6.09726327837,1,21.226902428,0,32.170689382199996,1,61.6565227297,1,201.302074541,1,25.3413770887,0.0013970258433099998,100.262585511,1023.81093711,0.054193214870699995,43.66467566359999,6.21769817694,3,139.678835956,1147.66399223,420477.037179,3.2999838733,171.706674371,-601.591950028,306.27604456,3625.25
2,2,0,746.186424125,1,7168.94727958,3,1648.50587345,48.4509749999,121.79952364200001,3,18888.7855902,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.780667167299995,1,202.36470598900002,1,25.420225674,0.0014897167343199999,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,3,38.5273489219,1147.66399223,500167.142092,3.2999838733,197.528462625,-601.591950028,362.335304724,3625.25
3,3,1,1113.3062017999998,1,7052.66794281,2,1682.36916016,53.5249823562,110.764238209,3,18534.972113699998,1,13.962212761500002,1,16.146819565799998,1,29.236356440300003,1,57.5284040886,1,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,1,171.99881941599998,1147.66399223,488203.031217,3.2999838733,192.624995229,-601.591950028,366.890664656,3625.25
4,4,1,683.196121315,1,7265.13365104,1,1650.75161383,38.3612874879,123.81220795200001,3,18831.3680159,1,-6.2441248733800006,1,17.4282560137,1,27.140970875,1,60.445598260299995,1,203.851166003,1,23.5102791117,0.00149292666991,87.3194450373,990.1616207589999,0.0532364375673,38.3258211681,5.81122349639,1,115.538123328,1147.66399223,451211.31127600005,3.2999838733,190.02957434299998,-601.591950028,333.05351732099996,3625.25
5,5,0,679.2128422330001,1,7287.15819844,3,1624.12163463,43.9925705038,116.49948581299999,3,19610.9948815,1,19.7296516976,1,17.6876233065,1,27.4391004294,1,58.0592885439,1,202.813122729,1,24.0602999784,0.0014950771326300001,91.2570952289,952.447499065,0.0540221177324,48.5597879121,7.251170684860001,4,9.21977736116,1147.66399223,500049.81225,3.2999838733,208.528371771,-601.591950028,369.567263744,3625.25
6,6,0,830.8016722489999,1,7108.00197033,2,1667.05360338,60.4893161704,119.270293375,3,19029.358917700003,1,-27.303949626999998,1,17.4344991282,0,30.8667458593,1,59.1165592551,1,203.551316909,1,23.353634280300003,0.0014774120857300001,121.179009979,1003.68603571,0.0542105042065,52.2809486358,4.8179538310000005,2,67.8927120757,1147.66399223,497295.00180699996,3.2999838733,192.133261062,-601.591950028,370.93956122199995,3625.25
7,7,0,1016.60891412,0,7175.54501399,4,1663.88516244,49.394774353900004,116.672195376,3,18423.2745978,1,6.09726327837,1,21.226902428,0,32.170689382199996,1,61.6565227297,1,201.302074541,1,25.3413770887,0.0013970258433099998,100.262585511,1023.81093711,0.054193214870699995,43.66467566359999,6.21769817694,3,139.678835956,1147.66399223,420477.037179,3.2999838733,171.706674371,-601.591950028,306.27604456,3625.25
8,8,0,746.186424125,1,7168.94727958,3,1648.50587345,48.4509749999,121.79952364200001,3,18888.7855902,1,-15.3102612552,1,20.9771926139,0,28.5479991166,1,60.780667167299995,1,202.36470598900002,1,25.420225674,0.0014897167343199999,95.0516376976,977.674628287,0.0528885159966,34.5055284021,5.43926638895,3,38.5273489219,1147.66399223,500167.142092,3.2999838733,197.528462625,-601.591950028,362.335304724,3625.25
9,9,1,1113.3062017999998,1,7052.66794281,2,1682.36916016,53.5249823562,110.764238209,3,18534.972113699998,1,13.962212761500002,1,16.146819565799998,1,29.236356440300003,1,57.5284040886,1,205.131231711,1,23.6207977843,0.00136793797743,102.654360234,1026.47517501,0.0534908061341,66.2740417786,6.81422683273,1,171.99881941599998,1147.66399223,488203.031217,3.2999838733,192.624995229,-601.591950028,366.890664656,3625.25
10,10,1,683.196121315,1,7265.13365104,1,1650.75161383,38.3612874879,123.81220795200001,3,18831.3680159,1,-6.2441248733800006,1,17.4282560137,1,27.140970875,1,60.445598260299995,1,203.851166003,1,23.5102791117,0.00149292666991,87.3194450373,990.1616207589999,0.0532364375673,38.3258211681,5.81122349639,1,115.538123328,1147.66399223,451211.31127600005,3.2999838733,190.02957434299998,-601.591950028,333.05351732099996,3625.25
11,11,0,679.2128422330001,1,7287.15819844,3,1624.12163463,43.9925705038,116.49948581299999,3,19610.9948815,1,19.7296516976,1,17.6876233065,1,27.4391004294,1,58.0592885439,1,202.813122729,1,24.0602999784,0.0014950771326300001,91.2570952289,952.447499065,0.0540221177324,48.5597879121,7.251170684860001,4,9.21977736116,1147.66399223,500049.81225,3.2999838733,208.528371771,-601.591950028,369.567263744,3625.25
